SampleID,Cluster,K1,K3,Orf70,K4,K5,K7,Orf16,Orf17,Orf18,Orf4,Orf20,Orf21,Orf22,Orf23,Orf24,Orf25,Orf26,Orf27,Orf6,Orf29,Orf30,Orf32,Orf34,Orf36,Orf37,Orf7,Orf39,Orf40,Orf42,Orf43,Orf44,Orf45,Orf46,Orf47,Orf8,Orf48,Orf49,Orf50,Orf52,Orf54,Orf55,Orf56,Orf57,Orf9,vIRF1,vIRF4,vIRF2,Orf58,Orf59,Orf60,Orf61,Orf62,Orf63,Orf10,Orf65,Orf66,Orf67,Orf68,Orf69,LANA,K14,Orf11,K15,K2
5130,2,-1.415987336,3.24420754,-1.372227786,2.785942857,0.962922558,7.978601477,13.93766243,5.574024941,5.792218168,7.869930186,8.266385362,0.886800561,3.632721079,10.20377747,2.804782216,2.209065315,2.393952125,2.260436206,8.563919656,5.117904866,4.087674824,2.885465941,6.66527833,0.994161408,6.555602446,6.516338267,1.680486904,7.009016825,9.416155492,10.26286884,9.179068786,4.894338363,6.014826967,7.678504365,7.131506598,8.467539311,5.202355779,6.742478008,10.82624282,7.17690136,7.698243502,6.265467237,6.949286747,7.004017999,7.166184755,11.72145697,9.760810998,9.191631827,6.487363479,8.213568674,10.52648806,8.85429464,6.786066868,7.843580642,11.53132846,10.31820896,9.920832421,4.69541975,9.565027826,6.177224222,4.73722462,6.61221217,3.46686835,3.229406135
5267,1,-1.415987336,-4.05332123,-2.356423224,-2.968252581,-4.918733205,-2.743054286,-5.406533004,-3.860351799,-3.364879551,-2.229238801,-3.793810075,-0.904303281,-4.123409213,-5.000417971,-1.954413221,-3.47039831,2.364394081,1.850878163,-4.591915998,0.055402545,-2.38816083,-0.868910799,-4.593917107,-0.472936311,-1.776053316,-6.823125358,2.48092886,-1.396162743,3.93199973,-1.142120259,-0.197586976,0.851222276,5.535710879,1.381848603,6.675723843,4.327153386,0.503207951,4.650701377,9.982126736,3.979425489,6.577095675,3.377158497,5.586837327,-8.510177439,5.87079883,4.836071046,5.93669491,2.699182406,3.266554275,7.829452587,4.271102132,4.36599866,6.11311547,2.841131221,8.892212368,5.196812404,0.184176658,4.475162466,5.980911738,3.144511808,0.276203776,2.338096082,5.88757548,3.970290048
5386,1,-1.415987336,-0.57799329,-2.356423224,-0.206257974,-5.58627288,-2.76760205,-5.406533004,-3.939121637,-3.364879551,-7.360931918,-3.793810075,-0.98400179,-4.123409213,-5.000417971,-1.954413221,-3.47039831,-2.678145594,-4.216661512,-6.111614508,-4.652957238,-3.866520613,-2.790180637,-4.593917107,-0.472936311,6.502390831,-6.823125358,-1.246610814,-4.015981848,-1.14654399,-4.042665327,-1.97213474,0.208929984,3.086615352,5.63279275,-8.836022173,-0.188664215,0.268947399,-2.026359612,-1.849960703,-1.363304863,4.646835122,0.590504415,-2.180919475,-8.510177439,-0.092518771,0.3892494,5.127599382,-2.908574396,-1.871504017,5.385357059,-0.458219514,0.40975778,-1.692936806,-9.337281462,1.443116841,0.065748792,-6.743363016,-0.202718631,6.221816211,4.698833768,1.206769071,6.064000554,4.554299058,-1.03880548
5557,1,-1.415987336,-4.05332123,-2.356423224,-2.968252581,-5.58627288,-14.07059396,-5.406533004,-3.939121637,-3.364879551,-7.360931918,-3.793810075,-5.514898685,-4.123409213,-5.000417971,-1.954413221,-3.47039831,-2.678145594,-4.216661512,-11.21027578,-4.652957238,-3.866520613,-2.790180637,-4.593917107,-0.472936311,-9.493592991,-6.823125358,-1.246610814,-1.476519985,-5.269716661,-1.608562222,-4.385146749,-4.859222565,-11.10607533,-6.869867788,-8.836022173,0.184990442,0.760136223,-5.624920477,-1.406306045,4.041568014,-4.007293308,0.887428141,-2.579379932,-8.510177439,-4.673864114,-9.869415182,-0.591737872,-10.11479923,-7.372400913,-3.508980195,-6.197737528,-5.923803086,-1.531703263,-9.337281462,-11.93957384,-6.109202398,-6.743363016,4.212602693,-6.105874475,-10.35723442,-5.627397534,-14.73698327,-0.580512118,-7.034789302
5720,1,-1.415987336,-4.05332123,-2.356423224,-2.968252581,-5.58627288,-14.07059396,-5.406533004,-3.378622417,-3.364879551,-7.360931918,-3.793810075,1.431335895,-4.123409213,-5.000417971,-1.954413221,-3.47039831,-2.678145594,-4.216661512,-11.21027578,-4.652957238,-3.866520613,-2.790180637,-4.593917107,-0.472936311,-9.493592991,-6.823125358,-1.246610814,-2.288779237,-6.845539945,-5.230660975,-6.901127692,-3.892259572,-4.037371593,-6.065191853,-8.836022173,-11.37615691,-4.604641532,-5.240019751,-9.181954175,-1.079296159,-7.45355256,-5.933090362,-10.68357744,-8.510177439,-4.864512244,-9.807239247,-11.13138756,-10.7622308,-6.596166332,-4.243629886,-10.22670894,-7.765901839,-4.574930765,-9.337281462,-3.410870104,-7.491959452,-4.837364578,-3.336711583,-17.93916761,-11.93795261,-6.337222379,-9.615984829,-7.071689249,-7.034789302
6039,2,6.950206114,0.119854364,-2.356423224,3.217940869,1.903253904,8.233932823,3.513230387,6.188023451,6.104883841,7.785261533,3.111811351,-4.362820803,0.366433049,12.43410881,-1.954413221,-0.847222716,2.311617798,3.803101879,11.29591767,-4.652957238,1.043163909,-0.767917245,4.500846284,-0.472936311,8.770933792,8.913225831,-1.246610814,-6.009178613,6.899105142,7.488279052,-1.437029926,4.993669709,3.890158313,7.611335711,8.12350461,6.670370657,3.561781768,3.071920797,-4.568189222,4.348899373,3.393669491,3.061826957,3.327951427,9.486016011,3.851634405,5.851788317,8.356142344,5.276963173,1.489519231,0.57890002,1.796937707,1.516371522,-3.631418394,8.932245321,-1.193340198,-2.021371827,-6.743363016,-2.405868281,0.165359172,1.405069755,4.335055966,9.282543516,-0.31277193,3.574737481
6268,2,6.71191827,-4.05332123,-2.356423224,-2.968252581,9.321632726,-1.101641158,-5.406533004,-0.020168834,-2.690926748,2.621005153,-3.793810075,2.851909209,-4.123409213,-5.000417971,-1.954413221,-3.47039831,-2.678145594,1.547291291,3.840963158,10.1382817,-3.866520613,4.558248568,-4.593917107,-0.472936311,-1.564640188,0.158811713,-0.952658011,5.357145872,-5.073563544,-4.855358066,-3.201173848,-0.931532589,2.838537136,-2.526738269,5.071883433,-7.147179725,-1.183515174,-4.342065386,-12.89399981,1.623944862,-6.664370814,-3.378726871,-3.339638286,10.63772817,-0.867081478,-0.109309262,-4.404431637,-0.698959873,5.214406981,4.892278843,4.060721824,-0.609979459,-0.824140154,-3.661312927,-10.66496138,-3.734025984,4.755589787,2.862893196,8.918737995,3.806982252,6.684684789,9.080922338,0.970255364,2.253116304
6725,2,-1.415987336,0.091201309,-2.356423224,-0.939324644,0.66051093,-1.377202056,-5.406533004,1.226770268,-3.364879551,6.955851892,4.23026021,-0.683735127,-3.867814609,2.857973934,1.378978684,4.220790896,-2.678145594,2.346730392,7.123174695,0.822637365,-3.866520613,-0.114288732,4.324474797,-0.472936311,3.438190818,7.954730515,1.12678109,0.457534911,-2.008843993,2.644862605,-9.10732935,1.398926735,-1.252584661,1.746896785,9.930761636,4.850127683,3.726944151,1.201837683,-4.124560709,-3.069438204,-0.980524888,-9.160532351,-1.231458214,8.656606371,-3.962118778,1.222349391,-12.86338444,4.484220199,1.249951851,-1.003842954,-2.336815476,-5.669306195,-0.438767696,7.499502347,-14.51286698,-0.484367812,0.090028888,-4.448449272,-2.467383802,-1.942124625,0.013117039,6.639800542,-2.018417714,-0.298005493
6814,2,7.709020641,6.911686747,4.131918087,5.326755397,3.827068431,11.69274735,16.76680831,9.271719674,6.934291104,7.70407606,9.660531235,3.199564477,8.774932098,13.73792334,7.18392809,8.954609667,2.831025061,5.366679798,10.02806553,9.065384072,4.265154031,4.333160674,7.414424203,-0.472936311,8.03974832,7.971882619,1.397559841,8.187162698,9.582801365,7.993681376,9.82821466,2.354484237,5.59897284,7.517650239,9.178985804,6.416685184,6.566501652,2.235932903,9.055388697,4.9377139,0.302721113,3.128783935,2.706765954,9.068163872,5.162830628,7.385602844,6.959956871,6.374111034,6.048176019,4.027714548,5.87813393,6.69510718,2.521885349,10.35105985,9.685474329,5.666048278,6.309978294,-2.568206553,5.639173699,4.044955508,4.905120493,8.061358043,-0.007483213,1.133552009
7109,1,-1.415987336,-4.05332123,-2.356423224,-2.968252581,-2.888467706,6.475016387,-5.406533004,-3.939121637,-3.364879551,-7.360931918,-1.722688006,-4.484126281,-3.641539097,-5.000417971,-1.954413221,-3.47039831,0.94465958,-3.508856339,6.098667899,-4.652957238,-3.38798383,-1.61127805,-4.593917107,-0.472936311,-1.720787817,2.480614874,-1.246610814,-2.210056543,-6.845539945,-5.148521427,-3.045654811,-1.109368796,1.706241877,-5.871788485,-3.270818724,3.707551634,-1.04447345,5.3436571,-6.69014744,-1.930220512,4.091414273,3.521477095,3.520701657,-2.288307323,1.576197078,-2.122433293,-5.635579266,2.438046737,3.39357494,6.934983584,1.27650038,2.062172767,1.606903133,-3.465411346,6.792743366,3.567191688,6.307247331,1.523761298,5.186442736,-1.389185464,-5.931665644,-4.094178094,2.610000278,-4.669178955
8064,2,-1.415987336,3.417281257,0.387512597,0.897704633,2.327662941,7.72334186,11.40240282,0.722846274,4.057088359,8.536337236,6.108125745,-5.484684457,3.709214668,8.02351785,2.3345226,6.48353751,-2.678145594,2.042274308,8.943660039,4.192999975,2.507415208,-2.001696682,3.800018713,-0.472936311,4.02534283,7.402831856,-1.246610814,6.354757208,9.078395875,8.138619916,8.282142503,3.642078747,5.16456735,6.058244749,9.357913647,7.872279694,4.582096162,4.371250964,7.485983207,4.749975076,4.781196721,3.714472379,5.379027131,6.050425049,5.179941183,8.818697354,4.900551381,6.648038877,5.420437196,5.463309057,8.64872844,6.607368356,5.67873857,6.169987692,9.701068839,8.840843572,8.605572804,3.618580005,10.93976821,7.175990566,9.425715003,6.811952553,3.283873492,4.989146518
