,K1,K14,K15,K2,K3,K4,K5,K7,LANA,Orf10,Orf11,Orf16,Orf17,Orf18,Orf20,Orf21,Orf22,Orf23,Orf24,Orf25,Orf26,Orf27,Orf29,Orf30,Orf32,Orf34,Orf36,Orf37,Orf39,Orf4,Orf40,Orf42,Orf43,Orf44,Orf45,Orf46,Orf47,Orf48,Orf49,Orf50,Orf52,Orf54,Orf55,Orf56,Orf57,Orf58,Orf59,Orf6,Orf60,Orf61,Orf62,Orf63,Orf65,Orf66,Orf67,Orf68,Orf69,Orf7,Orf70,Orf8,Orf9,vIRF1,vIRF2,vIRF4
Orf26,0.23952406486789848,0.3245509150800325,0.26233734074473103,0.6801342796613521,0.4831239203024566,0.55459363708537,0.5134221121103136,0.6541488771513528,0.4802898408258012,0.7165050437328779,0.6193392459146614,0.5281914916224782,0.588298159349284,0.25394069984361756,0.511949254284697,0.37706321149332706,0.605384432756578,0.578762248458149,0.40577589160192723,0.47885290082508464,1.0,0.6160936741598888,0.43170453310122814,0.6108947814192348,0.6836345851650165,0.6127823447844113,0.28903758584419903,0.48971298734225904,0.5729124013201693,0.39088828839583606,0.3757910537985733,0.6238034084330323,0.41697551501960567,0.6941121248168729,0.4251929630172119,0.44224124813357757,0.4139984743214072,0.5309371123703411,0.4553348172512041,0.40204464802722906,0.5896343523801313,0.22744372744545074,0.3382861301001281,0.32319809304029257,0.46603541930097864,0.6144249425918539,0.5579113333956471,0.6240261186655993,0.49331438390506355,0.4961341352437434,0.6261690030452812,0.23909846295962978,0.5009678196370376,0.4511739706344035,0.4694016558535133,0.09363882381010918,0.39420938453029275,0.5689308113800926,0.4925487935582384,0.5344546366994974,0.47753541964942303,0.4794179528698051,0.37598263785664016,0.5078199838635504
Orf27,0.38554630932425327,0.6365566563479121,0.2036046240206361,0.745992337792239,0.7091845934592106,0.7555067417946806,0.5897229855315772,0.7963890236550059,0.5017623628994426,0.8732934829588569,0.7571161855701997,0.6371716003646216,0.6518177663955846,0.47306676367980016,0.7862068146754694,0.1948809931533815,0.6028558485440141,0.7806129954230244,0.5910213173736235,0.7382829313805669,0.6160936741598888,1.0,0.6433030006594641,0.7646035471196263,0.6786958481736609,0.605588797862901,0.3332029211415799,0.6585449820378041,0.680611190312064,0.6827025375920075,0.588773253654776,0.5947705463045496,0.7176037030996194,0.7271600301540434,0.6980081790043762,0.4904685488192921,0.6484188703449936,0.6160161492469823,0.6374980685552061,0.4728051461818088,0.5454409355067635,0.3127366547456792,0.3523067482358005,0.3360120656513474,0.46804178511122646,0.7548752402807553,0.6688478701404257,0.8168689381781277,0.6343513521777201,0.6423989962232027,0.6703806669182295,0.3834182227889671,0.5444565567028815,0.6017587296419872,0.5932437438034571,0.04907393400042572,0.4760966013029781,0.658623829890111,0.705042743647326,0.7755353543365291,0.8186447624932828,0.5395834385637069,0.393851375898353,0.7132242864972779
Orf29,0.21260578115044068,0.5818152500723713,0.22231555253999202,0.6499691115475991,0.5599999867405279,0.5252239868671429,0.5951815631153854,0.590046072330805,0.48188801313100776,0.6644211285890014,0.6187841636540787,0.7665589375921373,0.722870204019355,0.07765117871693492,0.6280049049836703,0.346108728163004,0.5335921025581839,0.6149663950886572,0.7500852856715117,0.6877186378972051,0.43170453310122814,0.6433030006594641,1.0,0.5970011888446548,0.8402783707129803,0.5880368912125838,0.1887338787961298,0.5945804883634463,0.7441643583104635,0.5991801721098808,0.7089668580812152,0.6551079508923029,0.5851949743524023,0.6735588953446877,0.5633440400290803,0.3281395068645459,0.5050873893433838,0.45339145326595237,0.38334950142308744,0.42944445630686306,0.3560037014438727,0.44546940823810693,0.16926461002226104,0.2801766820942809,0.34403563117523717,0.5544943298985818,0.5627551043167563,0.6224106709188852,0.5450968926085273,0.669262099511443,0.5766553079669677,0.37241067834234115,0.491973849634969,0.48336086512447196,0.682173000509073,0.10716617793923858,0.5285770398273975,0.6030839653919725,0.582239424477356,0.6284097428003659,0.6665075864882797,0.5093683767717709,0.2862187645995478,0.6054460998037915
Orf30,0.28046406065756374,0.5898956390743181,0.19160993770804005,0.6588982240125104,0.8076817730398457,0.7104003674763236,0.5636461191398721,0.6803029947678652,0.48848287590340017,0.7910285492730064,0.6307261910108312,0.7288699792535728,0.7336605286821092,0.522609609631989,0.706025676729905,0.2714025082035345,0.6366890129964358,0.7532628505458059,0.7291156409202262,0.8355893200056678,0.6108947814192348,0.7646035471196263,0.5970011888446548,1.0,0.6968256303816724,0.759736726461171,0.5374295913579009,0.6287118913162474,0.5859868309015407,0.4651163194897848,0.4936348699045522,0.6396199159092985,0.6876376251477994,0.7455006222806233,0.5720276747458606,0.3980491788870239,0.6458342541424787,0.5925374505536878,0.4721431188878807,0.54078668796947,0.5320789730213655,0.30213969300852694,0.29609316692707455,0.3504817887601879,0.5164625755834877,0.6429240492884158,0.5274195167841754,0.7061724050594937,0.524204186223493,0.6345867641027625,0.6625397647253827,0.3012391610403112,0.5609208514256525,0.5422164533287327,0.6930757605830138,0.058906276119927097,0.4237058700742252,0.6193705462950737,0.744046174696432,0.5619983189264586,0.6692983686614834,0.5674548352268685,0.3237547717138815,0.6429135849423424
Orf32,0.24540183673882393,0.5464108782952837,0.29019289678035676,0.7606638399986982,0.5569397443944453,0.5567784414144074,0.6571684054231272,0.6831934502709688,0.5890447674108064,0.7467643052359535,0.7076693917009497,0.678501459035885,0.7396864597532034,0.2310859021133015,0.5770101068312816,0.5484429650663315,0.6460356756456271,0.640412764797158,0.7199932664978118,0.7090537686701072,0.6836345851650165,0.6786958481736609,0.8402783707129803,0.6968256303816724,1.0,0.6896386519274146,0.30073371743926336,0.6755074238598862,0.7242367451836353,0.5833164034773052,0.6836919087209617,0.6611920782579849,0.6071848525423699,0.7353681351471044,0.5944598314598414,0.4012466752501179,0.4793820461188911,0.5087996827744878,0.44565106816408473,0.43761355928423196,0.4321701549602023,0.40282358841147053,0.2095838795553754,0.3279509361625822,0.4588471155508295,0.6188858554879129,0.5527277646284322,0.6873242648147538,0.5513139424701865,0.6680772492481294,0.6205281973092066,0.3309638955033304,0.46350050058894765,0.4619469401476647,0.6715724083045739,0.16491685490139227,0.5750975675819726,0.7022715132945598,0.591529348201976,0.6007489617134697,0.6608419239315083,0.527843496911099,0.32906528124759205,0.58404828602771
Orf34,0.31135590920551226,0.5747099616694078,0.2538448688155445,0.7427278261289703,0.6958518719660166,0.612434020773847,0.5265600419607726,0.6614681078938083,0.5998794198647833,0.8057438535868932,0.675233844204667,0.7864302084224922,0.8350050479233543,0.3348174068316586,0.713916133787368,0.3142878292143799,0.6584042036614012,0.8185928229666962,0.6322970568130806,0.764103316084966,0.6127823447844113,0.605588797862901,0.5880368912125838,0.759736726461171,0.6896386519274146,1.0,0.37956415018949397,0.7427421357996272,0.4666706406164562,0.6333310789958256,0.561511585851986,0.7151271498728384,0.7207738790513991,0.6940547787878967,0.6159463756231502,0.345018914594419,0.6627680289545524,0.7194914664592335,0.5536178463272606,0.5992398515370571,0.49113072003314123,0.41300698646943035,0.34534822028988654,0.28457583238820827,0.5775466377993328,0.7363458250796497,0.5987317062142637,0.7140910996718672,0.547468036845332,0.6478631040855373,0.6023905857498755,0.31397007043133274,0.456023970676956,0.5473703769399275,0.7066414767808492,0.03720510729408744,0.5329623270634192,0.8073919979386681,0.5146004799919311,0.7200981324324628,0.6966093775491302,0.6058977960347534,0.26831710931058483,0.6729771404198472
Orf36,0.07334476775852135,0.2531868948224181,0.13394688710827982,0.36430260146351084,0.4883115213771754,0.4618748560563292,0.305230724479871,0.3663991034558076,0.2342757533014437,0.3752110798764345,0.28114149886673784,0.2118533896406067,0.43559189612920063,0.0149648547526596,0.1513226603313674,0.15924635134127707,0.12997358160885406,0.21966413124567097,0.15520365987779408,0.2775892620834102,0.28903758584419903,0.3332029211415799,0.1887338787961298,0.5374295913579009,0.30073371743926336,0.37956415018949397,1.0,0.42653554706305025,0.37558880570899544,0.05805259307420928,0.0022564473970298473,0.1609658104216962,0.2388784071849343,0.3050493828311175,0.3178607308348675,0.012938254814882809,0.23722264481651456,0.21980424822119754,0.02986090950255565,0.28980479886763044,0.1757316596139742,-0.22529694468581934,0.021744482285288205,-0.04428457445670117,0.28596098259769165,0.3038629763457624,0.17967002275293376,0.319296867617425,0.2683249346647998,0.29646737701519166,0.15342239474860972,-0.11930109485826217,0.2579007960104233,0.1613177799375351,0.32029110054671356,-0.15054403300931274,0.1948436605611487,0.08405602408285168,0.5468780613259406,0.22059698100566622,0.2814904901785484,0.08300171577834052,-0.08919616212722634,0.2625609116063907
Orf37,0.2202666910436954,0.5875211822279627,0.3117787878694573,0.8271961974243237,0.7269161110800655,0.6662424788307875,0.534771831774862,0.7922983302723777,0.6406827583275421,0.7351965528800963,0.7764500021824934,0.6427738951960688,0.7355277830464207,0.17759018846248392,0.5515377794862136,0.2709505734702083,0.5347016509881166,0.6605470040494338,0.5652478211676607,0.6284262847174241,0.48971298734225904,0.6585449820378041,0.5945804883634463,0.6287118913162474,0.6755074238598862,0.7427421357996272,0.42653554706305025,1.0,0.5993235764400866,0.6285903160871007,0.46058050438841835,0.621900727256485,0.6747362980981896,0.6611249097005001,0.7764180697714503,0.3772460017481408,0.6568840875753299,0.7016114999033229,0.49400517007873634,0.5957233815359682,0.3768339247908632,0.34005695199498753,0.3866125723021217,0.34458230213736624,0.5551929741878077,0.7668404923061595,0.6161615189752094,0.7382194209813504,0.6814881988461186,0.7390612462394403,0.5976256701708352,0.36521047517083055,0.5410747679086438,0.5789233620166678,0.5834153797196228,0.005176028212118104,0.6338667470807178,0.6440294863629747,0.6360116024216352,0.6983588604859237,0.6935363529755704,0.5637063056164526,0.31917161141642203,0.7149732191439263
Orf39,-0.10439810325133256,0.4105250489603996,0.25573385160392026,0.6087185781236756,0.6057039275604015,0.6032903246052158,0.4318916190235375,0.6009425206297825,0.3699206065727547,0.6766168868684754,0.5419084723886609,0.608438244624015,0.6085665924732604,0.028823759942039177,0.5493500739402969,0.2908731352794657,0.4826156147773262,0.5561516946958047,0.6475550918334876,0.5992626716511417,0.5729124013201693,0.680611190312064,0.7441643583104635,0.5859868309015407,0.7242367451836353,0.4666706406164562,0.37558880570899544,0.5993235764400866,1.0,0.43172714274948815,0.4725109768071343,0.5964043068543687,0.5559058287301158,0.6134362010962204,0.5785649826896131,0.2755974090484396,0.4182626125300835,0.4768300257380383,0.3473398524632991,0.48152712927669744,0.4821010524907869,0.28700773146871605,0.30412907715186277,0.3132728840392785,0.39469581114740593,0.554215064177063,0.4352710483907143,0.5427610197274946,0.5354995155969585,0.5653656081868335,0.5477673051223194,0.31130015778182035,0.49500855885199674,0.4287467962510574,0.44902971567244043,0.0853560165558945,0.41825731546431955,0.4487206075449239,0.6851198462738788,0.5254288855363468,0.4809222119234798,0.4301042961157855,0.3167656087861513,0.541710831307419
Orf4,0.3408315141995608,0.6596272023327348,0.30550215169905237,0.7148263493240596,0.4584714448503522,0.48037972486719027,0.566657226771489,0.7310525561319539,0.6781982234717793,0.7413507670721825,0.6877704460741797,0.7053092748499972,0.5899739867187143,0.36748991788681473,0.7028753599073513,0.027957149630950376,0.5158084840672121,0.7250157156037248,0.5099234065627624,0.5685067227830836,0.39088828839583606,0.6827025375920075,0.5991801721098808,0.4651163194897848,0.5833164034773052,0.6333310789958256,0.05805259307420928,0.6285903160871007,0.43172714274948815,1.0,0.727249169602673,0.5694702549548822,0.6563344519064062,0.6543872409949263,0.7347438368075684,0.30198542195085,0.5466480652444454,0.6254113530918453,0.6363544568576518,0.4936198772702927,0.3952749874840695,0.5247229722200043,0.37975351443202854,0.3922715503643782,0.474937221264003,0.62464191441135,0.47534231369032987,0.7402261622548355,0.4838266651409359,0.5732854393373571,0.5729257153204116,0.4406556276971523,0.37628228996160507,0.5354507219815889,0.5424080391206884,0.16811777884977805,0.6029605704856633,0.80182383616826,0.3416061099560058,0.808616976433681,0.7481344722067761,0.4783427233440735,0.39820032341075845,0.560197165394747
Orf40,0.21911374339171585,0.6877145372894846,0.4017026989284283,0.5749435622006456,0.4147369637152504,0.3376003440336984,0.48606602831669443,0.5564880910242888,0.6208458591556516,0.5788376697720379,0.576479371924118,0.7260351243229197,0.5271273428096875,0.21653587987168169,0.6280773490170809,0.2370868536502879,0.5173308912607669,0.6366285024987882,0.6540612238030453,0.5963316917099973,0.3757910537985733,0.588773253654776,0.7089668580812152,0.4936348699045522,0.6836919087209617,0.561511585851986,0.0022564473970298473,0.46058050438841835,0.4725109768071343,0.727249169602673,1.0,0.6356077688259351,0.7231778209950492,0.7974828264527465,0.5724252935372426,0.42242812697561144,0.386451615153113,0.5069868679137577,0.549985616299545,0.49506645788102904,0.4825905340260269,0.6050868851967781,0.39461431827048815,0.46636358979747217,0.49744476472644056,0.5476127421660062,0.470684710452564,0.5673029001399698,0.5693982763194054,0.6367247684282952,0.6048620666976579,0.5400835357164849,0.4572966783725302,0.5837544145053467,0.6693423250086061,0.46420176871118557,0.6481424183480052,0.7075320010382986,0.3180495017741302,0.5704289402628381,0.5249498121484927,0.6233509596978636,0.4688129369419649,0.5092284493445853
Orf42,0.20937484678341736,0.7033660750278808,0.5399229454498067,0.6644374446631799,0.5439934283492243,0.4899893144084371,0.3920477031297556,0.5690646894889453,0.673766708790938,0.7130397282164957,0.6435451552257951,0.7869568825600761,0.6882965502705013,0.2242211144821217,0.627400644597501,0.20452326231858264,0.6309363722952979,0.7810733620868734,0.6476900865979104,0.6408920414905115,0.6238034084330323,0.5947705463045496,0.6551079508923029,0.6396199159092985,0.6611920782579849,0.7151271498728384,0.1609658104216962,0.621900727256485,0.5964043068543687,0.5694702549548822,0.6356077688259351,1.0,0.8099362910097772,0.8356221551321296,0.6856277847009504,0.6425772148456899,0.7367760725981942,0.733762149196366,0.6335778562069572,0.7105603914592908,0.7211198171608066,0.6551170872281673,0.5878762244992893,0.5925605081723365,0.6473847349521467,0.6963976906258785,0.6515274153282499,0.6279403278782258,0.5871903981963256,0.8095633315498064,0.7251740189521527,0.5807321597125994,0.7142739925218579,0.7398347777132867,0.6410987416056171,0.3676348259309584,0.6639589419433453,0.6675210130772019,0.45211346479900094,0.5972439138219438,0.5322892678308272,0.8310287882306812,0.5886743670112177,0.778850755594864
Orf43,0.2858195705342172,0.7361252156865223,0.48807870757210553,0.6878226512043378,0.5938543355296623,0.5756623979938224,0.36180518940817746,0.5907849774125685,0.6081475457542189,0.7495284963147048,0.5772046677722628,0.7321140234802234,0.6550935951077442,0.3224804546574647,0.7153324456413959,0.08353037677325673,0.5575963893471008,0.8232426625124625,0.642482066878718,0.7169942828742341,0.41697551501960567,0.7176037030996194,0.5851949743524023,0.6876376251477994,0.6071848525423699,0.7207738790513991,0.2388784071849343,0.6747362980981896,0.5559058287301158,0.6563344519064062,0.7231778209950492,0.8099362910097772,1.0,0.808368448902135,0.7846769889193654,0.5846237595432162,0.7167004128574916,0.7633247676945067,0.6977601768240579,0.7444962221776767,0.6610289079048106,0.653726250859569,0.6179660159585726,0.6324826989308847,0.6803811774099204,0.7210262710498331,0.6093186127510598,0.6723665061372395,0.650364303546371,0.8088948531568265,0.7163959111650234,0.6026814859710499,0.6422466810733355,0.7190645668732236,0.6685272981598498,0.4015322213537867,0.6852564164354749,0.7457377633858238,0.5364771611942568,0.6696427760075653,0.6341178142079738,0.7899682136683139,0.5737409276262423,0.780192055472684
Orf44,0.2538045393370766,0.7344360636648553,0.5068224477266041,0.7617417409021189,0.6507167249641174,0.65017365392332,0.5093830008614793,0.7528813567980732,0.7414966912939699,0.7529686999586204,0.6793574278429731,0.8103370499857736,0.6862105772375361,0.2989913827193838,0.7048118115607966,0.26644348384373784,0.7102046320104557,0.7458510875326418,0.6775125095733117,0.7047307282875952,0.6941121248168729,0.7271600301540434,0.6735588953446877,0.7455006222806233,0.7353681351471044,0.6940547787878967,0.3050493828311175,0.6611249097005001,0.6134362010962204,0.6543872409949263,0.7974828264527465,0.8356221551321296,0.808368448902135,1.0,0.7285025562976812,0.5425435078501648,0.6306638099701499,0.7077919828413693,0.6636608448190461,0.6455008373424879,0.736428318745192,0.5683577923555049,0.5767258440918736,0.6319618172146074,0.7013352745959286,0.741510333470468,0.654870521396404,0.7056580019756702,0.7005894107313121,0.7942629790663034,0.8138721358601306,0.5793924412927842,0.7481941192930855,0.7675187067688898,0.7154192309270453,0.3891461098113757,0.7161447547943428,0.6932111583254034,0.6295263207119531,0.6148623890233147,0.5862310546504291,0.7739924884574587,0.6365248469232941,0.7369615974238679
Orf45,0.16892197339804177,0.6963921019727086,0.6059116084003853,0.762315681288438,0.5602198636595042,0.5449739699607856,0.36964868826888114,0.7741035398979997,0.729484720232299,0.7582611172709187,0.631100630067991,0.642740806276382,0.5964926629251079,0.27498940467393074,0.5791903897409875,0.07894532476443249,0.496539695818531,0.6702518541551241,0.506371834799353,0.5360719265237162,0.4251929630172119,0.6980081790043762,0.5633440400290803,0.5720276747458606,0.5944598314598414,0.6159463756231502,0.3178607308348675,0.7764180697714503,0.5785649826896131,0.7347438368075684,0.5724252935372426,0.6856277847009504,0.7846769889193654,0.7285025562976812,1.0,0.5494886779123611,0.7324086717993644,0.7905214789261791,0.6372611975613234,0.7378362718210775,0.5854043732269273,0.5468637751421952,0.6700377400117006,0.6021317959713444,0.6874822888531278,0.7489793501468025,0.6160663319174637,0.7412186050977502,0.6959322913159771,0.7208905712532223,0.7274724906796217,0.5886272712710374,0.711289961536039,0.7168414050207649,0.5769389565830626,0.2329310620363333,0.7562445459970197,0.6617708656040854,0.4994340622453108,0.6865019542464693,0.6688857130984772,0.6715756323694335,0.4314445382198037,0.784463210471063
Orf46,0.3029044142179864,0.485054309864194,0.5838959769928359,0.505006359658859,0.2608363685626281,0.23965569412178608,0.3046367695217604,0.41044874073028736,0.558393758069479,0.5379368486791225,0.5038745422712451,0.3497982192495713,0.31470369807746007,0.31828043990763316,0.3896813160140595,0.19372831932856516,0.3435027999683708,0.47443344388781855,0.29113497179117054,0.3374295904612727,0.44224124813357757,0.4904685488192921,0.3281395068645459,0.3980491788870239,0.4012466752501179,0.345018914594419,0.012938254814882809,0.3772460017481408,0.2755974090484396,0.30198542195085,0.42242812697561144,0.6425772148456899,0.5846237595432162,0.5425435078501648,0.5494886779123611,1.0,0.6105262931928596,0.5497912877726131,0.5122004920663291,0.633600623505686,0.6697626965990059,0.4058412888629792,0.6303807680853797,0.5749640173243864,0.4604322245426836,0.6190374163898241,0.6728007845441379,0.5627099658382915,0.5378391563690363,0.6234208600045075,0.6622473849433638,0.5507516777739884,0.5663308446486176,0.5930659068143999,0.46981205129987275,0.4099508518285825,0.6462152265390576,0.4483463128598329,0.21388322059149623,0.46542086942135047,0.43331883730147336,0.6547530617088878,0.32644715368552674,0.6513972175812563
Orf47,0.3438923491810007,0.6285792324436438,0.5126144304098351,0.6320603995270748,0.6390361418320162,0.6199623833878519,0.2800776610230263,0.5806828934726113,0.6535774610896907,0.7228889410628292,0.6068541357498946,0.6199419879347787,0.5461556876517214,0.40917320283596115,0.6362697028509101,0.09536350192224924,0.6057332697888141,0.7509070005247043,0.4581047709312277,0.6457787686008579,0.4139984743214072,0.6484188703449936,0.5050873893433838,0.6458342541424787,0.4793820461188911,0.6627680289545524,0.23722264481651456,0.6568840875753299,0.4182626125300835,0.5466480652444454,0.386451615153113,0.7367760725981942,0.7167004128574916,0.6306638099701499,0.7324086717993644,0.6105262931928596,1.0,0.8067500381827737,0.7707354446346941,0.6933230159292004,0.6645773270165048,0.5783957942466191,0.6295669164963471,0.5663072068079077,0.5896967450161492,0.7459081638663715,0.7717586088598914,0.7218984936820539,0.6365952628663666,0.7754359312344398,0.7517022136497753,0.5960769141353288,0.6799160598961143,0.7813664884427923,0.6669079755140735,0.18045970544641296,0.6339288198375818,0.5891447088785432,0.529544192287764,0.6806406975255074,0.7249706953843112,0.7155948188243371,0.41742684205161834,0.8903367853995023
Orf48,0.2472821290730336,0.6652501516108632,0.6853056650212171,0.6994682356678533,0.5957634797764598,0.5717682461573139,0.2955168494458023,0.689377321637995,0.7540738681481408,0.76471731614643,0.6448755383112627,0.6266901727257025,0.557163808441212,0.3136920172860893,0.6317907455919967,-0.04654759767006608,0.5956498795861539,0.7209293136529951,0.45820757809235685,0.6208435304982642,0.5309371123703411,0.6160161492469823,0.45339145326595237,0.5925374505536878,0.5087996827744878,0.7194914664592335,0.21980424822119754,0.7016114999033229,0.4768300257380383,0.6254113530918453,0.5069868679137577,0.733762149196366,0.7633247676945067,0.7077919828413693,0.7905214789261791,0.5497912877726131,0.8067500381827737,1.0,0.8620991491112118,0.8328566562645414,0.7746413973734497,0.6755525316690223,0.7798985545261008,0.7248338776167154,0.8204634397390255,0.8395088336321296,0.7703837268161499,0.7700001894521488,0.7516173296987352,0.8092039694970985,0.8191999506151393,0.7211226951779959,0.6283279104218286,0.8314446302313016,0.7022980463358756,0.41411439025693814,0.8099053795041781,0.7347290456750114,0.5020802412415314,0.742680448144412,0.6757943984899623,0.788249509575806,0.496811372672777,0.838537574096131
Orf49,0.39123348360268845,0.6429733148984277,0.6013011973497145,0.5459797828567156,0.5140089216778324,0.5600436861653553,0.2711452290798728,0.5724947215487668,0.685391232066895,0.6565270610912696,0.5991920118899414,0.4997012857956368,0.39755512200670856,0.43981236916529626,0.6603000657429609,0.003375963718570738,0.6192423850595481,0.7026707763771698,0.3953187334633448,0.6049448859633892,0.4553348172512041,0.6374980685552061,0.38334950142308744,0.4721431188878807,0.44565106816408473,0.5536178463272606,0.02986090950255565,0.49400517007873634,0.3473398524632991,0.6363544568576518,0.549985616299545,0.6335778562069572,0.6977601768240579,0.6636608448190461,0.6372611975613234,0.5122004920663291,0.7707354446346941,0.8620991491112118,1.0,0.6080447726960666,0.7812036465811114,0.6926269147338222,0.7134669029719874,0.699289135683044,0.7037147176297133,0.7249331397643834,0.7333670627767183,0.6967675236715257,0.6338855188172511,0.7127514093612362,0.766043896813748,0.7252529913854401,0.49773467601838106,0.7816675188758136,0.6043049066416881,0.47518525422699903,0.6890913342108858,0.6892852111080557,0.45461363153135464,0.6597938581793902,0.6576472268226115,0.6923313892506354,0.6112813513951907,0.738802299939368
Orf50,0.1172646511152281,0.6308666278260289,0.6848283097807081,0.5669608200642995,0.5214103778354272,0.4488392872341037,0.2964545341456812,0.5504325805611366,0.6954452598968831,0.6523982526754017,0.510227309548029,0.6037900545967118,0.524100239486226,0.15772356233543033,0.5171787085571733,-0.046421509358525424,0.45667387746382065,0.6177683205708108,0.43361401809713407,0.524623870332407,0.40204464802722906,0.4728051461818088,0.42944445630686306,0.54078668796947,0.43761355928423196,0.5992398515370571,0.28980479886763044,0.5957233815359682,0.48152712927669744,0.4936198772702927,0.49506645788102904,0.7105603914592908,0.7444962221776767,0.6455008373424879,0.7378362718210775,0.633600623505686,0.6933230159292004,0.8328566562645414,0.6080447726960666,1.0,0.6660661806181334,0.6153022475408736,0.7948565776365093,0.7081382532200479,0.7664320593571149,0.7403398132893132,0.6796223508788708,0.6863292294268353,0.6909441145304652,0.7975401107745747,0.7661222936864582,0.6719256750647201,0.672735320582638,0.7707133875454271,0.7082410934054371,0.4372315012303839,0.7976479614894587,0.6079577948488534,0.41061460462185506,0.6140964049923261,0.514674048311445,0.8200871870111088,0.36800652887023305,0.7893036521619112
Orf52,0.13067696321056477,0.5255107683954465,0.6962829547463882,0.563969130665421,0.4628317193401422,0.48704719986816675,0.20417439662394996,0.45876786527445546,0.642935849603306,0.6050507559187284,0.43264534641474034,0.4832551767771562,0.35515847776048104,0.30565857082031656,0.5241974297819761,0.13486964407556354,0.6090715953344904,0.5436149539175255,0.3876237641561539,0.5114444945897176,0.5896343523801313,0.5454409355067635,0.3560037014438727,0.5320789730213655,0.4321701549602023,0.49113072003314123,0.1757316596139742,0.3768339247908632,0.4821010524907869,0.3952749874840695,0.4825905340260269,0.7211198171608066,0.6610289079048106,0.736428318745192,0.5854043732269273,0.6697626965990059,0.6645773270165048,0.7746413973734497,0.7812036465811114,0.6660661806181334,1.0,0.596202680562718,0.7753531065466089,0.7654887087288689,0.7181208567941387,0.6853968511332066,0.6927928339528703,0.532344325701613,0.6269671970021186,0.681405774884275,0.8038859941802051,0.7112046420142251,0.6481973447883573,0.7653184409367227,0.5542785946047852,0.5781487618689203,0.7011236583583667,0.47286164188663277,0.48612528727858495,0.5103546350012405,0.42780014211255296,0.7207962285892044,0.5734678236057662,0.7240243995921928
Orf54,0.1408616800517653,0.5762077789303499,0.5963692176839436,0.4027904387314975,0.27542658642192797,0.21989297343291317,0.15257508959129984,0.2511040644513977,0.5318263125712221,0.35409742284974677,0.33014904888940105,0.5581633154958773,0.28495995352503245,0.22911932047401848,0.4101158058577445,-0.03598249449687393,0.5065141833912178,0.5243145937123331,0.4090578795558191,0.3867195374610077,0.22744372744545074,0.3127366547456792,0.44546940823810693,0.30213969300852694,0.40282358841147053,0.41300698646943035,-0.22529694468581934,0.34005695199498753,0.28700773146871605,0.5247229722200043,0.6050868851967781,0.6551170872281673,0.653726250859569,0.5683577923555049,0.5468637751421952,0.4058412888629792,0.5783957942466191,0.6755525316690223,0.6926269147338222,0.6153022475408736,0.596202680562718,1.0,0.6557513721021708,0.7781923219974385,0.6591539241505285,0.45553177569529274,0.4937276669140904,0.3767839953268972,0.5822384184784352,0.681402988813976,0.7152195069888369,0.7487427329692524,0.5140841331243892,0.669948777504037,0.543221961642529,0.6827081341473862,0.6499451375028409,0.5241124057516257,0.13755300557490877,0.47930320029380896,0.39601127119085494,0.7840326446390439,0.6166130531176649,0.6351997262936451
Orf55,0.06458509519220273,0.5308192676324137,0.7990496482788728,0.4212401273986329,0.29754031769672545,0.26452686039754303,0.06652314465688186,0.4335952710361305,0.702288213677144,0.43553882814954736,0.3557893806667377,0.34863702503888666,0.20470625107987142,0.2212046578478211,0.3670122559519197,-0.11083670349081853,0.3211718344743384,0.44879248871508226,0.19243065939491022,0.2722942385717765,0.3382861301001281,0.3523067482358005,0.16926461002226104,0.29609316692707455,0.2095838795553754,0.34534822028988654,0.021744482285288205,0.3866125723021217,0.30412907715186277,0.37975351443202854,0.39461431827048815,0.5878762244992893,0.6179660159585726,0.5767258440918736,0.6700377400117006,0.6303807680853797,0.6295669164963471,0.7798985545261008,0.7134669029719874,0.7948565776365093,0.7753531065466089,0.6557513721021708,1.0,0.8135456972255968,0.8180750087807312,0.6569265764666302,0.6033434217866154,0.47935410170547355,0.6764817692377858,0.6393412875001561,0.7501257147517149,0.7741390585684383,0.5951775654140551,0.7471564453428557,0.4436612453605159,0.5919609802107727,0.755823284304189,0.4685163201790409,0.21121612310778343,0.4126548076851747,0.30665720336745517,0.7441871530115033,0.5819422206602298,0.664088127618356
