sample	orf	position	180.00	220.00	225.00	316.00	541.00	1167.00	1338.00	1347.00	1367.00	1461.00	1835.00	3392.00	3450.00	3588.00	4337.00	4647.00	4750.00	4983.00	5030.00	5098.00	5130.00	5267.00	5386.00	5557.00	5720.00	6039.00	6268.00	6725.00	6814.00	7109.00	8064.00	8670.00	9161.00	9401.00	9926.00	9953.00
K4_21778.5	K4	21778.5	-36.36	-33.06	-29.09	-19.33	-24.44	-26.47	-34.96	-35.28	-15.84	-18.16	-24.18	-18.21	-32.30	-30.33	-36.56	-35.37	-34.31	-31.08	-35.12	-38.25	-26.93	-34.44	-33.49	-32.00	-33.19	-26.89	-33.49	-24.19	-21.42	-34.11	-27.21	-17.61	-36.30	-35.29	-33.34	-33.91
K4_21780	K4	21780	-36.36	-33.06	-29.09	-16.03	-33.82	-13.38	-34.96	-35.28	-13.30	-16.03	-33.59	-14.58	-32.30	-30.33	-20.82	-35.37	-34.31	-31.08	-35.12	-38.25	-20.17	-34.44	-21.99	-32.00	-33.19	-19.32	-33.49	-34.29	-17.65	-34.11	-21.74	-20.31	-23.99	-35.29	-33.34	-29.75
K5_26145	K5	26145	-31.69	-33.06	-29.09	-24.46	-33.82	-24.21	-24.40	-35.28	-25.43	-25.50	-28.96	-22.58	-32.30	-30.33	-25.98	-35.37	-31.79	-31.08	-28.90	-38.25	-28.42	-28.94	-33.49	-32.00	-33.19	-27.94	-23.71	-29.09	-27.13	-34.11	-26.53	-33.94	-33.12	-35.29	-33.34	-33.91
K5_26200	K5	26200	-23.78	-3.55	-29.09	-13.47	-8.60	-14.84	-14.76	-21.69	-16.48	-17.50	-15.03	-15.10	-32.30	-30.33	-18.47	-35.37	-20.48	-31.08	-18.36	-38.25	-19.03	-34.44	-33.49	-32.00	-33.19	-17.64	-7.03	-18.97	-14.60	-24.88	-18.19	-16.14	-22.85	-35.29	-7.56	-33.91
K7_28624	K7	28624	-36.36	-33.06	-29.09	-4.38	-33.82	-9.11	-7.15	-35.28	-10.83	-10.24	-33.59	-6.38	-32.30	-30.33	-10.43	-35.37	-12.48	-31.08	-10.38	-38.25	-9.64	-34.44	-33.49	-32.00	-33.19	-10.14	-33.49	-34.29	-6.20	-12.37	-9.53	-13.43	-12.82	-35.29	-33.34	-33.91
K7_28694	K7	28694	-7.24	-33.06	-5.77	-0.88	-6.58	-0.68	-5.81	-13.11	-3.52	-3.08	-5.34	-3.59	-6.10	-30.33	-4.16	-35.37	-10.65	-31.08	-5.60	-38.25	-6.81	-7.62	-7.67	-32.00	-33.19	-5.81	-4.34	-4.89	-2.83	-7.09	-7.43	-2.09	-7.72	-10.56	-7.74	-33.91
Orf16_30265	Orf16	30265	-36.36	-33.06	-29.09	-33.10	-33.82	-33.91	-10.89	-35.28	-8.79	-35.25	-33.59	-11.88	-32.30	-30.33	-36.56	-35.37	-34.31	-31.08	-8.58	-38.25	-10.23	-34.44	-33.49	-32.00	-33.19	-33.48	-33.49	-34.29	-8.13	-34.11	-10.75	-33.94	-36.30	-35.29	-33.34	-33.91
Orf16_30403	Orf16	30403	-36.36	-33.06	-29.09	-8.65	-33.82	-8.32	-12.47	-20.69	-10.90	-35.25	-11.91	-13.23	-32.30	-30.33	-10.29	-35.37	-34.31	-31.08	-24.61	-38.25	-11.63	-34.44	-33.49	-32.00	-33.19	-12.44	-33.49	-34.29	-8.08	-34.11	-16.18	-10.23	-36.30	-35.29	-33.34	-33.91
Orf17_31221	Orf17	31221	-36.36	-33.06	-29.09	-20.53	-33.82	-23.76	-34.96	-35.28	-18.85	-35.25	-33.59	-26.67	-32.30	-30.33	-24.99	-35.37	-34.31	-31.08	-28.56	-38.25	-37.65	-29.96	-33.49	-32.00	-33.19	-28.77	-33.49	-34.29	-22.62	-34.11	-31.63	-24.49	-32.71	-35.29	-33.34	-33.91
Orf17_31509	Orf17	31509	-36.36	-33.06	-29.09	-18.79	-26.55	-19.52	-21.22	-35.28	-22.61	-20.51	-26.56	-22.59	-32.30	-30.33	-27.48	-35.37	-34.31	-31.08	-26.06	-38.25	-24.49	-34.44	-33.49	-32.00	-33.19	-33.48	-20.96	-25.70	-21.67	-30.68	-26.25	-20.34	-25.67	-35.29	-33.34	-33.91
Orf17_31829	Orf17	31829	-36.36	-33.06	-29.09	-33.10	-19.80	-14.07	-11.31	-35.28	-15.55	-20.72	-33.59	-35.90	-32.30	-30.33	-18.17	-35.37	-34.31	-31.08	-35.12	-38.25	-14.46	-34.44	-33.49	-32.00	-33.19	-13.20	-33.49	-34.29	-13.20	-34.11	-35.85	-33.94	-36.30	-35.29	-15.67	-33.91
Orf17_32510	Orf17	32510	-10.03	-33.06	-29.09	-33.10	-33.82	-17.12	-9.94	-35.28	-12.94	-35.25	-11.07	-9.14	-32.30	-30.33	-13.92	-35.37	-34.31	-31.08	-35.12	-38.25	-13.82	-34.44	-33.49	-32.00	-28.03	-8.36	-23.92	-14.19	-10.78	-34.11	-15.65	-10.60	-36.30	-35.29	-33.34	-33.91
Orf18_32935	Orf18	32935	-36.36	-33.06	-29.09	-33.10	-33.82	-33.91	-34.96	-35.28	-34.94	-9.80	-12.53	-11.83	-11.47	-30.33	-36.56	-35.37	-10.77	-31.08	-12.56	-38.25	-11.96	-34.44	-33.49	-32.00	-33.19	-11.34	-33.49	-34.29	-9.68	-34.11	-15.43	-15.73	-13.06	-35.29	-33.34	-33.91
Orf4_2109	Orf4	2109	-36.36	-33.06	-29.09	-9.91	-33.82	-33.91	-13.32	-14.39	-14.28	-12.89	-17.86	-15.10	-32.30	-30.33	-13.75	-35.37	-16.21	-31.08	-11.90	-38.25	-12.61	-34.44	-33.49	-32.00	-33.19	-13.01	-12.89	-17.12	-13.40	-34.11	-12.32	-12.30	-36.30	-35.29	-33.34	-33.91
Orf4_2360	Orf4	2360	-36.36	-33.06	-5.27	-11.19	-33.82	-26.20	-10.72	-9.67	-11.51	-35.25	-33.59	-11.15	-32.30	-30.33	-10.31	-35.37	-10.64	-31.08	-8.71	-38.25	-10.37	-14.88	-33.49	-32.00	-33.19	-12.33	-33.49	-8.87	-10.59	-34.11	-9.66	-33.94	-13.22	-35.29	-8.97	-33.91
Orf4_2545	Orf4	2545	-28.04	-33.06	-29.09	-19.71	-21.13	-33.91	-19.68	-23.19	-25.29	-21.51	-21.07	-21.43	-27.94	-30.33	-21.43	-35.37	-23.95	-31.08	-18.40	-38.25	-22.15	-34.44	-33.49	-32.00	-33.19	-20.06	-17.72	-21.89	-21.65	-34.11	-21.15	-20.85	-27.05	-35.29	-33.34	-33.91
Orf18_33405	Orf18	33405	-36.36	-8.87	-29.09	-33.10	-33.82	-33.91	-34.96	-35.28	-34.94	-32.87	-33.59	-30.17	-32.30	-30.33	-36.56	-35.37	-34.31	-31.08	-35.12	-38.25	-37.65	-34.44	-33.49	-32.00	-33.19	-33.48	-28.93	-34.29	-33.35	-34.11	-35.85	-33.94	-36.30	-35.29	-33.34	-33.91
Orf20_34089	Orf20	34089	-36.36	-10.29	-29.09	-7.83	-33.82	-33.91	-12.19	-35.28	-11.28	-14.65	-8.45	-8.64	-32.30	-30.33	-9.83	-35.37	-34.31	-31.08	-35.12	-38.25	-11.34	-34.44	-33.49	-32.00	-33.19	-33.48	-33.49	-10.24	-7.51	-34.11	-13.16	-8.88	-11.10	-35.29	-33.34	-33.91
Orf20_34228	Orf20	34228	-36.36	-33.06	-29.09	-20.39	-33.82	-18.88	-25.84	-35.28	-29.32	-25.81	-33.59	-22.45	-32.30	-30.33	-25.49	-35.37	-34.31	-31.08	-22.64	-38.25	-22.55	-34.44	-33.49	-32.00	-33.19	-25.30	-33.49	-25.84	-21.23	-34.11	-25.68	-33.94	-36.30	-35.29	-33.34	-33.91
Orf20_34848	Orf20	34848	-36.36	-33.06	-29.09	-16.57	-33.82	-33.91	-20.42	-35.28	-17.20	-14.91	-14.10	-15.47	-32.30	-30.33	-36.56	-35.37	-34.31	-31.08	-19.33	-38.25	-17.10	-34.44	-33.49	-32.00	-33.19	-19.95	-33.49	-14.63	-19.51	-19.92	-19.34	-33.94	-19.08	-35.29	-33.34	-33.91
Orf20_35199	Orf20	35199	-36.36	-33.06	-29.09	-33.10	-33.82	-33.91	-34.96	-35.28	-34.94	-35.25	-33.59	-21.31	-32.30	-30.33	-24.27	-35.37	-34.31	-31.08	-35.12	-38.25	-24.84	-34.44	-33.49	-32.00	-33.19	-28.55	-33.49	-34.29	-22.21	-34.11	-23.27	-33.94	-36.30	-35.29	-33.34	-33.91
Orf20_35440	Orf20	35440	-36.36	-33.06	-29.09	-33.10	-33.82	-33.91	-34.96	-35.28	-17.23	-35.25	-33.59	-15.01	-32.30	-30.33	-36.56	-35.37	-34.31	-31.08	-35.12	-38.25	-15.24	-34.44	-33.49	-32.00	-33.19	-12.79	-33.49	-34.29	-13.66	-34.11	-20.41	-14.80	-36.30	-35.29	-33.34	-33.91
Orf21_36102.5	Orf21	36102.5	-10.67	-11.98	-20.46	-14.63	-17.35	-22.55	-8.58	-13.11	-20.02	-17.73	-17.06	-12.08	-12.95	-12.88	-19.06	-10.25	-17.55	-6.73	-8.61	-22.88	-17.19	-14.78	-15.02	-28.61	-7.77	-25.16	-10.37	-14.12	-13.62	-25.52	-28.52	-13.89	-12.08	-15.06	-8.98	-13.62
Orf21_36500	Orf21	36500	-22.09	-33.06	-29.09	-33.10	-33.82	-15.75	-34.96	-35.28	-22.27	-19.63	-33.59	-23.53	-32.30	-30.33	-23.85	-35.37	-34.31	-31.08	-35.12	-28.40	-22.49	-34.44	-33.49	-32.00	-33.19	-33.48	-26.22	-34.29	-19.13	-34.11	-35.85	-10.59	-36.30	-35.29	-33.34	-33.91
Orf21_36907	Orf21	36907	-36.36	-33.06	-29.09	-33.10	-8.16	-33.91	-29.60	-35.28	-31.26	-35.25	-33.59	-30.56	-32.30	-30.33	-34.27	-35.37	-34.31	-31.08	-32.94	-38.25	-33.07	-34.44	-33.49	-32.00	-33.19	-33.48	-27.48	-34.29	-30.53	-34.11	-32.64	-31.50	-36.30	-35.29	-33.34	-33.91
Orf22_38336	Orf22	38336	-36.36	-33.06	-29.09	-20.88	-5.01	-33.91	-34.96	-11.26	-12.29	-9.50	-33.59	-20.53	-32.30	-15.92	-31.42	-29.55	-34.31	-12.59	-27.27	-38.25	-37.65	-34.44	-33.49	-32.00	-33.19	-33.48	-33.49	-29.51	-21.31	-28.83	-23.46	-15.46	-36.30	-35.29	-33.34	-33.91
Orf22_38441	Orf22	38441	-36.36	-33.06	-29.09	-12.38	-33.82	-18.76	-26.17	-35.28	-20.69	-35.25	-33.59	-13.81	-32.30	-30.33	-36.56	-35.37	-34.31	-31.08	-15.32	-38.25	-23.18	-34.44	-33.49	-32.00	-33.19	-33.48	-33.49	-34.29	-17.07	-34.11	-35.85	-12.18	-36.30	-35.29	-33.34	-33.91
Orf22_38857	Orf22	38857	-36.36	-33.06	-29.09	-33.10	-33.82	-33.91	-34.96	-35.28	-13.86	-35.25	-14.07	-12.36	-32.30	-30.33	-36.56	-35.37	-34.31	-31.08	-14.53	-38.25	-14.10	-34.44	-33.49	-32.00	-33.19	-16.81	-33.49	-34.29	-13.76	-34.11	-13.59	-16.15	-15.42	-35.29	-33.34	-33.91
Orf23_39603	Orf23	39603	-36.36	-33.06	-29.09	-33.10	-33.82	-33.91	-10.86	-35.28	-15.24	-12.21	-10.35	-11.43	-32.30	-30.33	-36.56	-35.37	-34.31	-31.08	-11.33	-38.25	-14.85	-34.44	-33.49	-32.00	-33.19	-13.88	-33.49	-34.29	-11.78	-34.11	-17.06	-11.50	-36.30	-35.29	-33.34	-33.91
Orf23_39786	Orf23	39786	-36.36	-33.06	-29.09	-13.46	-33.82	-10.47	-34.96	-35.28	-34.94	-35.25	-33.59	-13.20	-32.30	-30.33	-13.47	-35.37	-34.31	-31.08	-16.64	-38.25	-15.29	-34.44	-33.49	-32.00	-33.19	-11.81	-33.49	-14.56	-11.30	-34.11	-17.44	-33.94	-36.30	-35.29	-33.34	-33.91
Orf24_41283	Orf24	41283	-36.36	-33.06	-29.09	-22.51	-33.82	-21.77	-21.58	-35.28	-29.14	-35.25	-33.59	-23.50	-32.30	-30.33	-28.32	-35.37	-34.31	-31.08	-25.55	-38.25	-28.01	-34.44	-33.49	-32.00	-33.19	-33.48	-33.49	-23.61	-22.51	-34.11	-27.55	-20.37	-36.30	-35.29	-33.34	-33.91
Orf24_41630	Orf24	41630	-36.36	-19.27	-29.09	-33.10	-33.82	-33.91	-25.95	-35.28	-20.23	-35.25	-33.59	-26.61	-32.30	-30.33	-24.12	-35.37	-34.31	-31.08	-29.61	-38.25	-23.02	-34.44	-33.49	-32.00	-33.19	-33.48	-33.49	-34.29	-19.77	-34.11	-24.42	-20.29	-36.30	-35.29	-33.34	-33.91
Orf25_45767	Orf25	45767	-36.36	-17.20	-29.09	-33.10	-33.82	-33.91	-23.19	-35.28	-16.21	-35.25	-19.42	-17.76	-32.30	-30.33	-36.56	-35.37	-34.31	-31.08	-35.12	-38.25	-18.64	-34.44	-33.49	-32.00	-33.19	-33.48	-33.49	-34.29	-20.21	-34.11	-19.40	-16.78	-36.30	-35.29	-33.34	-33.91
Orf25_46047	Orf25	46047	-36.36	-33.06	-29.09	-13.18	-33.82	-11.17	-34.96	-35.28	-11.68	-13.01	-33.59	-13.79	-32.30	-30.33	-19.10	-35.37	-34.31	-31.08	-19.93	-38.25	-24.87	-34.44	-33.49	-32.00	-33.19	-33.48	-33.49	-14.64	-12.56	-34.11	-16.39	-9.47	-36.30	-35.29	-33.34	-33.91
Orf25_46332	Orf25	46332	-36.36	-33.06	-29.09	-33.10	-33.82	-33.91	-21.90	-35.28	-34.94	-21.96	-21.34	-22.85	-32.30	-30.33	-25.30	-35.37	-34.31	-31.08	-27.48	-38.25	-37.65	-34.44	-33.49	-32.00	-33.19	-22.41	-33.49	-22.84	-20.79	-34.11	-25.17	-16.93	-36.30	-35.29	-33.34	-33.91
Orf26_47239	Orf26	47239	-36.36	-33.06	-29.09	-33.10	-7.99	-33.91	-34.96	-35.28	-34.94	-31.96	-33.59	-35.90	-32.30	-30.33	-36.56	-35.37	-34.31	-31.08	-35.12	-38.25	-37.65	-34.44	-33.49	-32.00	-33.19	-33.48	-33.49	-34.29	-35.88	-34.11	-35.85	-33.94	-36.30	-35.29	-33.34	-33.91
Orf26_47305	Orf26	47305	-36.36	-33.06	-29.09	-17.64	-33.82	-17.12	-18.68	-35.28	-22.24	-19.85	-17.86	-17.67	-32.30	-30.33	-22.45	-35.37	-34.31	-31.08	-18.34	-38.25	-20.13	-20.19	-33.49	-32.00	-33.19	-20.30	-33.49	-34.29	-19.26	-23.03	-35.85	-18.48	-23.00	-35.29	-33.34	-33.91
Orf27_48071	Orf27	48071	-36.36	-33.06	-29.09	-27.33	-33.82	-30.04	-34.96	-35.28	-27.28	-21.13	-21.85	-24.18	-32.30	-30.33	-28.32	-35.37	-34.31	-31.08	-25.77	-38.25	-31.45	-34.44	-33.49	-32.00	-33.19	-33.48	-33.49	-34.29	-25.57	-28.86	-29.50	-25.56	-36.30	-35.29	-33.34	-33.91
Orf27_48265	Orf27	48265	-36.36	-25.45	-29.09	-6.79	-33.82	-15.13	-16.72	-35.28	-19.53	-14.09	-33.59	-14.64	-22.50	-30.33	-17.52	-35.37	-34.31	-31.08	-15.68	-38.25	-17.32	-18.14	-33.49	-32.00	-33.19	-14.24	-18.75	-17.15	-15.82	-34.11	-18.53	-17.53	-16.17	-35.29	-33.34	-33.91
Orf6_5672	Orf6	5672	-36.36	-33.06	-29.09	-6.97	-33.82	-9.12	-12.79	-35.28	-14.65	-10.90	-11.25	-11.16	-32.30	-30.33	-12.85	-35.37	-34.31	-31.08	-10.85	-38.25	-12.59	-34.44	-14.98	-32.00	-33.19	-10.39	-10.87	-13.65	-11.73	-13.53	-12.11	-9.69	-36.30	-35.29	-33.34	-33.91
Orf6_5859	Orf6	5859	-20.86	-33.06	-29.09	-5.34	-33.82	-5.63	-25.81	-9.62	-9.15	-8.01	-7.95	-7.59	-32.30	-30.33	-7.96	-35.37	-14.08	-16.88	-7.96	-38.25	-8.62	-10.42	-33.49	-32.00	-33.19	-5.07	-23.71	-9.17	-7.13	-9.68	-8.47	-6.90	-9.58	-35.29	-14.12	-33.91
Orf6_5921	Orf6	5921	-36.36	-33.06	-29.09	-12.00	-13.08	-8.29	-13.81	-35.28	-10.32	-9.65	-9.68	-8.83	-32.30	-30.33	-11.42	-35.37	-14.56	-31.08	-8.70	-38.25	-10.29	-34.44	-33.49	-32.00	-33.19	-7.86	-11.10	-13.01	-8.26	-15.69	-9.78	-9.74	-12.25	-35.29	-12.09	-33.91
Orf29_49612	Orf29	49612	-36.36	-33.06	-29.09	-13.00	-33.82	-11.79	-13.52	-35.28	-14.17	-35.25	-33.59	-12.53	-32.30	-30.33	-16.48	-35.37	-34.31	-31.08	-14.37	-38.25	-14.95	-16.15	-33.49	-32.00	-33.19	-33.48	-17.16	-34.29	-15.29	-34.11	-17.52	-10.62	-36.30	-35.29	-33.34	-33.91
Orf29_49613	Orf29	49613	-36.36	-33.06	-29.09	-33.10	-33.82	-11.57	-14.63	-15.03	-14.73	-35.25	-33.59	-14.74	-32.30	-30.33	-36.56	-35.37	-34.31	-31.08	-35.12	-38.25	-20.08	-34.44	-33.49	-32.00	-33.19	-33.48	-11.17	-13.85	-14.26	-34.11	-16.49	-12.80	-36.30	-35.29	-33.34	-33.91
Orf30_50891	Orf30	50891	-36.36	-33.06	-29.09	-33.10	-33.82	-18.26	-34.96	-35.28	-21.29	-18.74	-33.59	-21.41	-32.30	-30.33	-24.30	-35.37	-34.31	-31.08	-20.67	-38.25	-24.47	-25.84	-33.49	-32.00	-33.19	-26.79	-33.49	-34.29	-22.98	-34.11	-29.23	-18.72	-36.30	-35.29	-33.34	-33.91
Orf30_50984	Orf30	50984	-36.36	-33.06	-29.09	-33.10	-33.82	-21.05	-14.72	-35.28	-19.64	-17.86	-15.67	-15.23	-20.73	-30.33	-19.12	-35.37	-34.31	-31.08	-21.03	-38.25	-20.25	-34.44	-33.49	-32.00	-33.19	-19.04	-33.49	-34.29	-18.41	-28.84	-19.26	-14.17	-22.66	-35.29	-33.34	-33.91
Orf30_51123	Orf30	51123	-36.36	-9.28	-29.09	-19.06	-33.82	-12.84	-20.58	-35.28	-19.07	-17.78	-21.02	-24.53	-32.30	-30.33	-21.55	-35.37	-34.31	-31.08	-22.57	-38.25	-22.24	-34.44	-33.49	-32.00	-33.19	-33.48	-33.49	-34.29	-25.05	-34.11	-23.21	-18.39	-36.30	-35.29	-33.34	-33.91
Orf32_51996	Orf32	51996	-36.36	-33.06	-29.09	-33.10	-33.82	-21.36	-18.32	-35.28	-22.21	-35.25	-22.14	-17.71	-32.30	-30.33	-36.56	-35.37	-21.59	-31.08	-35.12	-38.25	-22.49	-34.44	-33.49	-32.00	-33.19	-26.34	-33.49	-34.29	-19.20	-34.11	-35.85	-17.92	-36.30	-35.29	-33.34	-33.91
Orf32_52203	Orf32	52203	-36.36	-33.06	-29.09	-24.09	-22.74	-22.50	-21.62	-20.95	-34.94	-23.88	-25.21	-35.90	-32.30	-30.33	-36.56	-35.37	-34.31	-31.08	-22.55	-38.25	-37.65	-34.44	-33.49	-32.00	-33.19	-26.13	-22.08	-26.12	-26.26	-34.11	-32.51	-20.85	-36.30	-35.29	-33.34	-33.91
Orf32_52828	Orf32	52828	-27.74	-33.06	-29.09	-24.88	-33.82	-19.43	-23.93	-35.28	-23.71	-20.90	-33.59	-20.69	-32.30	-30.33	-25.08	-35.37	-34.31	-31.08	-23.31	-38.25	-23.14	-34.44	-33.49	-32.00	-33.19	-33.48	-20.95	-23.73	-25.06	-34.11	-27.12	-21.54	-36.30	-35.29	-33.34	-33.91
Orf32_53424	Orf32	53424	-36.36	-33.06	-29.09	-21.69	-19.36	-33.91	-21.28	-35.28	-24.59	-35.25	-33.59	-20.54	-32.30	-30.33	-23.75	-35.37	-34.31	-31.08	-23.05	-38.25	-22.49	-22.59	-33.49	-32.00	-33.19	-33.48	-18.41	-34.29	-22.10	-25.56	-35.85	-16.13	-36.30	-35.29	-33.34	-33.91
Orf29_54355	Orf29	54355	-32.16	-33.06	-29.09	-16.99	-27.50	-33.91	-21.54	-35.28	-34.94	-31.40	-19.20	-18.26	-32.30	-30.33	-16.82	-19.34	-34.31	-31.08	-35.12	-23.98	-26.48	-34.44	-33.49	-32.00	-33.19	-33.48	-18.13	-34.29	-20.13	-34.11	-35.85	-29.74	-26.79	-35.29	-33.34	-19.70
Orf34_55359	Orf34	55359	-36.36	-33.06	-29.09	-33.10	-33.82	-33.91	-26.63	-35.28	-20.64	-35.25	-33.59	-27.43	-32.30	-30.33	-27.11	-35.37	-34.31	-31.08	-25.12	-38.25	-23.96	-34.44	-33.49	-32.00	-33.19	-33.48	-33.49	-34.29	-24.11	-34.11	-25.62	-33.94	-36.30	-35.29	-33.34	-33.91
Orf34_55680	Orf34	55680	-15.26	-33.06	-29.09	-33.10	-14.74	-9.80	-13.07	-18.02	-13.27	-11.75	-12.83	-10.89	-32.30	-30.33	-14.82	-35.37	-34.31	-31.08	-13.93	-38.25	-14.07	-34.44	-33.49	-32.00	-33.19	-12.09	-33.49	-12.44	-12.43	-34.11	-18.14	-10.31	-36.30	-35.29	-33.34	-33.91
Orf36_56488	Orf36	56488	-36.36	-33.06	-29.09	-33.10	-33.82	-33.91	-34.96	-35.28	-34.94	-35.25	-33.59	-35.90	-32.30	-30.33	-36.56	-35.37	-34.31	-31.08	-35.12	-38.25	-37.65	-34.44	-33.49	-32.00	-33.19	-33.48	-33.49	-34.29	-35.88	-34.11	-35.85	-33.94	-36.30	-35.29	-33.34	-33.91
Orf36_56709	Orf36	56709	-29.86	-33.06	-29.09	-30.57	-33.82	-20.78	-27.16	-35.28	-25.82	-21.46	-31.35	-31.00	-32.30	-30.33	-36.56	-35.37	-34.31	-31.08	-35.12	-38.25	-27.34	-34.44	-33.49	-32.00	-33.19	-33.48	-33.49	-34.29	-31.70	-34.11	-35.85	-33.94	-36.30	-35.29	-27.82	-33.91
