"sample"	"orf"	"position"	"B"	"B.1"	"B.2"	"A"	"B.3"	"A.1"	"A.2"	"B.4"	"A.3"	"A.4"	"A.5"	"A.6"	"B.5"	"B.6"	"A.7"	"B.7"	"B.8"	"B.9"	"A.8"	"B.10"	"A.9"	"B.11"	"B.12"	"B.13"	"B.14"	"A.10"	"A.11"	"A.12"	"A.13"	"B.15"	"A.14"	"A.15"	"B.16"	"B.17"	"B.18"	"filename"
"K3_19081"	"K3"	19081	-20.3148417294299	-7.04608717350948	-29.0895660937467	-13.5953801371542	-22.3439815834671	-11.5977485878639	-34.9585001566241	-35.2792121407465	-10.9105039274832	-20.1856440886497	-33.5906402454227	-14.574825109541	-32.2990208304382	-30.3328745436955	-17.9697888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-15.7187080062211	-38.2495863856128	-18.6103871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-17.7550557995672	-33.4866769767589	-34.2877987735901	-14.2662412722704	-34.1089722356459	-18.5606467624545	-17.8584403494351	-26.027133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"K3_19577"	"K3"	19577	-36.3648417294299	-33.0560871735095	-29.0895660937467	-21.4553801371542	-33.8239815834671	-17.647748587864	-34.9585001566241	-35.2792121407465	-15.5505039274832	-19.8056440886497	-33.5906402454227	-17.634825109541	-27.1190208304382	-30.3328745436955	-23.9097888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-19.0487080062211	-38.2495863856128	-25.4303871456049	-34.4395032332402	-19.8485987608949	-32.0012894464075	-33.1925857055385	-33.4750557995672	-33.4866769767589	-25.1977987735901	-19.4962412722704	-34.1089722356459	-23.4306467624545	-25.2984403494351	-36.297133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf70_20979"	"Orf70"	20979	-36.3648417294299	-33.0560871735095	-29.0895660937467	-19.7453801371542	-33.8239815834671	-17.7677485878639	-34.9585001566241	-35.2792121407465	-21.1105039274832	-18.6356440886497	-33.5906402454227	-19.054825109541	-32.2990208304382	-30.3328745436955	-21.7297888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-35.1187080062211	-38.2495863856128	-29.2903871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-33.4750557995672	-33.4866769767589	-34.2877987735901	-23.7862412722704	-34.1089722356459	-27.5306467624545	-20.4484403494351	-36.297133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"K4_21778"	"K4"	21778	-29.6348417294299	-33.0560871735095	-29.0895660937467	-21.0653801371542	-33.8239815834671	-29.217748587864	-34.9585001566241	-35.2792121407465	-19.5105039274832	-20.5656440886497	-26.7606402454227	-22.574825109541	-32.2990208304382	-30.3328745436955	-25.3597888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-35.1187080062211	-38.2495863856128	-26.4603871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-26.0650557995672	-33.4866769767589	-34.2877987735901	-26.8762412722704	-34.1089722356459	-30.0206467624545	-33.9384403494351	-29.697133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"K4_21778.5"	"K4"	21778.5	-36.3648417294299	-33.0560871735095	-29.0895660937467	-19.3253801371542	-24.4439815834671	-26.467748587864	-34.9585001566241	-35.2792121407465	-15.8405039274832	-18.1556440886497	-24.1806402454227	-18.214825109541	-32.2990208304382	-30.3328745436955	-36.5597888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-35.1187080062211	-38.2495863856128	-26.9303871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-26.8850557995672	-33.4866769767589	-24.1877987735901	-21.4162412722704	-34.1089722356459	-27.2106467624545	-17.6084403494351	-36.297133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"K4_21780"	"K4"	21780	-36.3648417294299	-33.0560871735095	-29.0895660937467	-16.0253801371542	-33.8239815834671	-13.3777485878639	-34.9585001566241	-35.2792121407465	-13.3005039274832	-16.0256440886497	-33.5906402454227	-14.584825109541	-32.2990208304382	-30.3328745436955	-20.8197888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-35.1187080062211	-38.2495863856128	-20.1703871456049	-34.4395032332402	-21.9885987608949	-32.0012894464075	-33.1925857055385	-19.3150557995672	-33.4866769767589	-34.2877987735901	-17.6462412722704	-34.1089722356459	-21.7406467624545	-20.3084403494351	-23.987133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"K5_26145"	"K5"	26145	-31.6948417294299	-33.0560871735095	-29.0895660937467	-24.4553801371542	-33.8239815834671	-24.2077485878639	-24.3985001566241	-35.2792121407465	-25.4305039274832	-25.4956440886497	-28.9606402454227	-22.584825109541	-32.2990208304382	-30.3328745436955	-25.9797888838898	-35.3732792941089	-31.7933543496637	-31.0828374506603	-28.8987080062211	-38.2495863856128	-28.4203871456049	-28.9395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-27.9350557995672	-23.7066769767589	-29.0877987735901	-27.1262412722704	-34.1089722356459	-26.5306467624545	-33.9384403494351	-33.117133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"K5_26200"	"K5"	26200	-23.7848417294299	-3.54608717350947	-29.0895660937467	-13.4653801371542	-8.60398158346712	-14.8377485878639	-14.7585001566241	-21.6892121407465	-16.4805039274832	-17.4956440886497	-15.0306402454227	-15.104825109541	-32.2990208304382	-30.3328745436955	-18.4697888838898	-35.3732792941089	-20.4833543496637	-31.0828374506603	-18.3587080062211	-38.2495863856128	-19.0303871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-17.6350557995672	-7.02667697675892	-18.9677987735901	-14.5962412722704	-24.8789722356459	-18.1906467624545	-16.1384403494351	-22.847133346855	-35.2883132227255	-7.56307106202187	"dCT.xlsx"
"K7_28624"	"K7"	28624	-36.3648417294299	-33.0560871735095	-29.0895660937467	-4.37538013715421	-33.8239815834671	-9.10774858786395	-7.14850015662406	-35.2792121407465	-10.8305039274832	-10.2356440886497	-33.5906402454227	-6.384825109541	-32.2990208304382	-30.3328745436955	-10.4297888838898	-35.3732792941089	-12.4833543496637	-31.0828374506603	-10.3787080062211	-38.2495863856128	-9.64038714560492	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-10.1350557995672	-33.4866769767589	-34.2877987735901	-6.1962412722704	-12.3689722356459	-9.53064676245451	-13.4284403494351	-12.817133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"K7_28694"	"K7"	28694	-7.24484172942991	-33.0560871735095	-5.76956609374668	-0.87538013715421	-6.58398158346712	-0.677748587863949	-5.80850015662406	-13.1092121407465	-3.52050392748316	-3.07564408864972	-5.34064024542272	-3.59482510954101	-6.09902083043821	-30.3328745436955	-4.15978888388981	-35.3732792941089	-10.6533543496637	-31.0828374506603	-5.59870800622109	-38.2495863856128	-6.81038714560492	-7.61950323324018	-7.66859876089494	-32.0012894464075	-33.1925857055385	-5.80505579956724	-4.33667697675892	-4.88779877359009	-2.82624127227039	-7.08897223564587	-7.43064676245451	-2.08844034943506	-7.717133346855	-10.5583132227255	-7.74307106202187	"dCT.xlsx"
"Orf16_30265"	"Orf16"	30265	-36.3648417294299	-33.0560871735095	-29.0895660937467	-33.0953801371542	-33.8239815834671	-33.9077485878639	-10.8885001566241	-35.2792121407465	-8.79050392748316	-35.2456440886497	-33.5906402454227	-11.884825109541	-32.2990208304382	-30.3328745436955	-36.5597888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-8.57870800622109	-38.2495863856128	-10.2303871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-33.4750557995672	-33.4866769767589	-34.2877987735901	-8.12624127227039	-34.1089722356459	-10.7506467624545	-33.9384403494351	-36.297133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf16_30403"	"Orf16"	30403	-36.3648417294299	-33.0560871735095	-29.0895660937467	-8.64538013715421	-33.8239815834671	-8.31774858786395	-12.4685001566241	-20.6892121407465	-10.9005039274832	-35.2456440886497	-11.9106402454227	-13.234825109541	-32.2990208304382	-30.3328745436955	-10.2897888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-24.6087080062211	-38.2495863856128	-11.6303871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-12.4350557995672	-33.4866769767589	-34.2877987735901	-8.0762412722704	-34.1089722356459	-16.1806467624545	-10.2284403494351	-36.297133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf17_31221"	"Orf17"	31221	-36.3648417294299	-33.0560871735095	-29.0895660937467	-20.5253801371542	-33.8239815834671	-23.757748587864	-34.9585001566241	-35.2792121407465	-18.8505039274832	-35.2456440886497	-33.5906402454227	-26.674825109541	-32.2990208304382	-30.3328745436955	-24.9897888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-28.5587080062211	-38.2495863856128	-37.6503871456049	-29.9595032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-28.7650557995672	-33.4866769767589	-34.2877987735901	-22.6162412722704	-34.1089722356459	-31.6306467624545	-24.4884403494351	-32.707133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf17_31509"	"Orf17"	31509	-36.3648417294299	-33.0560871735095	-29.0895660937467	-18.7853801371542	-26.5539815834671	-19.5177485878639	-21.2185001566241	-35.2792121407465	-22.6105039274832	-20.5056440886497	-26.5606402454227	-22.594825109541	-32.2990208304382	-30.3328745436955	-27.4797888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-26.0587080062211	-38.2495863856128	-24.4903871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-33.4750557995672	-20.9566769767589	-25.6977987735901	-21.6662412722704	-30.6789722356459	-26.2506467624545	-20.3384403494351	-25.667133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf17_31829"	"Orf17"	31829	-36.3648417294299	-33.0560871735095	-29.0895660937467	-33.0953801371542	-19.8039815834671	-14.0677485878639	-11.3085001566241	-35.2792121407465	-15.5505039274832	-20.7156440886497	-33.5906402454227	-35.904825109541	-32.2990208304382	-30.3328745436955	-18.1697888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-35.1187080062211	-38.2495863856128	-14.4603871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-13.1950557995672	-33.4866769767589	-34.2877987735901	-13.1962412722704	-34.1089722356459	-35.8506467624545	-33.9384403494351	-36.297133346855	-35.2883132227255	-15.6730710620219	"dCT.xlsx"
"Orf17_32510"	"Orf17"	32510	-10.0348417294299	-33.0560871735095	-29.0895660937467	-33.0953801371542	-33.8239815834671	-17.117748587864	-9.93850015662406	-35.2792121407465	-12.9405039274832	-35.2456440886497	-11.0706402454227	-9.14482510954101	-32.2990208304382	-30.3328745436955	-13.9197888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-35.1187080062211	-38.2495863856128	-13.8203871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-28.0325857055385	-8.35505579956725	-23.9166769767589	-14.1877987735901	-10.7762412722704	-34.1089722356459	-15.6506467624545	-10.5984403494351	-36.297133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf18_32935"	"Orf18"	32935	-36.3648417294299	-33.0560871735095	-29.0895660937467	-33.0953801371542	-33.8239815834671	-33.9077485878639	-34.9585001566241	-35.2792121407465	-34.9405039274832	-9.79564408864972	-12.5306402454227	-11.834825109541	-11.4690208304382	-30.3328745436955	-36.5597888838898	-35.3732792941089	-10.7733543496637	-31.0828374506603	-12.5587080062211	-38.2495863856128	-11.9603871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-11.3350557995672	-33.4866769767589	-34.2877987735901	-9.67624127227039	-34.1089722356459	-15.4306467624545	-15.7284403494351	-13.057133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf4_2109"	"Orf4"	2109	-36.3648417294299	-33.0560871735095	-29.0895660937467	-9.90538013715421	-33.8239815834671	-33.9077485878639	-13.3185001566241	-14.3892121407465	-14.2805039274832	-12.8856440886497	-17.8606402454227	-15.104825109541	-32.2990208304382	-30.3328745436955	-13.7497888838898	-35.3732792941089	-16.2133543496637	-31.0828374506603	-11.8987080062211	-38.2495863856128	-12.6103871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-13.0050557995672	-12.8866769767589	-17.1177987735901	-13.3962412722704	-34.1089722356459	-12.3206467624545	-12.2984403494351	-36.297133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf4_2360"	"Orf4"	2360	-36.3648417294299	-33.0560871735095	-5.26956609374668	-11.1853801371542	-33.8239815834671	-26.1977485878639	-10.7185001566241	-9.66921214074652	-11.5105039274832	-35.2456440886497	-33.5906402454227	-11.154825109541	-32.2990208304382	-30.3328745436955	-10.3097888838898	-35.3732792941089	-10.6433543496637	-31.0828374506603	-8.70870800622109	-38.2495863856128	-10.3703871456049	-14.8795032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-12.3250557995672	-33.4866769767589	-8.86779877359008	-10.5862412722704	-34.1089722356459	-9.66064676245452	-33.9384403494351	-13.217133346855	-35.2883132227255	-8.97307106202188	"dCT.xlsx"
"Orf4_2545"	"Orf4"	2545	-28.0448417294299	-33.0560871735095	-29.0895660937467	-19.7053801371542	-21.1339815834671	-33.9077485878639	-19.6785001566241	-23.1892121407465	-25.2905039274832	-21.5056440886497	-21.0706402454227	-21.434825109541	-27.9390208304382	-30.3328745436955	-21.4297888838898	-35.3732792941089	-23.9533543496637	-31.0828374506603	-18.3987080062211	-38.2495863856128	-22.1503871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-20.0550557995672	-17.7166769767589	-21.8877987735901	-21.6462412722704	-34.1089722356459	-21.1506467624545	-20.8484403494351	-27.047133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf18_33405"	"Orf18"	33405	-36.3648417294299	-8.86608717350948	-29.0895660937467	-33.0953801371542	-33.8239815834671	-33.9077485878639	-34.9585001566241	-35.2792121407465	-34.9405039274832	-32.8656440886497	-33.5906402454227	-30.174825109541	-32.2990208304382	-30.3328745436955	-36.5597888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-35.1187080062211	-38.2495863856128	-37.6503871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-33.4750557995672	-28.9266769767589	-34.2877987735901	-33.3462412722704	-34.1089722356459	-35.8506467624545	-33.9384403494351	-36.297133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf20_34089"	"Orf20"	34089	-36.3648417294299	-10.2860871735095	-29.0895660937467	-7.82538013715421	-33.8239815834671	-33.9077485878639	-12.1885001566241	-35.2792121407465	-11.2805039274832	-14.6456440886497	-8.45064024542272	-8.64482510954101	-32.2990208304382	-30.3328745436955	-9.82978888388981	-35.3732792941089	-34.3133543496637	-31.0828374506603	-35.1187080062211	-38.2495863856128	-11.3403871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-33.4750557995672	-33.4866769767589	-10.2377987735901	-7.50624127227039	-34.1089722356459	-13.1606467624545	-8.87844034943506	-11.097133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf20_34228"	"Orf20"	34228	-36.3648417294299	-33.0560871735095	-29.0895660937467	-20.3853801371542	-33.8239815834671	-18.8777485878639	-25.8385001566241	-35.2792121407465	-29.3205039274832	-25.8056440886497	-33.5906402454227	-22.454825109541	-32.2990208304382	-30.3328745436955	-25.4897888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-22.6387080062211	-38.2495863856128	-22.5503871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-25.2950557995672	-33.4866769767589	-25.8377987735901	-21.2262412722704	-34.1089722356459	-25.6806467624545	-33.9384403494351	-36.297133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf20_34848"	"Orf20"	34848	-36.3648417294299	-33.0560871735095	-29.0895660937467	-16.5653801371542	-33.8239815834671	-33.9077485878639	-20.4185001566241	-35.2792121407465	-17.2005039274832	-14.9056440886497	-14.1006402454227	-15.474825109541	-32.2990208304382	-30.3328745436955	-36.5597888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-19.3287080062211	-38.2495863856128	-17.1003871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-19.9450557995672	-33.4866769767589	-14.6277987735901	-19.5062412722704	-19.9189722356459	-19.3406467624545	-33.9384403494351	-19.077133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf20_35199"	"Orf20"	35199	-36.3648417294299	-33.0560871735095	-29.0895660937467	-33.0953801371542	-33.8239815834671	-33.9077485878639	-34.9585001566241	-35.2792121407465	-34.9405039274832	-35.2456440886497	-33.5906402454227	-21.314825109541	-32.2990208304382	-30.3328745436955	-24.2697888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-35.1187080062211	-38.2495863856128	-24.8403871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-28.5450557995672	-33.4866769767589	-34.2877987735901	-22.2062412722704	-34.1089722356459	-23.2706467624545	-33.9384403494351	-36.297133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf20_35440"	"Orf20"	35440	-36.3648417294299	-33.0560871735095	-29.0895660937467	-33.0953801371542	-33.8239815834671	-33.9077485878639	-34.9585001566241	-35.2792121407465	-17.2305039274832	-35.2456440886497	-33.5906402454227	-15.014825109541	-32.2990208304382	-30.3328745436955	-36.5597888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-35.1187080062211	-38.2495863856128	-15.2403871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-12.7850557995672	-33.4866769767589	-34.2877987735901	-13.6562412722704	-34.1089722356459	-20.4106467624545	-14.7984403494351	-36.297133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf21_36102.5"	"Orf21"	36102.5	-10.6748417294299	-11.9760871735095	-20.4595660937467	-14.6253801371542	-17.3539815834671	-22.5477485878639	-8.57850015662406	-13.1092121407465	-20.0205039274832	-17.7256440886497	-17.0606402454227	-12.084825109541	-12.9490208304382	-12.8828745436955	-19.0597888838898	-10.2532792941089	-17.5533543496637	-6.73283745066029	-8.60870800622109	-22.8795863856128	-17.1903871456049	-14.7795032332402	-15.0185987608949	-28.6112894464075	-7.77258570553849	-25.1550557995672	-10.3666769767589	-14.1177987735901	-13.6162412722704	-25.5189722356459	-28.5206467624545	-13.8884403494351	-12.077133346855	-15.0583132227255	-8.98307106202187	"dCT.xlsx"
"Orf21_36500"	"Orf21"	36500	-22.0948417294299	-33.0560871735095	-29.0895660937467	-33.0953801371542	-33.8239815834671	-15.747748587864	-34.9585001566241	-35.2792121407465	-22.2705039274832	-19.6256440886497	-33.5906402454227	-23.534825109541	-32.2990208304382	-30.3328745436955	-23.8497888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-35.1187080062211	-28.3995863856128	-22.4903871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-33.4750557995672	-26.2166769767589	-34.2877987735901	-19.1262412722704	-34.1089722356459	-35.8506467624545	-10.5884403494351	-36.297133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf21_36907"	"Orf21"	36907	-36.3648417294299	-33.0560871735095	-29.0895660937467	-33.0953801371542	-8.16398158346713	-33.9077485878639	-29.5985001566241	-35.2792121407465	-31.2605039274832	-35.2456440886497	-33.5906402454227	-30.564825109541	-32.2990208304382	-30.3328745436955	-34.2697888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-32.9387080062211	-38.2495863856128	-33.0703871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-33.4750557995672	-27.4766769767589	-34.2877987735901	-30.5262412722704	-34.1089722356459	-32.6406467624545	-31.4984403494351	-36.297133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf22_38336"	"Orf22"	38336	-36.3648417294299	-33.0560871735095	-29.0895660937467	-20.8753801371542	-5.01398158346712	-33.9077485878639	-34.9585001566241	-11.2592121407465	-12.2905039274832	-9.49564408864973	-33.5906402454227	-20.534825109541	-32.2990208304382	-15.9228745436955	-31.4197888838898	-29.5532792941089	-34.3133543496637	-12.5928374506603	-27.2687080062211	-38.2495863856128	-37.6503871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-33.4750557995672	-33.4866769767589	-29.5077987735901	-21.3062412722704	-28.8289722356459	-23.4606467624545	-15.4584403494351	-36.297133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf22_38441"	"Orf22"	38441	-36.3648417294299	-33.0560871735095	-29.0895660937467	-12.3753801371542	-33.8239815834671	-18.757748587864	-26.1685001566241	-35.2792121407465	-20.6905039274832	-35.2456440886497	-33.5906402454227	-13.814825109541	-32.2990208304382	-30.3328745436955	-36.5597888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-15.3187080062211	-38.2495863856128	-23.1803871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-33.4750557995672	-33.4866769767589	-34.2877987735901	-17.0662412722704	-34.1089722356459	-35.8506467624545	-12.1784403494351	-36.297133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf22_38857"	"Orf22"	38857	-36.3648417294299	-33.0560871735095	-29.0895660937467	-33.0953801371542	-33.8239815834671	-33.9077485878639	-34.9585001566241	-35.2792121407465	-13.8605039274832	-35.2456440886497	-14.0706402454227	-12.364825109541	-32.2990208304382	-30.3328745436955	-36.5597888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-14.5287080062211	-38.2495863856128	-14.1003871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-16.8050557995672	-33.4866769767589	-34.2877987735901	-13.7562412722704	-34.1089722356459	-13.5906467624545	-16.1484403494351	-15.417133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf23_39603"	"Orf23"	39603	-36.3648417294299	-33.0560871735095	-29.0895660937467	-33.0953801371542	-33.8239815834671	-33.9077485878639	-10.8585001566241	-35.2792121407465	-15.2405039274832	-12.2056440886497	-10.3506402454227	-11.434825109541	-32.2990208304382	-30.3328745436955	-36.5597888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-11.3287080062211	-38.2495863856128	-14.8503871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-13.8750557995672	-33.4866769767589	-34.2877987735901	-11.7762412722704	-34.1089722356459	-17.0606467624545	-11.4984403494351	-36.297133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf23_39786"	"Orf23"	39786	-36.3648417294299	-33.0560871735095	-29.0895660937467	-13.4553801371542	-33.8239815834671	-10.467748587864	-34.9585001566241	-35.2792121407465	-34.9405039274832	-35.2456440886497	-33.5906402454227	-13.204825109541	-32.2990208304382	-30.3328745436955	-13.4697888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-16.6387080062211	-38.2495863856128	-15.2903871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-11.8050557995672	-33.4866769767589	-14.5577987735901	-11.2962412722704	-34.1089722356459	-17.4406467624545	-33.9384403494351	-36.297133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf24_41283"	"Orf24"	41283	-36.3648417294299	-33.0560871735095	-29.0895660937467	-22.5053801371542	-33.8239815834671	-21.7677485878639	-21.5785001566241	-35.2792121407465	-29.1405039274832	-35.2456440886497	-33.5906402454227	-23.504825109541	-32.2990208304382	-30.3328745436955	-28.3197888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-25.5487080062211	-38.2495863856128	-28.0103871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-33.4750557995672	-33.4866769767589	-23.6077987735901	-22.5062412722704	-34.1089722356459	-27.5506467624545	-20.3684403494351	-36.297133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf24_41630"	"Orf24"	41630	-36.3648417294299	-19.2660871735095	-29.0895660937467	-33.0953801371542	-33.8239815834671	-33.9077485878639	-25.9485001566241	-35.2792121407465	-20.2305039274832	-35.2456440886497	-33.5906402454227	-26.614825109541	-32.2990208304382	-30.3328745436955	-24.1197888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-29.6087080062211	-38.2495863856128	-23.0203871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-33.4750557995672	-33.4866769767589	-34.2877987735901	-19.7662412722704	-34.1089722356459	-24.4206467624545	-20.2884403494351	-36.297133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf25_45767"	"Orf25"	45767	-36.3648417294299	-17.1960871735095	-29.0895660937467	-33.0953801371542	-33.8239815834671	-33.9077485878639	-23.1885001566241	-35.2792121407465	-16.2105039274832	-35.2456440886497	-19.4206402454227	-17.764825109541	-32.2990208304382	-30.3328745436955	-36.5597888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-35.1187080062211	-38.2495863856128	-18.6403871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-33.4750557995672	-33.4866769767589	-34.2877987735901	-20.2062412722704	-34.1089722356459	-19.4006467624545	-16.7784403494351	-36.297133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf25_46047"	"Orf25"	46047	-36.3648417294299	-33.0560871735095	-29.0895660937467	-13.1753801371542	-33.8239815834671	-11.1677485878639	-34.9585001566241	-35.2792121407465	-11.6805039274832	-13.0056440886497	-33.5906402454227	-13.794825109541	-32.2990208304382	-30.3328745436955	-19.0997888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-19.9287080062211	-38.2495863856128	-24.8703871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-33.4750557995672	-33.4866769767589	-14.6377987735901	-12.5562412722704	-34.1089722356459	-16.3906467624545	-9.46844034943506	-36.297133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf25_46332"	"Orf25"	46332	-36.3648417294299	-33.0560871735095	-29.0895660937467	-33.0953801371542	-33.8239815834671	-33.9077485878639	-21.8985001566241	-35.2792121407465	-34.9405039274832	-21.9556440886497	-21.3406402454227	-22.854825109541	-32.2990208304382	-30.3328745436955	-25.2997888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-27.4787080062211	-38.2495863856128	-37.6503871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-22.4050557995672	-33.4866769767589	-22.8377987735901	-20.7862412722704	-34.1089722356459	-25.1706467624545	-16.9284403494351	-36.297133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
"Orf26_47239"	"Orf26"	47239	-36.3648417294299	-33.0560871735095	-29.0895660937467	-33.0953801371542	-7.99398158346713	-33.9077485878639	-34.9585001566241	-35.2792121407465	-34.9405039274832	-31.9556440886497	-33.5906402454227	-35.904825109541	-32.2990208304382	-30.3328745436955	-36.5597888838898	-35.3732792941089	-34.3133543496637	-31.0828374506603	-35.1187080062211	-38.2495863856128	-37.6503871456049	-34.4395032332402	-33.4885987608949	-32.0012894464075	-33.1925857055385	-33.4750557995672	-33.4866769767589	-34.2877987735901	-35.8762412722704	-34.1089722356459	-35.8506467624545	-33.9384403494351	-36.297133346855	-35.2883132227255	-33.3430710620219	"dCT.xlsx"
