"eff.sorted._1."	"X629"	"X731"	"X1314"	"X1700"	"X2572"	"X2741"	"X2858"	"X2910"	"X2969"	"X3544"	"X3937"	"X4428"	"X4678"	"X5485"	"X7121"	"X8239"	"filename"
"K15_130749"	25.7741904390467	24.9659687256868	23.8829516297845	28.2473488819279	26.0651502558562	25.8550126103826	26.0974791243906	25.0710375484236	24.4648712634036	24.2224047493957	25.5155594907715	44.2219483449573	25.5236417079051	25.2326818910955	44.9265013719928	23.7213072871126	"b.xlsx"
"K15_131458"	26.412685592601	26.7278920608113	23.7859650241813	28.4413220931343	27.9078957623167	26.3399456383986	25.7256971362451	24.7719955144804	24.5214467833388	24.1335003609261	26.5662477181393	44.3966274198793	26.0166569530546	25.2488463253627	28.4009110074663	24.7073377774116	"b.xlsx"
"K5_26200_2"	22.127415319183	20.3193851713493	16.9068779386831	21.0318208918533	27.7381480115802	20.2595166234078	19.0860930837541	20.0499767056125	21.2353739548544	20.6067542014685	27.0323800712807	27.800078742521	20.7205044425574	19.9242527549353	28.4444757648072	19.5051729193447	"b.xlsx"
"Orf34orOrf35_55680_2"	40.2264584587391	40.5536296028851	40.417691296525	40.707446018843	40.6464791488638	26.0197636189198	40.6908379384489	40.2491055951201	40.6736246464516	40.520030316269	41.1202039296039	40.9842431896769	39.9690751033001	41.3231414672942	41.0224053967022	24.3427374004375	"b.xlsx"
"Orf36orOrf34or35_56709_2"	48.7884323062195	47.8884549912149	48.5026117914911	48.7640399730853	49.5866532110858	37.4463529415698	43.1737626644072	36.8036503404272	48.2203391963004	49.8551022076474	33.2598596091273	49.4706974042046	40.8560792182075	48.2858999643249	49.929716034482	33.8668565102064	"b.xlsx"
"Orf21_36102_2"	32.6327190049698	33.2829539063663	42.6631454924367	31.9068753941085	31.914436265055	31.1885926541937	29.9637315608654	31.6724883947679	29.9108054642401	32.3605276508968	36.0872832373039	41.5390182533201	32.4058928765756	33.6231930989575	34.9726886994376	32.2093102319674	"b.xlsx"
"Orf21_36500_2"	41.9470872554456	40.8501540534785	41.2693677177752	42.2487662912007	41.0813099989398	41.2788959935569	41.3287227857095	41.8366842017154	41.1461232770542	41.4518350367542	40.965450028221	42.1878639819645	41.1610643129457	42.3200299504133	41.1497032469662	41.7326464858014	"b.xlsx"
"Orf34_55359_2"	48.4080051004336	47.8647026220276	48.3386448551184	49.0569733286621	47.8713076173033	47.5085004104015	33.3544874354071	49.0633026838383	48.6245486746542	48.0317366299165	47.5644498413729	48.4332241690748	47.4671518318692	48.2870487298806	47.6111059119712	48.6685521088154	"b.xlsx"
"Orf37or34_35_36_57765_2"	41.4820838919082	41.9033631201934	27.967661630997	29.5932488844883	28.0659529533011	27.9449790181576	27.4762050194764	27.453522406637	41.2821007097453	28.0130268566758	41.3868648743901	42.3197648387336	41.0565234673223	28.640579145233	42.1072141582744	26.137930861951	"b.xlsx"
"Orf43_63567"	45.1353819044101	45.2480927113716	29.4596814519677	44.0986482576171	43.6817697272722	43.8365403786774	44.7408035404436	44.1260016080609	43.7353309425161	44.9719357361584	44.44124848777	44.1394526300139	29.6536546631741	44.8982431631243	43.7130308077065	27.1724140031593	"b.xlsx"
"Orf43_63853"	47.3356444942138	48.9537814658716	30.6289893816994	48.6867676572983	47.5204390685349	48.119989675079	47.8170223613916	30.5764074256793	47.6612759939093	48.5846814633246	48.9629625517932	48.006947367865	47.5646926547377	48.9133525309199	48.2188015830632	29.2268038878305	"b.xlsx"
"Orf43_64036"	48.878145662768	49.4043871919378	49.7529847203149	49.7720947792981	43.7761916930467	49.1375920407126	49.5208892852256	37.6695135669665	48.5276393974636	48.6705769341488	49.4095552597685	49.5786741492546	49.3095448599862	49.5112002714644	48.7830273502562	32.0994243570644	"b.xlsx"
"Orf44_66282"	49.1870920148177	48.7813821641375	49.9741304618715	32.3404378324928	31.5638388561122	49.2001313810299	49.7470623611249	48.2612383279381	49.6267341763317	49.5670562660511	49.0587489138276	49.6480511087945	31.9566015568105	49.4887727099401	49.0113465267406	49.7559193226539	"b.xlsx"
"Orf44_66755"	48.4702987469008	48.5317364627955	49.8816264786908	48.2365868791841	48.9668868367319	49.9616650452574	49.9146265888994	48.47514775714	48.7752226221056	49.5170645454761	49.2449229407976	48.7663256249957	48.5756050934365	48.9912987694935	49.7563098645159	32.9295818835402	"b.xlsx"
"Orf44_67024"	48.8146244173669	49.0514628625136	49.9412624338309	48.4132751932187	48.3770217780607	48.9684706318563	49.7971108687437	42.5558207595067	41.6611054331387	48.6235444916907	48.4679133763993	48.4910655434458	49.6066344966157	48.3043831552982	49.0193506072767	48.695323854603	"b.xlsx"
