"eff.sorted._1."	"X629"	"X731"	"X1314"	"X1700"	"X2572"	"X2741"	"X2858"	"X2910"	"X2969"	"X3544"	"X3937"	"X4428"	"X4678"	"X5485"	"X7121"	"X8239"	"filename"
"Orf45_46_47_48_68227"	27.3569218911069	24.0072877245464	19.9781344480827	21.6125458068859	22.7380745081864	28.3956718823248	21.5047824205912	20.7743861357048	21.8460331438578	32.8012888767415	27.6737804569905	32.5474101425528	21.7801777411222	21.0258340370591	32.3611596220768	20.2235954946429	"b.xlsx"
"Orf46_47_48_69318"	48.8749090194972	49.8846060668134	49.1838479015584	49.3041867378711	33.483020234524	49.0280316896675	49.4387646685353	33.5633580596669	49.1251153524007	32.1708357571913	49.8138622045216	49.1743286087982	49.6616989384377	34.5898969364918	48.8989648082582	31.0193269301442	"b.xlsx"
"Orf47or48_69635"	49.7708396013223	48.9400635208993	32.0012336818898	49.6371098234155	42.5065350558003	49.9703350475739	49.7778833475045	48.7409437014726	30.6354906544619	49.4850981327156	48.9035349186934	48.2546517000835	49.5173544763056	49.014916063979	48.7870075011838	32.2779528573817	"b.xlsx"
"Orf47or48_69773"	43.7921147197735	44.5539234316645	44.0012697274586	43.7752162704425	44.6798033910142	29.2010505036926	44.6265698808388	28.708035258543	28.7969396470126	28.8939262526158	43.8528519691433	43.9836284002347	44.9426182783365	45.2025236789425	44.5950884001464	28.0210468021871	"b.xlsx"
"Orf48_70402"	48.3444927240429	48.677748400975	48.1785663062571	48.9806239369237	48.461393293183	47.4632968987306	47.8256343229848	31.2336818759304	49.0495465272682	48.5146760025017	48.6117677406237	48.5192801160771	47.6690953004549	47.4848189057699	47.7608496767942	48.9635107721356	"b.xlsx"
"Orf49or50_71851"	43.8621220176113	44.591962340352	27.3663872143656	43.8457456179966	40.1799509803556	28.950501772551	28.9181729040166	26.9380297062849	28.2069377962599	28.7241996928102	43.6617731393618	44.9774272623274	44.8290081845026	29.2495438064941	43.8994983202052	28.1665267105919	"b.xlsx"
"Orf49or50_72352"	49.1294573274465	31.8584108816359	32.1976150322389	49.5636061334902	48.9892603059948	49.2227209483218	49.6526458563502	33.7508129850001	49.2443430196979	32.1976150322389	49.1913859289603	49.3488025132732	49.2195360043055	48.3565244468793	48.4454751346744	32.4386285076674	"b.xlsx"
"Orf50_74850"	32.7242741081752	49.7673435256919	49.7279937364489	48.7167605641827	49.0863537257278	48.4389042602614	49.0812765231527	48.6875758760859	49.6535558993205	50.9757572426654	49.8585334339169	49.9133232843446	49.3507148922927	49.5092718609207	48.93709808132	48.5714098936284	"b.xlsx"
"Orf50orK8_75170"	49.2161239466146	49.0527506260338	48.238966075753	48.7437365506873	49.5241735986708	48.6259386801955	49.0891140484231	49.6403637996703	49.0416094491465	48.9457999625434	48.4084630474211	49.2035283869286	49.8186858710028	49.2207287953441	37.0535902408716	48.6832618028256	"b.xlsx"
"Orf52_77022"	32.4640352040322	32.3795933332342	24.067156272488	32.7917764230652	33.4525844628535	22.6602453958624	32.8345316146786	22.0136650780941	32.7926114402459	23.3307731328073	33.3048666560906	32.6517644643693	22.6123505575092	21.6724143548275	32.4309251146757	20.3792537192908	"b.xlsx"
"Orf52_77128"	48.7263391072415	49.3500218776188	49.6692607815983	49.8800870712022	49.7689787365846	48.3904117033439	48.4899737404516	31.5370595810646	48.5719848204644	31.7066616563661	49.2324854704455	49.7703082274587	30.5730056793508	29.3500854521768	48.6834071377701	29.4750554023989	"b.xlsx"
"Orf54_77844"	44.9588271440092	46.1108034218726	46.0322415225728	45.1982305084583	45.0466624596724	45.3585417190664	45.4085119466291	29.0732557104422	45.1399180113608	44.6442020185319	45.5468547991235	44.7324515993339	45.879992269043	45.409749283355	44.6382582548872	27.5895057734193	"b.xlsx"
"Orf54_78056"	23.7891127251754	23.9205789273524	15.2398443579766	24.3764967221461	24.1347234974168	23.6214831410562	23.7488329952386	24.0593660610658	24.1337808660785	23.8001832534714	24.3367028988404	24.3240226670113	23.8779733240139	15.736653696498	24.0023565239304	15.2006225680933	"b.xlsx"
"Orf55_78956"	33.2959451301956	33.1296626654519	32.5354865202401	32.4210941628615	32.452904231718	32.4634597799671	33.149112660964	32.5628911838597	33.3242548773847	32.4605861305108	33.2308830666921	33.1831720482994	33.0864070581777	33.2385425238781	33.118097221477	24.8933422340808	"b.xlsx"
"Orf55_79193"	48.9911224896504	48.4805865252871	48.3063308973627	49.6149782220004	49.7711101312142	49.9509380788439	49.4259972184715	31.6352502562392	48.619928094417	49.3185320236121	49.0113747257295	48.9888683467014	49.5896543595467	32.4297020826515	48.5657189822944	32.331511407477	"b.xlsx"
"Orf56_80963"	49.797047662107	49.4487975353788	48.7759101146161	49.3133937833614	49.8302867691373	49.4322169074002	49.8486603086918	48.9161780758116	49.0331283754826	48.4550861739087	49.0338341449615	49.4708756455899	49.0666899984711	48.9874403692795	48.5354101646209	49.4163636869689	"b.xlsx"
"Orf56_81267"	44.3350523534102	44.454042929114	44.4773466616368	45.1214732357547	44.1283078944668	44.224068019358	43.6469202118298	44.1841458836618	44.3948093452574	44.9945087245561	45.1247462944153	44.8758788322524	44.4307764898621	45.015402944826	45.1814853088332	44.6066404723772	"b.xlsx"
"Orf56_81650"	47.8874282259421	48.8643600893124	48.1948015974846	48.0033812108248	48.8560372968081	47.4983317637565	49.0327731306094	47.6272673173362	47.6099947580209	48.8659587667933	47.827984471918	48.2370116153978	47.330460519062	48.532712148228	48.2606479041	47.3891127039652	"b.xlsx"
"Orf56or57_83216"	20.3433325905259	32.3697414182082	19.7446471111108	19.002277116636	20.427148557644	19.7566208206991	19.1100405029307	18.3556967988677	33.1548075377686	19.3555015494909	33.0844204616147	33.0197076949277	33.271534001517	19.6728048535809	32.3941565075803	18.3556967988677	"b.xlsx"
"Orf58or59_60_61_62_94692"	22.1753101575362	33.0062885532634	22.0675467712414	22.1513627383596	22.0735336260356	22.0675467712414	21.9537965301526	21.5227429849737	32.5161787400268	20.4930039603797	32.873735964664	32.7002798754488	32.9725673414673	21.1096500041772	32.36795991961	19.7745813850815	"b.xlsx"
"Orf58or59_60_61_62_94950"	28.5649704357682	41.2723683163559	25.9186656045033	28.4666791134641	28.4591182425176	27.7862007282817	25.9186656045033	25.880861249771	41.6883468749886	25.8733003788245	40.9045283661766	40.8326492368201	27.710592018817	24.4064914152091	41.6236154436173	24.550147963192	"b.xlsx"
"Orf58or59_60_61_62_95417"	33.4562409594764	49.004416296868	35.5896565382691	37.1696337660779	33.9471943353492	32.9295818835402	35.0987031623963	34.98265963719	49.7181739344974	31.4924274559853	48.8353988655479	48.6049637490093	48.736141706729	32.26010000735	36.4912254648718	29.6625103277322	"b.xlsx"
"Orf59_60_61_62_95961"	27.7381692025112	44.1315962381371	29.2414615893606	29.4354348005669	28.7969396470126	27.7704980710456	28.4170754417335	28.3604999217983	27.681593682576	27.277482825896	44.4276082132871	44.5360092655303	29.1606394180246	26.9946052262201	44.3684423158329	25.8711770446498	"b.xlsx"
"Orf59_60_61_62_96407"	40.4812837483698	40.845235134717	25.6208234612192	25.5691089963321	26.2709481626573	26.8767461799064	27.9775255039323	26.4704182415076	26.2709481626573	26.2931115047518	40.5375768652486	39.9088500519636	40.4153300392528	28.5242212755961	40.835848415013	24.9780865404793	"b.xlsx"
"Orf60_61_62_97138"	32.9987427005952	33.9552692701719	26.5634782608698	33.4057107145455	33.9152984631291	28.5165035006228	33.9009944828554	32.8731863783756	34.0658307008691	33.9765779718193	33.144522786991	33.542838731376	33.0021443785697	33.5435015568107	33.5331428931705	26.2347826086959	"b.xlsx"
"Orf60_61_62_97630"	49.7282702922952	49.7330622831316	48.3592803360485	49.5757203230531	48.5349403230791	33.0277725587147	48.260017272235	48.3394714043674	49.2798289634622	49.8583509510445	49.9355257540083	49.9791288544248	49.8864387084534	32.1083507820802	49.2104169887923	30.6711963545254	"b.xlsx"
"Orf61or62_98333"	48.9019595994767	49.0094892301062	48.9232663966808	33.8757829352223	33.759739410016	34.8041311368726	49.6610212033427	34.3935155861427	48.2033591049549	31.6531031062709	49.2498611382365	48.3329989699473	49.7576015831271	49.6370821269706	48.2836592624505	48.7252556928645	"b.xlsx"
"Orf61or62_98515"	28.3928287903327	43.9065796160999	45.1713032210382	36.3618948840611	26.9057008377505	28.627213087207	44.4337530310764	44.8407201082103	44.7914212812487	44.7556905938213	44.04366129793	44.7405869030084	43.8735344442499	44.3691353861896	28.1261156249239	28.2635133161951	"b.xlsx"
"Orf62_100787"	40.9337936411765	41.8817607844571	41.0493975764985	41.4328678597667	41.2347761275799	42.2704136523983	41.8606140486205	41.6557247448916	41.534097775672	41.8384187699064	41.097366666294	41.3083085005198	41.9778823138362	41.0975472448564	42.2076213138308	41.4328231557548	"b.xlsx"
"Orf62_100977"	45.6783958436865	36.4178178987052	45.2666654457973	34.8681235200369	44.9127921698349	44.7929626755232	44.8506838790864	29.7821584581308	45.0107615801071	44.8960653104633	45.6069136104557	45.8690196706552	44.984595934183	44.6738454622221	30.6724084203445	44.8225905330991	"b.xlsx"
"Orf62_101132"	44.8185952826356	44.6351064373951	44.7581524890254	44.6404349040152	29.5647502747045	44.6958996500055	44.87399746859	44.160859590043	43.6681817913302	43.8070271961046	43.9047735017451	43.8777323229641	44.9558635456095	44.1736968951263	45.327552828231	28.950501772551	"b.xlsx"
"Orf63_103119"	41.6923346174822	41.0795663854489	41.6345130572462	32.3076015542715	41.1069685867518	41.8010389772067	41.012177172397	40.946542460573	41.3185540279858	42.0928140384268	40.9894066254977	41.3889813661175	40.9034802376979	41.7665589718813	41.3002430716422	30.0771446250625	"b.xlsx"
"Orf63_103639"	48.3329135175341	49.2993052318721	49.7502441231946	48.4493315546411	36.482299039856	48.468433271562	49.0289705455698	48.8379762464722	48.978845330799	48.8774530064008	48.684474697698	48.2806324343709	48.6245409701315	48.8186669265508	48.4732186678088	33.7686658350318	"b.xlsx"
"Orf63orOrf64_111231"	48.0259757950961	47.7197491380313	46.2786191097116	47.416507173454	34.4061265558088	48.6503191553072	48.6734685636282	48.009356334357	47.330269935056	48.3221501845333	47.6564486332372	48.7162051094682	47.9682898759802	47.7889797214177	48.2451041894094	48.1287183801136	"b.xlsx"
"Orf63orOrf64_111599"	49.9627826866558	49.1625887192446	49.1343333499393	48.4858649665538	49.2796968908546	49.352697280373	48.8387524527354	48.4715961472924	48.8601008787799	48.6401966563139	49.6404878145333	48.9000369750462	49.3306852345232	48.6380918852873	48.6658262994739	32.3761435325563	"b.xlsx"
"Orf65or66_67_67A_112376"	33.134196431248	40.4209056654303	32.8756241068124	40.3997153846947	40.1838256557012	40.1453055072015	39.911213968513	30.5336976254957	37.3348387949914	32.4766839491118	40.2099976383187	41.2529858585686	39.9268031297873	30.0091651959263	40.3772107040431	29.6471639417165	"b.xlsx"
"Orf66or67_67A_112774"	44.7495477786306	44.0146029709466	28.9343373382838	39.65858535628	30.2759853824612	30.5992740678052	30.7932472790115	28.6191308700734	43.879192559449	28.0776223221223	44.9603260108416	44.6114283845323	44.9637538792933	27.6573470311752	43.727210523765	26.5743299352729	"b.xlsx"
"Orf66or67_67A_113453"	41.2972655110963	40.9432995489326	25.9186656045033	42.0873561521608	41.848996968369	41.8846654453294	26.4403656998098	41.3730267341538	41.0860810458822	27.4157180519046	42.0784417625126	41.0567833717315	41.3840735873086	28.0130268566758	27.4459615356905	25.1777002517491	"b.xlsx"
"Orf66or67_67A_114218"	31.3213184692972	48.6356020034282	31.3388457879705	48.2898191316158	31.5667009307242	48.8030848075442	47.6850736057706	30.6990986563928	48.4219781293313	50.9789441322764	48.0502429908654	47.685172885014	49.0190334351531	47.6377939329107	47.7692578041172	29.5598229426243	"b.xlsx"
"Orf66or67_67A_114453"	48.1330792310174	47.627699790384	31.8646653481714	48.4521368261583	47.9983041453774	46.1099793864271	47.7484126456579	49.0633356183085	47.7772758507494	32.1188114689351	48.5822974213184	48.7528108300523	47.6657938609936	32.4343032050556	48.1984890098059	29.7789144260414	"b.xlsx"
"Orf67or67A_113980"	26.8259701180799	41.6265925587815	41.8305094640805	40.8870822247881	41.038502470739	41.4896952936297	40.9602413346674	41.5638132176174	42.2228925558033	28.9505748540383	40.9029644028119	41.1589508512231	42.2836357531766	27.0452353755275	41.0185002940022	25.079408929445	"b.xlsx"
"Orf68_115939"	48.4714231753436	48.4952670281699	48.8039784681778	49.3986595192481	33.6347694597938	49.1328471663794	48.2397603548911	48.2933556946574	48.2299597697358	49.5490422465611	48.8877989481112	48.2888002190985	48.2523061768648	49.6072709104656	48.3368513325683	48.7206793199594	"b.xlsx"
"Orf68orOrf69_116922"	44.5556047888836	44.8864941611234	29.6914848508683	31.2823945055651	28.5869154533069	29.6667556852513	45.2956336101924	45.8111450353174	29.9799917830672	30.0953945559468	45.3933537508803	45.9556665498028	45.093840780603	44.984639512736	44.9755238537211	29.9058042862161	"b.xlsx"
"Orf68orOrf69_117120"	44.8365996699575	43.8423736755261	44.5246072685125	45.0792414324562	27.4472093857016	29.6213257946397	44.7951832340297	27.9725534993855	43.6511937895988	44.3632000155243	28.2958421847295	44.455080141203	44.3681862605882	43.7919682651203	44.2121015010493	44.4946151310462	"b.xlsx"
"ORF70_20979"	40.3933369516033	40.8552464622353	40.3880901775718	41.311897928729	39.9215922972816	40.4216667932471	31.3759046250859	26.5664593905837	40.8992897115418	40.2479219621544	40.9696011597645	39.9452425233741	26.6033982940745	40.8826192602588	40.4655541191155	40.1051462421086	"b.xlsx"
"ORF71_vFLIP_122381_2"	29.2793858438506	28.8587301956899	27.097234669017	30.5413527883326	28.5432384595694	28.91131215171	27.8859640093183	27.1673439437105	28.2540377014589	27.9560732840118	28.4117835695192	31.4615370186841	31.0145903925134	28.7535662836497	31.6631011834277	26.9044341636101	"b.xlsx"
"ORF71_vFLIP_122443_2"	27.4148805171672	26.5985765866737	24.8528176858164	29.2091327208262	26.2833701184634	26.1863835128602	25.887341478917	25.1276130683587	25.1114486340916	25.3619973652331	26.0004925187874	43.8578491492763	27.9887179336527	26.5824121524065	27.8109091567136	24.7315844288124	"b.xlsx"
"Orf73_LANA_124002_2"	47.4692558965987	34.1519804350451	32.7322676225028	33.9767072483115	32.4343032050556	28.6922206682929	31.7332104581212	31.8120833921513	32.3817212490356	34.1957987317285	48.0910134160848	48.3228801137472	47.3707464295962	48.9276335850985	47.7870706982578	34.0906348196883	"b.xlsx"
"Orf73_LANAor72_vCyc_123511_2"	27.4957026885032	27.3744694314992	25.7984370904475	31.1731114842907	27.0107696604873	26.0813146901234	27.4633738199688	26.6955631922769	25.3700795823667	26.5015899810705	27.6573470311752	44.2155832511079	28.667624172875	28.2150200133935	28.748446344211	24.8770643372172	"b.xlsx"
"vIRF1_K9_84086"	31.4640713011002	44.6283684718059	44.6694807878647	45.0413147961226	43.769097823275	45.2037764020287	44.9659783809424	45.2372227962572	44.5429804599016	44.5074673876863	44.4668595029172	44.0117792305268	44.231020305149	44.7957170340054	44.2708925730917	29.1283105494902	"b.xlsx"
"vIRF1_K9_84202"	40.9485415327964	40.8351364115817	41.0829896672046	40.7432142261156	40.2804723162836	40.2923990947389	40.6053049263893	40.4564329538778	39.9946229755567	41.9596976187411	40.2641367780969	39.938493511221	40.4972885942456	40.6034787721258	41.2444856359523	40.2498512206921	"b.xlsx"
"vIRF1_K9_84969"	40.2595231236311	39.9319720141721	40.4101424917642	41.2349253947935	40.6345959199442	41.3689346768938	40.6404623816111	41.3540409321098	41.1931194952307	40.5345989460001	40.3011841035908	40.734701299516	40.7418398665493	41.336792023686	40.5800767856113	40.4497695504998	"b.xlsx"
"vIRF2_92617"	48.7302098106147	48.7662445769962	48.4014059910356	47.8789591655234	48.618157188639	48.2059670693052	47.5655395608204	48.4001454615678	43.4653642270904	47.9811346923705	48.426666962326	47.6016409025456	47.8817349173144	48.6224281075937	48.7170813061883	30.1820427555287	"b.xlsx"
"vIRF4_86524"	41.1075252147396	41.2072734294783	40.9818546563712	42.2583407152285	26.5008526673816	27.6576659221917	41.5047085908729	41.9525625323754	26.3647569903451	26.9393831822769	41.5783691246318	41.9355384580364	41.8836256706644	40.9546031022121	41.9820190793263	23.8318652232773	"b.xlsx"
"vIRF4_86975"	41.4453810570412	41.8636991102545	41.8610523141893	41.4908332156603	25.480135089608	40.9480751753859	42.158312376098	42.1353457851487	41.3594670582498	33.5798779801733	41.4086068938358	40.8408023365562	40.9701476174421	41.8582214546689	41.8435666429637	23.7562565138125	"b.xlsx"
"Orf73_LANA_124002_2a"	48.7331128506001	33.2063010590321	31.6084709811916	33.7954451100794	33.5901373347145	29.1804833768753	31.1889290054457	33.6704751598573	32.1172772070961	34.2685456359205	49.7616471873827	49.5822844166567	48.9879284125536	34.2953249109681	48.6858847618619	48.2650103982615	"b.xlsx"
