,0
4908,16807.5
4909,16211.5
4910,15280.5
4911,14276.5
4912,13955.5
4913,13147.5
4914,12926.5
4915,11870.5
4916,11398.5
4917,61446.5
4918,61321.5
4919,61251.5
4920,10280.5
4921,9599.5
4922,9004.5
4923,8426.5
4924,8159.5
4925,7607.5
4926,7474.5
4927,6879.5
4928,6879.0
4929,6729.0
4930,6531.5
4931,6531.0
4932,6068.5
4933,6068.0
4934,5782.5
4935,5599.5
4936,5599.0
4937,3353.5
4938,3353.0
4939,2880.5
4940,2880.0
4941,2611.5
4942,2611.0
4943,1790.5
4944,1790.0
4945,1408.5
4946,1408.0
4947,1172.5
4948,317.5
4949,0.5
4950,69640.0
4951,69425.0
4952,69151.0
4953,50890.0
4954,50692.0
4955,50196.0
4956,48794.0
4957,47995.0
4958,47994.5
4959,47993.0
4960,43628.0
4961,43573.0
4962,41149.0
4963,41079.0
4964,39508.0
4965,39370.0
4966,38552.0
4967,38264.0
4968,37944.0
4969,37263.0
4970,36838.0
4971,67664.0
4972,67413.0
4973,67228.0
4974,36368.0
4975,35684.0
4976,35545.0
4977,34925.0
4978,34574.0
4979,34333.0
4980,33670.5
4981,33273.0
4982,32866.0
4983,31437.0
4984,31332.0
4985,30916.0
4986,30170.0
4987,29987.0
4988,28490.0
4989,28143.0
4990,24006.0
4991,23726.0
4992,23441.0
4993,22534.0
4994,22468.0
4995,21702.0
4996,21508.0
4997,64101.0
4998,63914.0
4999,63852.0
5000,20161.0
5001,20160.0
5002,18882.0
5003,18789.0
5004,18650.0
5005,17777.0
5006,17570.0
5007,16945.0
5008,16349.0
5009,15418.0
5010,14414.0
5011,14093.0
5012,13285.0
5013,13064.0
5014,12008.0
5015,11536.0
5016,61584.0
5017,61459.0
5018,61389.0
5019,10418.0
5020,9737.0
5021,9142.0
5022,8564.0
5023,8297.0
5024,7745.0
5025,7612.0
5026,7017.0
5027,7016.5
5028,6866.5
5029,6669.0
5030,6668.5
5031,6206.0
5032,6205.5
5033,5920.0
5034,5737.0
5035,5736.5
5036,3491.0
5037,3490.5
5038,3018.0
5039,3017.5
5040,2749.0
5041,2748.5
5042,1928.0
5043,1927.5
5044,1546.0
5045,1545.5
5046,1310.0
5047,455.0
5048,138.0
5049,137.5
5050,69640.5
5051,69425.5
5052,69151.5
5053,50890.5
5054,50692.5
5055,50196.5
5056,48794.5
5057,47995.5
5058,47995.0
5059,47993.5
5060,43628.5
5061,43573.5
5062,41149.5
5063,41079.5
5064,39508.5
5065,39370.5
5066,38552.5
5067,38264.5
5068,37944.5
5069,37263.5
5070,36838.5
5071,67664.5
5072,67413.5
5073,67228.5
5074,36368.5
5075,35684.5
5076,35545.5
5077,34925.5
5078,34574.5
5079,34333.5
5080,33671.0
5081,33273.5
5082,32866.5
5083,31437.5
5084,31332.5
5085,30916.5
5086,30170.5
5087,29987.5
5088,28490.5
5089,28143.5
5090,24006.5
5091,23726.5
5092,23441.5
5093,22534.5
5094,22468.5
5095,21702.5
5096,21508.5
5097,64101.5
5098,63914.5
5099,63852.5
5100,20161.5
5101,20160.5
5102,18882.5
5103,18789.5
5104,18650.5
5105,17777.5
5106,17570.5
5107,16945.5
5108,16349.5
5109,15418.5
5110,14414.5
5111,14093.5
5112,13285.5
5113,13064.5
5114,12008.5
5115,11536.5
5116,61584.5
5117,61459.5
5118,61389.5
5119,10418.5
5120,9737.5
5121,9142.5
5122,8564.5
5123,8297.5
5124,7745.5
5125,7612.5
5126,7017.5
5127,7017.0
5128,6867.0
5129,6669.5
5130,6669.0
5131,6206.5
5132,6206.0
5133,5920.5
5134,5737.5
5135,5737.0
5136,3491.5
5137,3491.0
5138,3018.5
5139,3018.0
5140,2749.5
5141,2749.0
5142,1928.5
5143,1928.0
5144,1546.5
5145,1546.0
5146,1310.5
5147,455.5
5148,138.5
5149,138.0
5150,0.5
5151,10069.0
5152,9854.0
5153,9580.0
5154,8681.0
5155,8879.0
5156,9375.0
5157,10777.0
5158,11576.0
5159,11576.5
5160,11578.0
5161,15943.0
5162,15998.0
5163,18422.0
5164,18492.0
5165,20063.0
5166,20201.0
5167,21019.0
5168,21307.0
5169,21627.0
5170,22308.0
5171,22733.0
5172,8093.0
5173,7842.0
5174,7657.0
5175,23203.0
5176,23887.0
5177,24026.0
5178,24646.0
5179,24997.0
5180,25238.0
5181,25900.5
5182,26298.0
5183,26705.0
5184,28134.0
5185,28239.0
5186,28655.0
5187,29401.0
5188,29584.0
5189,31081.0
5190,31428.0
5191,35565.0
5192,35845.0
5193,36130.0
5194,37037.0
5195,37103.0
5196,37869.0
5197,38063.0
5198,4530.0
5199,4343.0
5200,4281.0
5201,39410.0
5202,39411.0
5203,40689.0
5204,40782.0
5205,40921.0
5206,41794.0
5207,42001.0
5208,42626.0
5209,43222.0
5210,44153.0
5211,45157.0
5212,45478.0
5213,46286.0
5214,46507.0
5215,47563.0
5216,48035.0
5217,2013.0
5218,1888.0
5219,1818.0
5220,49153.0
5221,49834.0
5222,50429.0
5223,51007.0
5224,51274.0
5225,51826.0
5226,51959.0
5227,52554.0
5228,52554.5
5229,52704.5
5230,52902.0
5231,52902.5
5232,53365.0
5233,53365.5
5234,53651.0
5235,53834.0
5236,53834.5
5237,56080.0
5238,56080.5
5239,56553.0
5240,56553.5
5241,56822.0
5242,56822.5
5243,57643.0
5244,57643.5
5245,58025.0
5246,58025.5
5247,58261.0
5248,59116.0
5249,59433.0
5250,59433.5
5251,59571.0
5252,59571.5
5253,10334.0
5254,10119.0
5255,9845.0
5256,8416.0
5257,8614.0
5258,9110.0
5259,10512.0
5260,11311.0
5261,11311.5
5262,11313.0
5263,15678.0
5264,15733.0
5265,18157.0
5266,18227.0
5267,19798.0
5268,19936.0
5269,20754.0
5270,21042.0
5271,21362.0
5272,22043.0
5273,22468.0
5274,8358.0
5275,8107.0
5276,7922.0
5277,22938.0
5278,23622.0
5279,23761.0
5280,24381.0
5281,24732.0
5282,24973.0
5283,25635.5
5284,26033.0
5285,26440.0
5286,27869.0
5287,27974.0
5288,28390.0
5289,29136.0
5290,29319.0
5291,30816.0
5292,31163.0
5293,35300.0
5294,35580.0
5295,35865.0
5296,36772.0
5297,36838.0
5298,37604.0
5299,37798.0
5300,4795.0
5301,4608.0
5302,4546.0
5303,39145.0
5304,39146.0
5305,40424.0
5306,40517.0
5307,40656.0
5308,41529.0
5309,41736.0
5310,42361.0
5311,42957.0
5312,43888.0
5313,44892.0
5314,45213.0
5315,46021.0
5316,46242.0
5317,47298.0
5318,47770.0
5319,2278.0
5320,2153.0
5321,2083.0
5322,48888.0
5323,49569.0
5324,50164.0
5325,50742.0
5326,51009.0
5327,51561.0
5328,51694.0
5329,52289.0
5330,52289.5
5331,52439.5
5332,52637.0
5333,52637.5
5334,53100.0
5335,53100.5
5336,53386.0
5337,53569.0
5338,53569.5
5339,55815.0
5340,55815.5
5341,56288.0
5342,56288.5
5343,56557.0
5344,56557.5
5345,57378.0
5346,57378.5
5347,57760.0
5348,57760.5
5349,57996.0
5350,58851.0
5351,59168.0
5352,59168.5
5353,59306.0
5354,59306.5
5355,265.0
5356,10632.0
5357,10417.0
5358,10143.0
5359,8118.0
5360,8316.0
5361,8812.0
5362,10214.0
5363,11013.0
5364,11013.5
5365,11015.0
5366,15380.0
5367,15435.0
5368,17859.0
5369,17929.0
5370,19500.0
5371,19638.0
5372,20456.0
5373,20744.0
5374,21064.0
5375,21745.0
5376,22170.0
5377,8656.0
5378,8405.0
5379,8220.0
5380,22640.0
5381,23324.0
5382,23463.0
5383,24083.0
5384,24434.0
5385,24675.0
5386,25337.5
5387,25735.0
5388,26142.0
5389,27571.0
5390,27676.0
5391,28092.0
5392,28838.0
5393,29021.0
5394,30518.0
5395,30865.0
5396,35002.0
5397,35282.0
5398,35567.0
5399,36474.0
5400,36540.0
5401,37306.0
5402,37500.0
5403,5093.0
5404,4906.0
5405,4844.0
5406,38847.0
5407,38848.0
5408,40126.0
5409,40219.0
5410,40358.0
5411,41231.0
5412,41438.0
5413,42063.0
5414,42659.0
5415,43590.0
5416,44594.0
5417,44915.0
5418,45723.0
5419,45944.0
5420,47000.0
5421,47472.0
5422,2576.0
5423,2451.0
5424,2381.0
5425,48590.0
5426,49271.0
5427,49866.0
5428,50444.0
5429,50711.0
5430,51263.0
5431,51396.0
5432,51991.0
5433,51991.5
5434,52141.5
5435,52339.0
5436,52339.5
5437,52802.0
5438,52802.5
5439,53088.0
5440,53271.0
5441,53271.5
5442,55517.0
5443,55517.5
5444,55990.0
5445,55990.5
5446,56259.0
5447,56259.5
5448,57080.0
5449,57080.5
5450,57462.0
5451,57462.5
5452,57698.0
5453,58553.0
5454,58870.0
5455,58870.5
5456,59008.0
5457,59008.5
5458,563.0
5459,298.0
5460,70269.0
5461,70054.0
5462,69780.0
5463,51519.0
5464,51321.0
5465,50825.0
5466,49423.0
5467,48624.0
5468,48623.5
5469,48622.0
5470,44257.0
5471,44202.0
5472,41778.0
5473,41708.0
5474,40137.0
5475,39999.0
5476,39181.0
5477,38893.0
5478,38573.0
5479,37892.0
5480,37467.0
5481,68293.0
5482,68042.0
5483,67857.0
5484,36997.0
5485,36313.0
5486,36174.0
5487,35554.0
5488,35203.0
5489,34962.0
5490,34299.5
5491,33902.0
5492,33495.0
5493,32066.0
5494,31961.0
5495,31545.0
5496,30799.0
5497,30616.0
5498,29119.0
5499,28772.0
5500,24635.0
5501,24355.0
5502,24070.0
5503,23163.0
5504,23097.0
5505,22331.0
5506,22137.0
5507,64730.0
5508,64543.0
5509,64481.0
5510,20790.0
5511,20789.0
5512,19511.0
5513,19418.0
5514,19279.0
5515,18406.0
5516,18199.0
5517,17574.0
5518,16978.0
5519,16047.0
5520,15043.0
5521,14722.0
5522,13914.0
5523,13693.0
5524,12637.0
5525,12165.0
5526,62213.0
5527,62088.0
5528,62018.0
5529,11047.0
5530,10366.0
5531,9771.0
5532,9193.0
5533,8926.0
5534,8374.0
5535,8241.0
5536,7646.0
5537,7645.5
5538,7495.5
5539,7298.0
5540,7297.5
5541,6835.0
5542,6834.5
5543,6549.0
5544,6366.0
5545,6365.5
5546,4120.0
5547,4119.5
5548,3647.0
5549,3646.5
5550,3378.0
5551,3377.5
5552,2557.0
5553,2556.5
5554,2175.0
5555,2174.5
5556,1939.0
5557,1084.0
5558,767.0
5559,766.5
5560,629.0
5561,628.5
5562,60200.0
5563,59935.0
5564,59637.0
5565,70269.5
5566,70054.5
5567,69780.5
5568,51519.5
5569,51321.5
5570,50825.5
5571,49423.5
5572,48624.5
5573,48624.0
5574,48622.5
5575,44257.5
5576,44202.5
5577,41778.5
5578,41708.5
5579,40137.5
5580,39999.5
5581,39181.5
5582,38893.5
5583,38573.5
5584,37892.5
5585,37467.5
5586,68293.5
5587,68042.5
5588,67857.5
5589,36997.5
5590,36313.5
5591,36174.5
5592,35554.5
5593,35203.5
5594,34962.5
5595,34300.0
5596,33902.5
5597,33495.5
5598,32066.5
5599,31961.5
5600,31545.5
5601,30799.5
5602,30616.5
5603,29119.5
5604,28772.5
5605,24635.5
5606,24355.5
5607,24070.5
5608,23163.5
5609,23097.5
5610,22331.5
5611,22137.5
5612,64730.5
5613,64543.5
5614,64481.5
5615,20790.5
5616,20789.5
5617,19511.5
5618,19418.5
5619,19279.5
5620,18406.5
5621,18199.5
5622,17574.5
5623,16978.5
5624,16047.5
5625,15043.5
5626,14722.5
5627,13914.5
5628,13693.5
5629,12637.5
5630,12165.5
5631,62213.5
5632,62088.5
5633,62018.5
5634,11047.5
5635,10366.5
5636,9771.5
5637,9193.5
5638,8926.5
5639,8374.5
5640,8241.5
5641,7646.5
5642,7646.0
5643,7496.0
5644,7298.5
5645,7298.0
5646,6835.5
5647,6835.0
5648,6549.5
5649,6366.5
5650,6366.0
5651,4120.5
5652,4120.0
5653,3647.5
5654,3647.0
5655,3378.5
5656,3378.0
5657,2557.5
5658,2557.0
5659,2175.5
5660,2175.0
5661,1939.5
5662,1084.5
5663,767.5
5664,767.0
5665,629.5
5666,629.0
5667,60200.5
5668,59935.5
5669,59637.5
5670,0.5
5671,70923.0
5672,70708.0
5673,70434.0
5674,52173.0
5675,51975.0
5676,51479.0
5677,50077.0
5678,49278.0
5679,49277.5
5680,49276.0
5681,44911.0
5682,44856.0
5683,42432.0
5684,42362.0
5685,40791.0
5686,40653.0
5687,39835.0
5688,39547.0
5689,39227.0
5690,38546.0
5691,38121.0
5692,68947.0
5693,68696.0
5694,68511.0
5695,37651.0
5696,36967.0
5697,36828.0
5698,36208.0
5699,35857.0
5700,35616.0
5701,34953.5
5702,34556.0
5703,34149.0
5704,32720.0
5705,32615.0
5706,32199.0
5707,31453.0
5708,31270.0
5709,29773.0
5710,29426.0
5711,25289.0
5712,25009.0
5713,24724.0
5714,23817.0
5715,23751.0
5716,22985.0
5717,22791.0
5718,65384.0
5719,65197.0
5720,65135.0
5721,21444.0
5722,21443.0
5723,20165.0
5724,20072.0
5725,19933.0
5726,19060.0
5727,18853.0
5728,18228.0
5729,17632.0
5730,16701.0
5731,15697.0
5732,15376.0
5733,14568.0
5734,14347.0
5735,13291.0
5736,12819.0
5737,62867.0
5738,62742.0
5739,62672.0
5740,11701.0
5741,11020.0
5742,10425.0
5743,9847.0
5744,9580.0
5745,9028.0
5746,8895.0
5747,8300.0
5748,8299.5
5749,8149.5
5750,7952.0
5751,7951.5
5752,7489.0
5753,7488.5
5754,7203.0
5755,7020.0
5756,7019.5
5757,4774.0
5758,4773.5
5759,4301.0
5760,4300.5
5761,4032.0
5762,4031.5
5763,3211.0
5764,3210.5
5765,2829.0
5766,2828.5
5767,2593.0
5768,1738.0
5769,1421.0
5770,1420.5
5771,1283.0
5772,1282.5
5773,60854.0
5774,60589.0
5775,60291.0
5776,654.0
5777,653.5
5778,71134.5
5779,70919.5
5780,70645.5
5781,52384.5
5782,52186.5
5783,51690.5
5784,50288.5
5785,49489.5
5786,49489.0
5787,49487.5
5788,45122.5
5789,45067.5
5790,42643.5
5791,42573.5
5792,41002.5
5793,40864.5
5794,40046.5
5795,39758.5
5796,39438.5
5797,38757.5
5798,38332.5
5799,69158.5
5800,68907.5
5801,68722.5
5802,37862.5
5803,37178.5
5804,37039.5
5805,36419.5
5806,36068.5
5807,35827.5
5808,35165.0
5809,34767.5
5810,34360.5
5811,32931.5
5812,32826.5
5813,32410.5
5814,31664.5
5815,31481.5
5816,29984.5
5817,29637.5
5818,25500.5
5819,25220.5
5820,24935.5
5821,24028.5
5822,23962.5
5823,23196.5
5824,23002.5
5825,65595.5
5826,65408.5
5827,65346.5
5828,21655.5
5829,21654.5
5830,20376.5
5831,20283.5
5832,20144.5
5833,19271.5
5834,19064.5
5835,18439.5
5836,17843.5
5837,16912.5
5838,15908.5
5839,15587.5
5840,14779.5
5841,14558.5
5842,13502.5
5843,13030.5
5844,63078.5
5845,62953.5
5846,62883.5
5847,11912.5
5848,11231.5
5849,10636.5
5850,10058.5
5851,9791.5
5852,9239.5
5853,9106.5
5854,8511.5
5855,8511.0
5856,8361.0
5857,8163.5
5858,8163.0
5859,7700.5
5860,7700.0
5861,7414.5
5862,7231.5
5863,7231.0
5864,4985.5
5865,4985.0
5866,4512.5
5867,4512.0
5868,4243.5
5869,4243.0
5870,3422.5
5871,3422.0
5872,3040.5
5873,3040.0
5874,2804.5
5875,1949.5
5876,1632.5
5877,1632.0
5878,1494.5
5879,1494.0
5880,61065.5
5881,60800.5
5882,60502.5
5883,865.5
5884,865.0
5885,211.5
5886,71718.0
5887,71503.0
5888,71229.0
5889,52968.0
5890,52770.0
5891,52274.0
5892,50872.0
5893,50073.0
5894,50072.5
5895,50071.0
5896,45706.0
5897,45651.0
5898,43227.0
5899,43157.0
5900,41586.0
5901,41448.0
5902,40630.0
5903,40342.0
5904,40022.0
5905,39341.0
5906,38916.0
5907,69742.0
5908,69491.0
5909,69306.0
5910,38446.0
5911,37762.0
5912,37623.0
5913,37003.0
5914,36652.0
5915,36411.0
5916,35748.5
5917,35351.0
5918,34944.0
5919,33515.0
5920,33410.0
5921,32994.0
5922,32248.0
5923,32065.0
5924,30568.0
5925,30221.0
5926,26084.0
5927,25804.0
5928,25519.0
5929,24612.0
5930,24546.0
5931,23780.0
5932,23586.0
5933,66179.0
5934,65992.0
5935,65930.0
5936,22239.0
5937,22238.0
5938,20960.0
5939,20867.0
5940,20728.0
5941,19855.0
5942,19648.0
5943,19023.0
5944,18427.0
5945,17496.0
5946,16492.0
5947,16171.0
5948,15363.0
5949,15142.0
5950,14086.0
5951,13614.0
5952,63662.0
5953,63537.0
5954,63467.0
5955,12496.0
5956,11815.0
5957,11220.0
5958,10642.0
5959,10375.0
5960,9823.0
5961,9690.0
5962,9095.0
5963,9094.5
5964,8944.5
5965,8747.0
5966,8746.5
5967,8284.0
5968,8283.5
5969,7998.0
5970,7815.0
5971,7814.5
5972,5569.0
5973,5568.5
5974,5096.0
5975,5095.5
5976,4827.0
5977,4826.5
5978,4006.0
5979,4005.5
5980,3624.0
5981,3623.5
5982,3388.0
5983,2533.0
5984,2216.0
5985,2215.5
5986,2078.0
5987,2077.5
5988,61649.0
5989,61384.0
5990,61086.0
5991,1449.0
5992,1448.5
5993,795.0
5994,583.5
5995,71718.5
5996,71503.5
5997,71229.5
5998,52968.5
5999,52770.5
6000,52274.5
6001,50872.5
6002,50073.5
6003,50073.0
6004,50071.5
6005,45706.5
6006,45651.5
6007,43227.5
6008,43157.5
6009,41586.5
6010,41448.5
6011,40630.5
6012,40342.5
6013,40022.5
6014,39341.5
6015,38916.5
6016,69742.5
6017,69491.5
6018,69306.5
6019,38446.5
6020,37762.5
6021,37623.5
6022,37003.5
6023,36652.5
6024,36411.5
6025,35749.0
6026,35351.5
6027,34944.5
6028,33515.5
6029,33410.5
6030,32994.5
6031,32248.5
6032,32065.5
6033,30568.5
6034,30221.5
6035,26084.5
6036,25804.5
6037,25519.5
6038,24612.5
6039,24546.5
6040,23780.5
6041,23586.5
6042,66179.5
6043,65992.5
6044,65930.5
6045,22239.5
6046,22238.5
6047,20960.5
6048,20867.5
6049,20728.5
6050,19855.5
6051,19648.5
6052,19023.5
6053,18427.5
6054,17496.5
6055,16492.5
6056,16171.5
6057,15363.5
6058,15142.5
6059,14086.5
6060,13614.5
6061,63662.5
6062,63537.5
6063,63467.5
6064,12496.5
6065,11815.5
6066,11220.5
6067,10642.5
6068,10375.5
6069,9823.5
6070,9690.5
6071,9095.5
6072,9095.0
6073,8945.0
6074,8747.5
6075,8747.0
6076,8284.5
6077,8284.0
6078,7998.5
6079,7815.5
6080,7815.0
6081,5569.5
6082,5569.0
6083,5096.5
6084,5096.0
6085,4827.5
6086,4827.0
6087,4006.5
6088,4006.0
6089,3624.5
6090,3624.0
6091,3388.5
6092,2533.5
6093,2216.5
6094,2216.0
6095,2078.5
6096,2078.0
6097,61649.5
6098,61384.5
6099,61086.5
6100,1449.5
6101,1449.0
6102,795.5
6103,584.0
6104,0.5
6105,72063.0
6106,71848.0
6107,71574.0
6108,53313.0
6109,53115.0
6110,52619.0
6111,51217.0
6112,50418.0
6113,50417.5
6114,50416.0
6115,46051.0
6116,45996.0
6117,43572.0
6118,43502.0
6119,41931.0
6120,41793.0
6121,40975.0
6122,40687.0
6123,40367.0
6124,39686.0
6125,39261.0
6126,70087.0
6127,69836.0
6128,69651.0
6129,38791.0
6130,38107.0
6131,37968.0
6132,37348.0
6133,36997.0
6134,36756.0
6135,36093.5
6136,35696.0
6137,35289.0
6138,33860.0
6139,33755.0
6140,33339.0
6141,32593.0
6142,32410.0
6143,30913.0
6144,30566.0
6145,26429.0
6146,26149.0
6147,25864.0
6148,24957.0
6149,24891.0
6150,24125.0
6151,23931.0
6152,66524.0
6153,66337.0
6154,66275.0
6155,22584.0
6156,22583.0
6157,21305.0
6158,21212.0
6159,21073.0
6160,20200.0
6161,19993.0
6162,19368.0
6163,18772.0
6164,17841.0
6165,16837.0
6166,16516.0
6167,15708.0
6168,15487.0
6169,14431.0
6170,13959.0
6171,64007.0
6172,63882.0
6173,63812.0
6174,12841.0
6175,12160.0
6176,11565.0
6177,10987.0
6178,10720.0
6179,10168.0
6180,10035.0
6181,9440.0
6182,9439.5
6183,9289.5
6184,9092.0
6185,9091.5
6186,8629.0
6187,8628.5
6188,8343.0
6189,8160.0
6190,8159.5
6191,5914.0
6192,5913.5
6193,5441.0
6194,5440.5
6195,5172.0
6196,5171.5
6197,4351.0
6198,4350.5
6199,3969.0
6200,3968.5
6201,3733.0
6202,2878.0
6203,2561.0
6204,2560.5
6205,2423.0
6206,2422.5
6207,61994.0
6208,61729.0
6209,61431.0
6210,1794.0
6211,1793.5
6212,1140.0
6213,928.5
6214,345.0
6215,344.5
6216,72063.5
6217,71848.5
6218,71574.5
6219,53313.5
6220,53115.5
6221,52619.5
6222,51217.5
6223,50418.5
6224,50418.0
6225,50416.5
6226,46051.5
6227,45996.5
6228,43572.5
6229,43502.5
6230,41931.5
6231,41793.5
6232,40975.5
6233,40687.5
6234,40367.5
6235,39686.5
6236,39261.5
6237,70087.5
6238,69836.5
6239,69651.5
6240,38791.5
6241,38107.5
6242,37968.5
6243,37348.5
6244,36997.5
6245,36756.5
6246,36094.0
6247,35696.5
6248,35289.5
6249,33860.5
6250,33755.5
6251,33339.5
6252,32593.5
6253,32410.5
6254,30913.5
6255,30566.5
6256,26429.5
6257,26149.5
6258,25864.5
6259,24957.5
6260,24891.5
6261,24125.5
6262,23931.5
6263,66524.5
6264,66337.5
6265,66275.5
6266,22584.5
6267,22583.5
6268,21305.5
6269,21212.5
6270,21073.5
6271,20200.5
6272,19993.5
6273,19368.5
6274,18772.5
6275,17841.5
6276,16837.5
6277,16516.5
6278,15708.5
6279,15487.5
6280,14431.5
6281,13959.5
6282,64007.5
6283,63882.5
6284,63812.5
6285,12841.5
6286,12160.5
6287,11565.5
6288,10987.5
6289,10720.5
6290,10168.5
6291,10035.5
6292,9440.5
6293,9440.0
6294,9290.0
6295,9092.5
6296,9092.0
6297,8629.5
6298,8629.0
6299,8343.5
6300,8160.5
6301,8160.0
6302,5914.5
6303,5914.0
6304,5441.5
6305,5441.0
6306,5172.5
6307,5172.0
6308,4351.5
6309,4351.0
6310,3969.5
6311,3969.0
6312,3733.5
6313,2878.5
6314,2561.5
6315,2561.0
6316,2423.5
6317,2423.0
6318,61994.5
6319,61729.5
6320,61431.5
6321,1794.5
6322,1794.0
6323,1140.5
6324,929.0
6325,345.5
6326,345.0
6327,0.5
6328,72219.0
6329,72004.0
6330,71730.0
6331,53469.0
6332,53271.0
6333,52775.0
6334,51373.0
6335,50574.0
6336,50573.5
6337,50572.0
6338,46207.0
6339,46152.0
6340,43728.0
6341,43658.0
6342,42087.0
6343,41949.0
6344,41131.0
6345,40843.0
6346,40523.0
6347,39842.0
6348,39417.0
6349,70243.0
6350,69992.0
6351,69807.0
6352,38947.0
6353,38263.0
6354,38124.0
6355,37504.0
6356,37153.0
6357,36912.0
6358,36249.5
6359,35852.0
6360,35445.0
6361,34016.0
6362,33911.0
6363,33495.0
6364,32749.0
6365,32566.0
6366,31069.0
6367,30722.0
6368,26585.0
6369,26305.0
6370,26020.0
6371,25113.0
6372,25047.0
6373,24281.0
6374,24087.0
6375,66680.0
6376,66493.0
6377,66431.0
6378,22740.0
6379,22739.0
6380,21461.0
6381,21368.0
6382,21229.0
6383,20356.0
6384,20149.0
6385,19524.0
6386,18928.0
6387,17997.0
6388,16993.0
6389,16672.0
6390,15864.0
6391,15643.0
6392,14587.0
6393,14115.0
6394,64163.0
6395,64038.0
6396,63968.0
6397,12997.0
6398,12316.0
6399,11721.0
6400,11143.0
6401,10876.0
6402,10324.0
6403,10191.0
6404,9596.0
6405,9595.5
6406,9445.5
6407,9248.0
6408,9247.5
6409,8785.0
6410,8784.5
6411,8499.0
6412,8316.0
6413,8315.5
6414,6070.0
6415,6069.5
6416,5597.0
6417,5596.5
6418,5328.0
6419,5327.5
6420,4507.0
6421,4506.5
6422,4125.0
6423,4124.5
6424,3889.0
6425,3034.0
6426,2717.0
6427,2716.5
6428,2579.0
6429,2578.5
6430,62150.0
6431,61885.0
6432,61587.0
6433,1950.0
6434,1949.5
6435,1296.0
6436,1084.5
6437,501.0
6438,500.5
6439,156.0
6440,155.5
6441,73376.0
6442,73161.0
6443,72887.0
6444,54626.0
6445,54428.0
6446,53932.0
6447,52530.0
6448,51731.0
6449,51730.5
6450,51729.0
6451,47364.0
6452,47309.0
6453,44885.0
6454,44815.0
6455,43244.0
6456,43106.0
6457,42288.0
6458,42000.0
6459,41680.0
6460,40999.0
6461,40574.0
6462,71400.0
6463,71149.0
6464,70964.0
6465,40104.0
6466,39420.0
6467,39281.0
6468,38661.0
6469,38310.0
6470,38069.0
6471,37406.5
6472,37009.0
6473,36602.0
6474,35173.0
6475,35068.0
6476,34652.0
6477,33906.0
6478,33723.0
6479,32226.0
6480,31879.0
6481,27742.0
6482,27462.0
6483,27177.0
6484,26270.0
6485,26204.0
6486,25438.0
6487,25244.0
6488,67837.0
6489,67650.0
6490,67588.0
6491,23897.0
6492,23896.0
6493,22618.0
6494,22525.0
6495,22386.0
6496,21513.0
6497,21306.0
6498,20681.0
6499,20085.0
6500,19154.0
6501,18150.0
6502,17829.0
6503,17021.0
6504,16800.0
6505,15744.0
6506,15272.0
6507,65320.0
6508,65195.0
6509,65125.0
6510,14154.0
6511,13473.0
6512,12878.0
6513,12300.0
6514,12033.0
6515,11481.0
6516,11348.0
6517,10753.0
6518,10752.5
6519,10602.5
6520,10405.0
6521,10404.5
6522,9942.0
6523,9941.5
6524,9656.0
6525,9473.0
6526,9472.5
6527,7227.0
6528,7226.5
6529,6754.0
6530,6753.5
6531,6485.0
6532,6484.5
6533,5664.0
6534,5663.5
6535,5282.0
6536,5281.5
6537,5046.0
6538,4191.0
6539,3874.0
6540,3873.5
6541,3736.0
6542,3735.5
6543,63307.0
6544,63042.0
6545,62744.0
6546,3107.0
6547,3106.5
6548,2453.0
6549,2241.5
6550,1658.0
6551,1657.5
6552,1313.0
6553,1312.5
6554,1157.0
6555,73376.5
6556,73161.5
6557,72887.5
6558,54626.5
6559,54428.5
6560,53932.5
6561,52530.5
6562,51731.5
6563,51731.0
6564,51729.5
6565,47364.5
6566,47309.5
6567,44885.5
6568,44815.5
6569,43244.5
6570,43106.5
6571,42288.5
6572,42000.5
6573,41680.5
6574,40999.5
6575,40574.5
6576,71400.5
6577,71149.5
6578,70964.5
6579,40104.5
6580,39420.5
6581,39281.5
6582,38661.5
6583,38310.5
6584,38069.5
6585,37407.0
6586,37009.5
6587,36602.5
6588,35173.5
6589,35068.5
6590,34652.5
6591,33906.5
6592,33723.5
6593,32226.5
6594,31879.5
6595,27742.5
6596,27462.5
6597,27177.5
6598,26270.5
6599,26204.5
6600,25438.5
6601,25244.5
6602,67837.5
6603,67650.5
6604,67588.5
6605,23897.5
6606,23896.5
6607,22618.5
6608,22525.5
6609,22386.5
6610,21513.5
6611,21306.5
6612,20681.5
6613,20085.5
6614,19154.5
6615,18150.5
6616,17829.5
6617,17021.5
6618,16800.5
6619,15744.5
6620,15272.5
6621,65320.5
6622,65195.5
6623,65125.5
6624,14154.5
6625,13473.5
6626,12878.5
6627,12300.5
6628,12033.5
6629,11481.5
6630,11348.5
6631,10753.5
6632,10753.0
6633,10603.0
6634,10405.5
6635,10405.0
6636,9942.5
6637,9942.0
6638,9656.5
6639,9473.5
6640,9473.0
6641,7227.5
6642,7227.0
6643,6754.5
6644,6754.0
6645,6485.5
6646,6485.0
6647,5664.5
6648,5664.0
6649,5282.5
6650,5282.0
6651,5046.5
6652,4191.5
6653,3874.5
6654,3874.0
6655,3736.5
6656,3736.0
6657,63307.5
6658,63042.5
6659,62744.5
6660,3107.5
6661,3107.0
