,0
615,5922.0
616,36748.0
617,36497.0
618,36312.0
619,5452.0
620,4768.0
621,4629.0
622,4009.0
623,3658.0
624,3417.0
625,2754.5
626,2357.0
627,1950.0
628,521.0
629,416.0
630,39470.0
631,39255.0
632,38981.0
633,20720.0
634,20522.0
635,20026.0
636,18624.0
637,17825.0
638,17824.5
639,17823.0
640,13458.0
641,13403.0
642,10979.0
643,10909.0
644,9338.0
645,9200.0
646,8382.0
647,8094.0
648,7774.0
649,7093.0
650,6668.0
651,37494.0
652,37243.0
653,37058.0
654,6198.0
655,5514.0
656,5375.0
657,4755.0
658,4404.0
659,4163.0
660,3500.5
661,3103.0
662,2696.0
663,1267.0
664,1162.0
665,746.0
666,39653.0
667,39438.0
668,39164.0
669,20903.0
670,20705.0
671,20209.0
672,18807.0
673,18008.0
674,18007.5
675,18006.0
676,13641.0
677,13586.0
678,11162.0
679,11092.0
680,9521.0
681,9383.0
682,8565.0
683,8277.0
684,7957.0
685,7276.0
686,6851.0
687,37677.0
688,37426.0
689,37241.0
690,6381.0
691,5697.0
692,5558.0
693,4938.0
694,4587.0
695,4346.0
696,3683.5
697,3286.0
698,2879.0
699,1450.0
700,1345.0
701,929.0
702,183.0
703,41150.0
704,40935.0
705,40661.0
706,22400.0
707,22202.0
708,21706.0
709,20304.0
710,19505.0
711,19504.5
712,19503.0
713,15138.0
714,15083.0
715,12659.0
716,12589.0
717,11018.0
718,10880.0
719,10062.0
720,9774.0
721,9454.0
722,8773.0
723,8348.0
724,39174.0
725,38923.0
726,38738.0
727,7878.0
728,7194.0
729,7055.0
730,6435.0
731,6084.0
732,5843.0
733,5180.5
734,4783.0
735,4376.0
736,2947.0
737,2842.0
738,2426.0
739,1680.0
740,1497.0
741,41497.0
742,41282.0
743,41008.0
744,22747.0
745,22549.0
746,22053.0
747,20651.0
748,19852.0
749,19851.5
750,19850.0
751,15485.0
752,15430.0
753,13006.0
754,12936.0
755,11365.0
756,11227.0
757,10409.0
758,10121.0
759,9801.0
760,9120.0
761,8695.0
762,39521.0
763,39270.0
764,39085.0
765,8225.0
766,7541.0
767,7402.0
768,6782.0
769,6431.0
770,6190.0
771,5527.5
772,5130.0
773,4723.0
774,3294.0
775,3189.0
776,2773.0
777,2027.0
778,1844.0
779,347.0
780,45634.0
781,45419.0
782,45145.0
783,26884.0
784,26686.0
785,26190.0
786,24788.0
787,23989.0
788,23988.5
789,23987.0
790,19622.0
791,19567.0
792,17143.0
793,17073.0
794,15502.0
795,15364.0
796,14546.0
797,14258.0
798,13938.0
799,13257.0
800,12832.0
801,43658.0
802,43407.0
803,43222.0
804,12362.0
805,11678.0
806,11539.0
807,10919.0
808,10568.0
809,10327.0
810,9664.5
811,9267.0
812,8860.0
813,7431.0
814,7326.0
815,6910.0
816,6164.0
817,5981.0
818,4484.0
819,4137.0
820,45914.0
821,45699.0
822,45425.0
823,27164.0
824,26966.0
825,26470.0
826,25068.0
827,24269.0
828,24268.5
829,24267.0
830,19902.0
831,19847.0
832,17423.0
833,17353.0
834,15782.0
835,15644.0
836,14826.0
837,14538.0
838,14218.0
839,13537.0
840,13112.0
841,43938.0
842,43687.0
843,43502.0
844,12642.0
845,11958.0
846,11819.0
847,11199.0
848,10848.0
849,10607.0
850,9944.5
851,9547.0
852,9140.0
853,7711.0
854,7606.0
855,7190.0
856,6444.0
857,6261.0
858,4764.0
859,4417.0
860,280.0
861,46199.0
862,45984.0
863,45710.0
864,27449.0
865,27251.0
866,26755.0
867,25353.0
868,24554.0
869,24553.5
870,24552.0
871,20187.0
872,20132.0
873,17708.0
874,17638.0
875,16067.0
876,15929.0
877,15111.0
878,14823.0
879,14503.0
880,13822.0
881,13397.0
882,44223.0
883,43972.0
884,43787.0
885,12927.0
886,12243.0
887,12104.0
888,11484.0
889,11133.0
890,10892.0
891,10229.5
892,9832.0
893,9425.0
894,7996.0
895,7891.0
896,7475.0
897,6729.0
898,6546.0
899,5049.0
900,4702.0
901,565.0
902,285.0
903,47106.0
904,46891.0
905,46617.0
906,28356.0
907,28158.0
908,27662.0
909,26260.0
910,25461.0
911,25460.5
912,25459.0
913,21094.0
914,21039.0
915,18615.0
916,18545.0
917,16974.0
918,16836.0
919,16018.0
920,15730.0
921,15410.0
922,14729.0
923,14304.0
924,45130.0
925,44879.0
926,44694.0
927,13834.0
928,13150.0
929,13011.0
930,12391.0
931,12040.0
932,11799.0
933,11136.5
934,10739.0
935,10332.0
936,8903.0
937,8798.0
938,8382.0
939,7636.0
940,7453.0
941,5956.0
942,5609.0
943,1472.0
944,1192.0
945,907.0
946,47172.0
947,46957.0
948,46683.0
949,28422.0
950,28224.0
951,27728.0
952,26326.0
953,25527.0
954,25526.5
955,25525.0
956,21160.0
957,21105.0
958,18681.0
959,18611.0
960,17040.0
961,16902.0
962,16084.0
963,15796.0
964,15476.0
965,14795.0
966,14370.0
967,45196.0
968,44945.0
969,44760.0
970,13900.0
971,13216.0
972,13077.0
973,12457.0
974,12106.0
975,11865.0
976,11202.5
977,10805.0
978,10398.0
979,8969.0
980,8864.0
981,8448.0
982,7702.0
983,7519.0
984,6022.0
985,5675.0
986,1538.0
987,1258.0
988,973.0
989,66.0
990,47938.0
991,47723.0
992,47449.0
993,29188.0
994,28990.0
995,28494.0
996,27092.0
997,26293.0
998,26292.5
999,26291.0
1000,21926.0
1001,21871.0
1002,19447.0
1003,19377.0
1004,17806.0
1005,17668.0
1006,16850.0
1007,16562.0
1008,16242.0
1009,15561.0
1010,15136.0
1011,45962.0
1012,45711.0
1013,45526.0
1014,14666.0
1015,13982.0
1016,13843.0
1017,13223.0
1018,12872.0
1019,12631.0
1020,11968.5
1021,11571.0
1022,11164.0
1023,9735.0
1024,9630.0
1025,9214.0
1026,8468.0
1027,8285.0
1028,6788.0
1029,6441.0
1030,2304.0
1031,2024.0
1032,1739.0
1033,832.0
1034,766.0
1035,48132.0
1036,47917.0
1037,47643.0
1038,29382.0
1039,29184.0
1040,28688.0
1041,27286.0
1042,26487.0
1043,26486.5
1044,26485.0
1045,22120.0
1046,22065.0
1047,19641.0
1048,19571.0
1049,18000.0
1050,17862.0
1051,17044.0
1052,16756.0
1053,16436.0
1054,15755.0
1055,15330.0
1056,46156.0
1057,45905.0
1058,45720.0
1059,14860.0
1060,14176.0
1061,14037.0
1062,13417.0
1063,13066.0
1064,12825.0
1065,12162.5
1066,11765.0
1067,11358.0
1068,9929.0
1069,9824.0
1070,9408.0
1071,8662.0
1072,8479.0
1073,6982.0
1074,6635.0
1075,2498.0
1076,2218.0
1077,1933.0
1078,1026.0
1079,960.0
1080,194.0
1081,5539.0
1082,5324.0
1083,5050.0
1084,13211.0
1085,13409.0
1086,13905.0
1087,15307.0
1088,16106.0
1089,16106.5
1090,16108.0
1091,20473.0
1092,20528.0
1093,22952.0
1094,23022.0
1095,24593.0
1096,24731.0
1097,25549.0
1098,25837.0
1099,26157.0
1100,26838.0
1101,27263.0
1102,3563.0
1103,3312.0
1104,3127.0
1105,27733.0
1106,28417.0
1107,28556.0
1108,29176.0
1109,29527.0
1110,29768.0
1111,30430.5
1112,30828.0
1113,31235.0
1114,32664.0
1115,32769.0
1116,33185.0
1117,33931.0
1118,34114.0
1119,35611.0
1120,35958.0
1121,40095.0
1122,40375.0
1123,40660.0
1124,41567.0
1125,41633.0
1126,42399.0
1127,42593.0
1128,5726.0
1129,5511.0
1130,5237.0
1131,13024.0
1132,13222.0
1133,13718.0
1134,15120.0
1135,15919.0
1136,15919.5
1137,15921.0
1138,20286.0
1139,20341.0
1140,22765.0
1141,22835.0
1142,24406.0
1143,24544.0
1144,25362.0
1145,25650.0
1146,25970.0
1147,26651.0
1148,27076.0
1149,3750.0
1150,3499.0
1151,3314.0
1152,27546.0
1153,28230.0
1154,28369.0
1155,28989.0
1156,29340.0
1157,29581.0
1158,30243.5
1159,30641.0
1160,31048.0
1161,32477.0
1162,32582.0
1163,32998.0
1164,33744.0
1165,33927.0
1166,35424.0
1167,35771.0
1168,39908.0
1169,40188.0
1170,40473.0
1171,41380.0
1172,41446.0
1173,42212.0
1174,42406.0
1175,187.0
1176,5788.0
1177,5573.0
1178,5299.0
1179,12962.0
1180,13160.0
1181,13656.0
1182,15058.0
1183,15857.0
1184,15857.5
1185,15859.0
1186,20224.0
1187,20279.0
1188,22703.0
1189,22773.0
1190,24344.0
1191,24482.0
1192,25300.0
1193,25588.0
1194,25908.0
1195,26589.0
1196,27014.0
1197,3812.0
1198,3561.0
1199,3376.0
1200,27484.0
1201,28168.0
1202,28307.0
1203,28927.0
1204,29278.0
1205,29519.0
1206,30181.5
1207,30579.0
1208,30986.0
1209,32415.0
1210,32520.0
1211,32936.0
1212,33682.0
1213,33865.0
1214,35362.0
1215,35709.0
1216,39846.0
1217,40126.0
1218,40411.0
1219,41318.0
1220,41384.0
1221,42150.0
1222,42344.0
1223,249.0
1224,62.0
1225,49479.0
1226,49264.0
1227,48990.0
1228,30729.0
1229,30531.0
1230,30035.0
1231,28633.0
1232,27834.0
1233,27833.5
1234,27832.0
1235,23467.0
1236,23412.0
1237,20988.0
1238,20918.0
1239,19347.0
1240,19209.0
1241,18391.0
1242,18103.0
1243,17783.0
1244,17102.0
1245,16677.0
1246,47503.0
1247,47252.0
1248,47067.0
1249,16207.0
1250,15523.0
1251,15384.0
1252,14764.0
1253,14413.0
1254,14172.0
1255,13509.5
1256,13112.0
1257,12705.0
1258,11276.0
1259,11171.0
1260,10755.0
1261,10009.0
1262,9826.0
1263,8329.0
1264,7982.0
1265,3845.0
1266,3565.0
1267,3280.0
1268,2373.0
1269,2307.0
1270,1541.0
1271,1347.0
1272,43940.0
1273,43753.0
1274,43691.0
1275,49480.0
1276,49265.0
1277,48991.0
1278,30730.0
1279,30532.0
1280,30036.0
1281,28634.0
1282,27835.0
1283,27834.5
1284,27833.0
1285,23468.0
1286,23413.0
1287,20989.0
1288,20919.0
1289,19348.0
1290,19210.0
1291,18392.0
1292,18104.0
1293,17784.0
1294,17103.0
1295,16678.0
1296,47504.0
1297,47253.0
1298,47068.0
1299,16208.0
1300,15524.0
1301,15385.0
1302,14765.0
1303,14414.0
1304,14173.0
1305,13510.5
1306,13113.0
1307,12706.0
1308,11277.0
1309,11172.0
1310,10756.0
1311,10010.0
1312,9827.0
1313,8330.0
1314,7983.0
1315,3846.0
1316,3566.0
1317,3281.0
1318,2374.0
1319,2308.0
1320,1542.0
1321,1348.0
1322,43941.0
1323,43754.0
1324,43692.0
1325,1.0
1326,50758.0
1327,50543.0
1328,50269.0
1329,32008.0
1330,31810.0
1331,31314.0
1332,29912.0
1333,29113.0
1334,29112.5
1335,29111.0
1336,24746.0
1337,24691.0
1338,22267.0
1339,22197.0
1340,20626.0
1341,20488.0
1342,19670.0
1343,19382.0
1344,19062.0
1345,18381.0
1346,17956.0
1347,48782.0
1348,48531.0
1349,48346.0
1350,17486.0
1351,16802.0
1352,16663.0
1353,16043.0
1354,15692.0
1355,15451.0
1356,14788.5
1357,14391.0
1358,13984.0
1359,12555.0
1360,12450.0
1361,12034.0
1362,11288.0
1363,11105.0
1364,9608.0
1365,9261.0
1366,5124.0
1367,4844.0
1368,4559.0
1369,3652.0
1370,3586.0
1371,2820.0
1372,2626.0
1373,45219.0
1374,45032.0
1375,44970.0
1376,1279.0
1377,1278.0
1378,50851.0
1379,50636.0
1380,50362.0
1381,32101.0
1382,31903.0
1383,31407.0
1384,30005.0
1385,29206.0
1386,29205.5
1387,29204.0
1388,24839.0
1389,24784.0
1390,22360.0
1391,22290.0
1392,20719.0
1393,20581.0
1394,19763.0
1395,19475.0
1396,19155.0
1397,18474.0
1398,18049.0
1399,48875.0
1400,48624.0
1401,48439.0
1402,17579.0
1403,16895.0
1404,16756.0
1405,16136.0
1406,15785.0
1407,15544.0
1408,14881.5
1409,14484.0
1410,14077.0
1411,12648.0
1412,12543.0
1413,12127.0
1414,11381.0
1415,11198.0
1416,9701.0
1417,9354.0
1418,5217.0
1419,4937.0
1420,4652.0
1421,3745.0
1422,3679.0
1423,2913.0
1424,2719.0
1425,45312.0
1426,45125.0
1427,45063.0
1428,1372.0
1429,1371.0
1430,93.0
1431,50990.0
1432,50775.0
1433,50501.0
1434,32240.0
1435,32042.0
1436,31546.0
1437,30144.0
1438,29345.0
1439,29344.5
1440,29343.0
1441,24978.0
1442,24923.0
1443,22499.0
1444,22429.0
1445,20858.0
1446,20720.0
1447,19902.0
1448,19614.0
1449,19294.0
1450,18613.0
1451,18188.0
1452,49014.0
1453,48763.0
1454,48578.0
1455,17718.0
1456,17034.0
1457,16895.0
1458,16275.0
1459,15924.0
1460,15683.0
1461,15020.5
1462,14623.0
1463,14216.0
1464,12787.0
1465,12682.0
1466,12266.0
1467,11520.0
1468,11337.0
1469,9840.0
1470,9493.0
1471,5356.0
1472,5076.0
1473,4791.0
1474,3884.0
1475,3818.0
1476,3052.0
1477,2858.0
1478,45451.0
1479,45264.0
1480,45202.0
1481,1511.0
1482,1510.0
1483,232.0
1484,139.0
1485,51863.0
1486,51648.0
1487,51374.0
1488,33113.0
1489,32915.0
1490,32419.0
1491,31017.0
1492,30218.0
1493,30217.5
1494,30216.0
1495,25851.0
1496,25796.0
1497,23372.0
1498,23302.0
1499,21731.0
1500,21593.0
1501,20775.0
1502,20487.0
1503,20167.0
1504,19486.0
1505,19061.0
1506,49887.0
1507,49636.0
1508,49451.0
1509,18591.0
1510,17907.0
1511,17768.0
1512,17148.0
1513,16797.0
1514,16556.0
1515,15893.5
1516,15496.0
1517,15089.0
1518,13660.0
1519,13555.0
1520,13139.0
1521,12393.0
1522,12210.0
1523,10713.0
1524,10366.0
1525,6229.0
1526,5949.0
1527,5664.0
1528,4757.0
1529,4691.0
1530,3925.0
1531,3731.0
1532,46324.0
1533,46137.0
1534,46075.0
1535,2384.0
1536,2383.0
1537,1105.0
1538,1012.0
1539,873.0
1540,52070.0
1541,51855.0
1542,51581.0
1543,33320.0
1544,33122.0
1545,32626.0
1546,31224.0
1547,30425.0
1548,30424.5
1549,30423.0
1550,26058.0
1551,26003.0
1552,23579.0
1553,23509.0
1554,21938.0
1555,21800.0
1556,20982.0
1557,20694.0
1558,20374.0
1559,19693.0
1560,19268.0
1561,50094.0
1562,49843.0
1563,49658.0
1564,18798.0
1565,18114.0
1566,17975.0
1567,17355.0
1568,17004.0
1569,16763.0
1570,16100.5
1571,15703.0
1572,15296.0
1573,13867.0
1574,13762.0
1575,13346.0
1576,12600.0
1577,12417.0
1578,10920.0
1579,10573.0
1580,6436.0
1581,6156.0
1582,5871.0
1583,4964.0
1584,4898.0
1585,4132.0
1586,3938.0
1587,46531.0
1588,46344.0
1589,46282.0
1590,2591.0
1591,2590.0
1592,1312.0
1593,1219.0
1594,1080.0
1595,207.0
1596,52695.0
1597,52480.0
1598,52206.0
1599,33945.0
1600,33747.0
1601,33251.0
1602,31849.0
1603,31050.0
1604,31049.5
1605,31048.0
1606,26683.0
1607,26628.0
1608,24204.0
1609,24134.0
1610,22563.0
1611,22425.0
1612,21607.0
1613,21319.0
1614,20999.0
1615,20318.0
1616,19893.0
1617,50719.0
1618,50468.0
1619,50283.0
1620,19423.0
1621,18739.0
1622,18600.0
1623,17980.0
1624,17629.0
1625,17388.0
1626,16725.5
1627,16328.0
1628,15921.0
1629,14492.0
1630,14387.0
1631,13971.0
1632,13225.0
1633,13042.0
1634,11545.0
1635,11198.0
1636,7061.0
1637,6781.0
1638,6496.0
1639,5589.0
1640,5523.0
1641,4757.0
1642,4563.0
1643,47156.0
1644,46969.0
1645,46907.0
1646,3216.0
1647,3215.0
1648,1937.0
1649,1844.0
1650,1705.0
1651,832.0
1652,625.0
1653,53291.0
1654,53076.0
1655,52802.0
1656,34541.0
1657,34343.0
1658,33847.0
1659,32445.0
1660,31646.0
1661,31645.5
1662,31644.0
1663,27279.0
1664,27224.0
1665,24800.0
1666,24730.0
1667,23159.0
1668,23021.0
1669,22203.0
1670,21915.0
1671,21595.0
1672,20914.0
1673,20489.0
1674,51315.0
1675,51064.0
1676,50879.0
1677,20019.0
1678,19335.0
1679,19196.0
1680,18576.0
1681,18225.0
1682,17984.0
1683,17321.5
1684,16924.0
1685,16517.0
1686,15088.0
1687,14983.0
1688,14567.0
1689,13821.0
1690,13638.0
1691,12141.0
1692,11794.0
1693,7657.0
1694,7377.0
1695,7092.0
1696,6185.0
1697,6119.0
1698,5353.0
1699,5159.0
1700,47752.0
1701,47565.0
1702,47503.0
1703,3812.0
1704,3811.0
1705,2533.0
1706,2440.0
1707,2301.0
1708,1428.0
1709,1221.0
1710,596.0
1711,54222.0
1712,54007.0
1713,53733.0
1714,35472.0
1715,35274.0
1716,34778.0
1717,33376.0
1718,32577.0
1719,32576.5
1720,32575.0
1721,28210.0
1722,28155.0
1723,25731.0
1724,25661.0
1725,24090.0
1726,23952.0
1727,23134.0
1728,22846.0
1729,22526.0
1730,21845.0
1731,21420.0
1732,52246.0
1733,51995.0
1734,51810.0
1735,20950.0
1736,20266.0
1737,20127.0
1738,19507.0
1739,19156.0
1740,18915.0
1741,18252.5
1742,17855.0
1743,17448.0
1744,16019.0
1745,15914.0
1746,15498.0
1747,14752.0
1748,14569.0
1749,13072.0
1750,12725.0
1751,8588.0
1752,8308.0
1753,8023.0
1754,7116.0
1755,7050.0
1756,6284.0
1757,6090.0
1758,48683.0
1759,48496.0
1760,48434.0
1761,4743.0
1762,4742.0
1763,3464.0
1764,3371.0
1765,3232.0
1766,2359.0
1767,2152.0
1768,1527.0
1769,931.0
1770,55226.0
1771,55011.0
1772,54737.0
1773,36476.0
1774,36278.0
1775,35782.0
1776,34380.0
1777,33581.0
1778,33580.5
1779,33579.0
1780,29214.0
1781,29159.0
1782,26735.0
1783,26665.0
1784,25094.0
1785,24956.0
1786,24138.0
1787,23850.0
1788,23530.0
1789,22849.0
1790,22424.0
1791,53250.0
1792,52999.0
1793,52814.0
1794,21954.0
1795,21270.0
1796,21131.0
1797,20511.0
1798,20160.0
1799,19919.0
1800,19256.5
1801,18859.0
1802,18452.0
1803,17023.0
1804,16918.0
1805,16502.0
1806,15756.0
1807,15573.0
1808,14076.0
1809,13729.0
1810,9592.0
1811,9312.0
1812,9027.0
1813,8120.0
1814,8054.0
1815,7288.0
1816,7094.0
1817,49687.0
1818,49500.0
1819,49438.0
1820,5747.0
1821,5746.0
1822,4468.0
1823,4375.0
1824,4236.0
1825,3363.0
1826,3156.0
1827,2531.0
1828,1935.0
1829,1004.0
1830,55547.0
1831,55332.0
1832,55058.0
1833,36797.0
1834,36599.0
1835,36103.0
1836,34701.0
1837,33902.0
1838,33901.5
1839,33900.0
1840,29535.0
1841,29480.0
1842,27056.0
1843,26986.0
1844,25415.0
1845,25277.0
1846,24459.0
1847,24171.0
1848,23851.0
1849,23170.0
1850,22745.0
1851,53571.0
1852,53320.0
1853,53135.0
1854,22275.0
1855,21591.0
1856,21452.0
1857,20832.0
1858,20481.0
1859,20240.0
1860,19577.5
1861,19180.0
1862,18773.0
1863,17344.0
1864,17239.0
1865,16823.0
1866,16077.0
1867,15894.0
1868,14397.0
1869,14050.0
1870,9913.0
1871,9633.0
1872,9348.0
1873,8441.0
1874,8375.0
1875,7609.0
1876,7415.0
1877,50008.0
1878,49821.0
1879,49759.0
1880,6068.0
1881,6067.0
