,180,220,225,316,541,1167,1338,1347,1367,1461,1835,3392,3450,3588,4337,4647,4750,4983,5030,5098,5130,5267,5386,5557,5720,6039,6268,6725,6814,7109,8064,8670,9161,9401,9926,9953
K1_133PP1.TRUE,-0.594482096087386,-0.594482096087386,0.590534393157501,-0.594482096087386,2.33611890343706,-0.594482096087386,-0.594482096087386,-0.594482096087386,-0.594482096087386,-0.594482096087386,2.83946024148146,-0.594482096087386,-0.594482096087386,-0.594482096087386,1.53031160301437,-0.594482096087386,0.68674613724048,-0.594482096087386,-0.594482096087386,-0.594482096087386,-0.594482096087386,-0.594482096087386,-0.594482096087386,-0.594482096087386,-0.594482096087386,2.31504468733694,3.43342351014527,-0.594482096087386,2.91385921463379,-0.594482096087386,-0.594482096087386,-0.594482096087386,-0.594482096087386,-0.594482096087386,-0.594482096087386,-0.594482096087386
K1_348PP1.TRUE,-1.39099307267762,-1.39099307267762,-0.205976583432737,-1.39099307267762,-1.39099307267762,-1.39099307267762,-1.39099307267762,-1.39099307267762,-1.39099307267762,20.2379454216642,-1.39099307267762,-1.39099307267762,-1.39099307267762,-1.39099307267762,9.50380062642414,-1.39099307267762,-1.01976483934976,-1.39099307267762,-1.39099307267762,-1.39099307267762,-1.39099307267762,-1.39099307267762,-1.39099307267762,-1.39099307267762,-1.39099307267762,2.28853371074671,3.86691253355503,-1.39099307267762,5.66734823804355,-1.39099307267762,-1.39099307267762,-1.39099307267762,-1.39099307267762,-1.39099307267762,-1.39099307267762,-1.39099307267762
K1_622PP1.TRUE,-2.26248683961927,-2.26248683961927,-1.07747035037438,-2.26248683961927,-2.26248683961927,-2.26248683961927,-2.26248683961927,-2.26248683961927,-2.26248683961927,-2.26248683961927,10.8414554979496,-2.26248683961927,-2.26248683961927,-2.26248683961927,14.4823068594825,-2.26248683961927,-2.26248683961927,-2.26248683961927,-2.26248683961927,-2.26248683961927,-2.26248683961927,-2.26248683961927,-2.26248683961927,-2.26248683961927,-2.26248683961927,16.2470399438051,12.8354187666134,-2.26248683961927,14.5458544711019,-2.26248683961927,-2.26248683961927,-2.26248683961927,-2.26248683961927,-2.26248683961927,-2.26248683961927,-2.26248683961927
K3_18883PP1.TRUE,-2.64889802609299,-2.64889802609299,-1.4638815368481,-2.64889802609299,-2.64889802609299,7.35793596903463,-2.64889802609299,-2.64889802609299,9.41518062941542,7.50004046824885,-2.64889802609299,7.12085944735757,-2.64889802609299,-2.64889802609299,5.26589567300877,-2.64889802609299,-2.64889802609299,-2.64889802609299,-2.64889802609299,-2.64889802609299,2.73529741129366,-2.64889802609299,-2.64889802609299,-2.64889802609299,-2.64889802609299,-2.64889802609299,-2.64889802609299,4.70788578330849,3.45944328462819,-2.64889802609299,1.20503779444407,7.71724420746352,-2.64889802609299,-2.64889802609299,8.55261349487671,-2.64889802609299
K3_19081PP1.TRUE,3.89743741151406,17.1661919674345,-4.87728695280271,10.6168990037898,1.86829755747685,12.61453055308,-6.06230344204759,-6.06230344204759,13.3017752134608,4.02663505229425,-6.06230344204759,9.63745403140297,-6.06230344204759,-6.06230344204759,6.24249025705417,-6.06230344204759,-6.06230344204759,-6.06230344204759,8.49357113472288,-6.06230344204759,5.60189199533906,-6.06230344204759,-6.06230344204759,-6.06230344204759,-6.06230344204759,6.45722334137673,-6.06230344204759,-6.06230344204759,9.94603786867358,-6.06230344204759,5.65163237848946,6.35383879150892,-1.81485420591102,-6.06230344204759,-6.06230344204759,-6.06230344204759
K3_19577PP1.TRUE,-3.44876222265655,-3.44876222265655,-2.26374573341166,5.37044022318081,-3.44876222265655,9.17807177247107,-3.44876222265655,-3.44876222265655,11.2753164328519,7.02017627168529,-3.44876222265655,9.19099525079402,-0.293200470103194,-3.44876222265655,2.91603147644521,-3.44876222265655,-3.44876222265655,-3.44876222265655,7.77711235411393,-3.44876222265655,1.3954332147301,-3.44876222265655,6.97722159944007,-3.44876222265655,-3.44876222265655,-3.44876222265655,-3.44876222265655,1.62802158674494,7.32957908806463,-3.44876222265655,3.39517359788051,1.52738001089996,-3.44876222265655,-3.44876222265655,-3.44876222265655,-3.44876222265655
Orf70_20979PP1.TRUE,-2.35642322374483,-2.35642322374483,-1.17140673449994,8.17277922209253,-2.35642322374483,10.1504107713828,-2.35642322374483,-2.35642322374483,6.80765543176358,9.28251527059701,-2.35642322374483,8.86333424970574,-2.35642322374483,-2.35642322374483,6.18837047535693,-2.35642322374483,-2.35642322374483,-2.35642322374483,-2.35642322374483,-2.35642322374483,-1.37222778635818,-2.35642322374483,-2.35642322374483,-2.35642322374483,-2.35642322374483,-2.35642322374483,-2.35642322374483,-2.35642322374483,4.13191808697635,-2.35642322374483,0.387512596792227,7.46971900981168,-2.35642322374483,-2.35642322374483,-2.35642322374483,-2.35642322374483
K4_21778PP1.TRUE,-1.04614295786645,-1.6858838114281,-0.500867322183215,7.52331863440926,-1.6858838114281,-0.629049816300483,-1.6858838114281,-1.6858838114281,9.07819484408031,8.02305468291374,1.82805852614074,6.01387366202246,-1.6858838114281,-1.6858838114281,3.22890988767366,-1.6858838114281,-1.6858838114281,-1.6858838114281,-1.6858838114281,-1.6858838114281,2.12831162595855,-1.6858838114281,-1.6858838114281,-1.6858838114281,-1.6858838114281,2.52364297199622,-1.6858838114281,-1.6858838114281,1.71245749929307,-1.6858838114281,-1.6858838114281,-1.6858838114281,-1.10843457529153,-1.6858838114281,-1.6858838114281,-1.6858838114281
K4_21778.5PP1.TRUE,-2.88575823015642,-2.88575823015642,-1.70074174091154,8.06344421568094,2.94484276936803,0.921075764971196,-2.88575823015642,-2.88575823015642,11.548320425352,9.23318026418542,3.20818410741242,9.17399924329414,-2.88575823015642,-2.88575823015642,-2.88575823015642,-2.88575823015642,-2.88575823015642,-2.88575823015642,-2.88575823015642,-2.88575823015642,0.458437207230226,-2.88575823015642,-2.88575823015642,-2.88575823015642,-2.88575823015642,0.503768553267907,-2.88575823015642,3.20102557924506,5.97258308056475,-2.88575823015642,0.178177590380635,9.78038400340009,-2.88575823015642,-2.88575823015642,-2.88575823015642,-2.88575823015642
