Cluster,,K1_133PP1.TRUE,K1_348PP1.TRUE,K1_622PP1.TRUE,K3_18883PP1.TRUE,K3_19081PP1.TRUE,K3_19577PP1.TRUE,Orf70_20979PP1.TRUE,K4_21778PP1.TRUE,K4_21778.5PP1.TRUE,K4_21780PP1.TRUE,K5_26145PP1.TRUE,K5_26200PP1.TRUE,K7_28624PP1.TRUE,K7_28694PP1.TRUE,Orf16_30265PP1.TRUE,Orf16_30403PP1.TRUE,Orf17_31221PP1.TRUE,Orf17_31509PP1.TRUE,Orf17_31829PP1.TRUE,Orf17_32510PP1.TRUE,Orf18_32935PP1.TRUE,Orf4_2109PP1.TRUE,Orf4_2360PP1.TRUE,Orf4_2545PP1.TRUE,Orf18_33405PP1.TRUE,Orf20_34089PP1.TRUE,Orf20_34228PP1.TRUE,Orf20_34848PP1.TRUE,Orf20_35199PP1.TRUE,Orf20_35440PP1.TRUE,Orf21_36102.5PP1.TRUE,Orf21_36500PP1.TRUE,Orf21_36907PP1.TRUE,Orf22_38336PP1.TRUE,Orf22_38441PP1.TRUE,Orf22_38857PP1.TRUE,Orf23_39603PP1.TRUE,Orf23_39786PP1.TRUE,Orf24_41283PP1.TRUE,Orf24_41630PP1.TRUE,Orf25_45767PP1.TRUE,Orf25_46047PP1.TRUE,Orf25_46332PP1.TRUE,Orf26_47239PP1.TRUE,Orf26_47305PP1.TRUE,Orf27_48071PP1.TRUE,Orf27_48265PP1.TRUE,Orf6_5672PP1.TRUE,Orf6_5859PP1.TRUE,Orf6_5921PP1.TRUE,Orf29_49612PP1.TRUE,Orf29_49613PP1.TRUE,Orf30_50891PP1.TRUE,Orf30_50984PP1.TRUE,Orf30_51123PP1.TRUE,Orf32_51996PP1.TRUE,Orf32_52203PP1.TRUE,Orf32_52828PP1.TRUE,Orf32_53424PP1.TRUE,Orf29_54355PP1.TRUE,Orf34_55359PP1.TRUE,Orf34_55680PP1.TRUE,Orf36_56488PP1.TRUE,Orf36_56709PP1.TRUE,Orf37_57765PP1.TRUE,Orf37_58237PP1.TRUE,Orf7_8189PP1.TRUE,Orf7_8314PP1.TRUE,Orf7_8384PP1.TRUE,Orf39_59355PP1.TRUE,Orf39_60036PP1.TRUE,Orf40_60631PP1.TRUE,Orf40_61209PP1.TRUE,Orf40_61476PP1.TRUE,Orf40_62028PP1.TRUE,Orf40_62161PP2.TRUE,Orf42_62756PP2.TRUE,Orf42_62756.5PP2.TRUE,Orf42_62906.5PP2.TRUE,Orf43_63104PP2.TRUE,Orf42_63104.5PP2.TRUE,Orf43_63567PP2.TRUE,Orf43_63567.5PP2.TRUE,Orf43_63853PP2.TRUE,Orf43_64036PP2.TRUE,Orf43_64036.5PP2.TRUE,Orf44_66282PP2.TRUE,Orf44_66282.5PP2.TRUE,Orf44_66755PP2.TRUE,Orf44_66755.5PP2.TRUE,Orf44_67024PP2.TRUE,Orf44_67024.5PP2.TRUE,Orf45_67845PP2.TRUE,Orf45_67845.5PP2.TRUE,Orf45_68227PP2.TRUE,Orf45_68227.5PP2.TRUE,Orf45_68463PP2.TRUE,Orf46_69318PP2.TRUE,Orf47_69635PP2.TRUE,Orf47_69635.5PP2.TRUE,Orf47_69773PP2.TRUE,Orf47_69773.5PP2.TRUE,Orf8_10202PP1.TRUE,Orf8_10467PP1.TRUE,Orf8_10765PP1.TRUE,Orf48_70402PP2.TRUE,Orf48_70402.5PP2.TRUE,Orf48_71056PP2.TRUE,Orf48_71267.5PP2.TRUE,Orf49_71851PP2.TRUE,Orf49_71851.5PP2.TRUE,Orf49_72196PP2.TRUE,Orf49_72196.5PP2.TRUE,Orf49_72352PP2.TRUE,Orf50_73509PP2.TRUE,Orf50_73509.5PP2.TRUE,Orf50_74850PP2.TRUE,Orf50_74850.5PP2.TRUE,Orf50_75066PP2.TRUE,Orf50_75170PP2.TRUE,Orf52_77022.5PP2.TRUE,Orf52_77128PP2.TRUE,Orf54_77844PP2.TRUE,Orf54_77844.5PP2.TRUE,Orf54_78056PP2.TRUE,Orf55_78956PP2.TRUE,Orf55_79044PP2.TRUE,Orf55_79044.5PP2.TRUE,Orf55_79193PP2.TRUE,Orf55_79193.5PP2.TRUE,Orf56_80963PP2.TRUE,Orf56_80963.5PP2.TRUE,Orf56_81267.5PP2.TRUE,Orf56_81650PP2.TRUE,Orf57_83028PP2.TRUE,Orf57_83032PP2.TRUE,Orf57_83216PP2.TRUE,Orf56_83216.5PP2.TRUE,Orf9_13610PP1.TRUE,Orf9_13806PP1.TRUE,Orf9_13975PP1.TRUE,vIRF1_84086PP2.TRUE,vIRF1_84086.5PP2.TRUE,vIRF1_84202PP2.TRUE,vIRF1_84969PP2.TRUE,vIRF4_86418PP2.TRUE,vIRF4_86524.5PP2.TRUE,vIRF4_86975PP2.TRUE,vIRF4_86975.5PP2.TRUE,vIRF2_92617PP2.TRUE,vIRF2_92617.5PP2.TRUE,Orf58_94692PP2.TRUE,Orf58_94950PP2.TRUE,Orf58_94950.5PP2.TRUE,Orf58_95417PP2.TRUE,Orf58_95961PP2.TRUE,Orf58_95961.5PP2.TRUE,Orf59_96078PP2.TRUE,Orf59_96407PP2.TRUE,Orf59_96407.5PP2.TRUE,Orf60_97138PP2.TRUE,Orf60_97630PP2.TRUE,Orf61_98072PP2.TRUE,Orf61_98333PP2.TRUE,Orf61_98515PP2.TRUE,Orf61_98515.5PP2.TRUE,Orf62_100787PP2.TRUE,Orf62_100787.5PP2.TRUE,Orf62_100977PP2.TRUE,Orf62_100977.5PP2.TRUE,Orf62_101132PP2.TRUE,Orf62_101132.5PP2.TRUE,Orf63_103119PP2.TRUE,Orf63_103119.5PP2.TRUE,Orf63_103639PP2.TRUE,Orf63_103639.5PP2.TRUE,Orf63_111231PP2.TRUE,Orf63_111231.5PP2.TRUE,Orf63_111599PP2.TRUE,Orf10_15008PP1.TRUE,Orf10_15244PP1.TRUE,Orf10_15288PP1.TRUE,Orf65_112376PP2.TRUE,Orf66_112774PP2.TRUE,Orf66_112971PP2.TRUE,Orf66_112971.5PP2.TRUE,Orf66_113453PP2.TRUE,Orf67_113980PP2.TRUE,Orf67_113980.5PP2.TRUE,Orf66_114218PP2.TRUE,Orf66_114218.5PP2.TRUE,Orf66_114453.5PP2.TRUE,Orf68_115325PP2.TRUE,Orf68_115325.5PP2.TRUE,Orf68_115807PP2.TRUE,Orf68_115939PP2.TRUE,Orf68_115939.5PP2.TRUE,Orf69_116922PP2.TRUE,Orf69_117120PP2.TRUE,Orf68_117120.5PP2.TRUE,LANA_122381PP2.TRUE,LANA_122443PP2.TRUE,LANA_123054PP2.TRUE,LANA_123054.5PP2.TRUE,LANA_123293PP2.TRUE,LANA_123293.5PP2.TRUE,LANA_123511PP2.TRUE,LANA_124002PP2.TRUE,LANA_124393PP2.TRUE,LANA_124393.5PP2.TRUE,K14_128145PP2.TRUE,K14_128145.5PP2.TRUE,K14_128349PP2.TRUE,K14_128651PP2.TRUE,Orf11_16083PP2.TRUE,Orf11_16677.5PP1.TRUE,K14_129773PP2.TRUE,K14_129773.5PP2.TRUE,K14_129945PP2.TRUE,K14_130126PP2.TRUE,K15_130749PP2.TRUE,K15_131117PP2.TRUE,K15_131117.5PP2.TRUE,K15_131458PP2.TRUE,K15_136250.5PP2.TRUE,K2_17821PP1.TRUE
1,180,-0.594482096,-1.390993073,-2.26248684,-2.648898026,3.897437412,-3.448762223,-2.356423224,-1.046142958,-2.88575823,-4.333115701,-1.761674686,-2.92113022,-9.169083546,4.057636478,-3.996035616,-6.817030392,-1.520684639,-3.302774307,-4.10527555,13.4119888,-6.064719727,-7.850308785,-9.463751714,-2.5389944,-0.665039375,-7.768254313,-2.31537115,-4.93107599,-1.06626575,-2.888083172,4.920372383,5.394720286,-0.743600153,-4.775955821,-3.169597918,-4.424673899,-5.381273112,-4.619562829,-1.946417733,-1.962408709,-2.912499655,-5.130663734,-2.36803154,-0.651822708,-4.70446848,-1.357378719,-7.075944306,-9.335359605,-3.592456,-11.29327089,-5.756034431,-4.857345658,-2.549792064,-4.942113363,-4.107656411,-2.629309594,-2.494460054,-0.362137572,-3.145074474,-3.345491626,-1.187835441,7.00974208,-0.032917125,-0.503214643,2.595876815,7.33641891,-9.957455287,5.829032107,0.418528813,-0.384272132,-2.108949497,9.001695895,-2.750386773,-4.31473197,-3.580490031,-4.392498477,-3.763686662,-11.04658955,-10.55585294,4.871421275,-2.016030626,13.33449783,-7.044708435,6.709234078,-1.178642055,-9.860539744,-4.205285656,-4.610883533,1.712646035,-9.830461025,1.028983494,-6.696536662,2.520372383,-1.197180144,-0.117683172,-2.238238728,0.212148559,-0.449627617,-2.067405395,-4.045706692,-5.93479323,-12.93511812,3.557280687,-8.68934352,-9.936262832,5.576189178,-3.725163369,2.956205717,-10.79437432,-1.257405395,-6.20941223,-3.515738728,-1.719873479,-9.087805048,7.702394084,-0.388662355,2.778150161,-2.818943439,3.621487888,-9.811572061,-10.69339935,3.157234981,1.866761272,-4.073192737,-5.46596906,9.529713105,8.414942497,-0.504852102,3.078788646,-2.989129263,4.021116378,-1.007223528,-10.92117945,5.087733133,2.404844068,6.557057817,0.662594605,-0.100410388,-9.305656961,-11.13277171,-5.092103643,-9.855480479,-0.733090661,0.668705717,5.637045255,5.818246772,-12.0244594,-5.134113954,-8.111145572,1.880118563,-9.107146589,5.66208102,6.71022696,7.41008493,6.738988197,4.56331667,-3.32137517,-2.189752322,5.165800699,-4.367062544,4.863462056,4.884766125,-12.11724938,1.620520627,-4.619931224,-5.574946984,3.577028042,-6.283503001,-1.024649813,-5.92081711,1.522733963,-8.030974308,7.103950737,-0.032917125,-1.369444408,-0.795812326,-5.035751873,-0.032917125,-8.636653576,-9.014179968,-11.04249121,2.104567644,-11.89312613,2.685358718,-7.827249164,-0.032917125,-11.36796095,-2.166300533,-11.3204255,-14.44663258,-3.937320627,-12.31150648,10.89183462,-0.032917125,-11.10680374,1.613705717,-0.181588488,2.50158651,3.209559975,-2.139271669,0.641893664,1.521788513,3.74538149,-0.032917125,1.844920122,-4.257621724,1.401035247,-6.646668705,-2.821975868,-10.68290721,-12.54494962,-5.783797958,5.790555165,-9.820717613,-0.294033248,-14.77019243,-13.69711393,-0.740135054,-2.421016506,-7.719627617,-0.306849839,1.265098253,-0.032917125,0.983427939,-6.201976667,0.474951551
1,220,-0.594482096,-1.390993073,-2.26248684,-2.648898026,17.16619197,-3.448762223,-2.356423224,-1.685883811,-2.88575823,-4.333115701,-1.761674686,17.31762434,-9.169083546,-18.97210438,-3.996035616,-6.817030392,-1.520684639,-3.302774307,-4.10527555,-6.82775205,-6.064719727,-7.850308785,-9.463751714,-4.768735253,20.74345603,12.2202411,-2.31537115,-4.93107599,-1.06626575,-2.888083172,3.619126939,-2.785020568,-0.743600153,-4.775955821,-3.169597918,-4.424673899,-5.381273112,-4.619562829,-1.946417733,9.0460867,10.16599575,-5.130663734,-2.36803154,-0.651822708,-4.70446848,-1.357378719,-2.247448896,-9.335359605,-13.00219685,-11.29327089,-5.756034431,-4.857345658,-2.549792064,-4.942113363,16.890839,-2.629309594,-2.494460054,-2.891878426,-3.145074474,-3.345491626,-1.187835441,-7.999998773,-0.032917125,-0.912955496,-8.793864038,-10.19332194,-9.957455287,-9.420708747,-1.09121204,-0.384272132,-2.108949497,-5.388044958,-2.750386773,-4.31473197,-3.580490031,-1.713743921,-3.763686662,-11.04658955,-10.55585294,-17.56831958,-2.016030626,-9.055243019,-7.044708435,5.307988634,-1.178642055,4.597955666,-5.8965311,-4.610883533,-13.41709482,-9.830461025,-0.86226195,-6.696536662,-12.33087306,-12.466921,-1.698928616,-1.069484172,0.510903115,-0.380873061,-1.998650839,-4.045706692,-5.93479323,-12.93511812,-7.882460167,-8.68934352,-9.936262832,-15.79355168,-3.725163369,-7.815039728,-10.79437432,-0.508650839,-6.20941223,-2.216984172,-3.709614333,-15.0675459,-4.508851361,-0.388662355,0.346904717,-2.818943439,-8.079757556,-3.572817505,-10.69339935,-4.874010463,0.425515828,-4.073192737,-1.317214504,11.42846766,-13.12479836,-0.504852102,-15.89095221,-2.989129263,-13.68012907,-1.007223528,-8.682684045,3.316487689,4.543598624,-14.82268304,-1.438650839,-0.100410388,-9.305656961,-11.13277171,-5.092103643,-10.86522133,-0.733090661,-1.692539728,1.175799811,-14.15149408,-12.0244594,-6.455359398,-8.111145572,-4.941126881,-2.418651179,-8.519164424,-14.61951389,-13.55965592,-14.85075266,-17.02642418,-3.32137517,-7.340997766,-14.21394015,-4.367062544,-3.707783388,-14.49497473,-9.608494825,-0.020724817,-15.19117667,-5.574946984,-6.594217402,7.154992409,-8.465895257,-5.92081711,2.561488519,16.6375211,-8.977294707,-0.032917125,-8.939185262,-0.795812326,5.273002683,-0.032917125,-8.04789902,-9.014179968,-11.04249121,-7.955173209,-6.034371572,-12.83438214,-7.827249164,-0.032917125,-8.879206394,-2.166300533,-7.401930091,-14.44663258,-3.937320627,-12.31150648,10.51058917,-0.032917125,-6.708049187,1.172460272,-0.181588488,-17.49815434,-18.38018088,-2.139271669,-21.60784719,-20.02945693,-19.43435936,-0.032917125,-12.77632532,-4.257621724,-16.7302102,-5.717914149,-2.821975868,-10.68290721,-12.54494962,-5.783797958,-2.440690279,-12.20045847,-3.155278692,-14.77019243,-13.69711393,-0.740135054,-1.13226195,3.699126939,-9.458095283,-18.6946426,-0.032917125,-2.067817505,-6.201976667,-7.034789302
1,225,0.590534393,-0.205976583,-1.07747035,-1.463881537,-4.877286953,-2.263745733,-1.171406734,-0.500867322,-1.700741741,-3.148099212,-0.576658197,-8.225854584,-7.984067057,5.532912114,-2.811019127,-5.632013903,-0.33566815,-2.117757818,-2.920259061,-5.642735561,-4.879703238,-6.665292296,15.54126478,-3.583718764,0.519977114,-6.583237824,-1.130354661,-3.746059501,0.118750739,-1.703066683,-4.864351981,-1.600004079,0.441416336,-3.590939332,-1.984581429,-3.239657409,-4.196256623,-3.43454634,-0.761401243,-0.77739222,-1.727483166,-3.945647245,-1.183015051,0.533193781,-3.519451991,-0.17236223,-5.890927816,-8.150343115,-11.81718036,-10.1082544,-4.571017942,-3.672329169,-1.364775575,-3.757096874,-2.922639922,-1.444293105,-1.309443565,-1.706861937,-1.960057984,-2.160475136,-0.002818952,-6.814982284,1.152099365,0.272060993,-7.608847549,-9.008305454,12.5975612,-8.235692257,0.093804449,0.800744358,-0.923933008,-4.203028469,-1.565370284,-3.129715481,-2.395473541,12.47277716,-2.578670173,-9.861573062,-9.370836453,12.21669691,-0.831014136,-7.87022653,-5.859691945,-13.13549029,0.006374435,-8.675523254,11.12998998,-3.425867044,13.10792167,-8.645444535,-5.37574087,-5.511520172,8.815648019,-11.28190451,1.907592463,-3.472963092,-2.062575805,-12.54435198,-4.602129759,-2.860690203,-4.749776741,-11.75010163,-6.697443678,-7.504327031,-8.751246343,-0.248535186,-2.54014688,6.311481352,-9.609357835,5.677870241,-5.024395741,4.169536908,-2.524597843,10.32747059,-12.31233028,0.796354134,9.613425797,-1.63392695,-2.993236476,-11.74629643,-9.508382865,9.602510616,9.882036908,-2.888176248,-2.000693424,-10.65501126,13.46021813,0.680164388,12.52406428,-1.804112774,11.14639201,0.177792961,-9.736162965,7.523008769,9.730119704,12.71233345,6.327870241,1.084606101,-8.120640472,-9.947755222,-3.907087154,-9.680204843,0.451925828,7.373981352,-7.477679109,-12.96647759,-10.83944291,-13.32883832,-6.926129083,9.195394198,16.3578699,0.177356655,-13.4344974,-12.37463943,-13.66573617,8.428592306,1.033641319,-7.054476687,-13.02892366,-3.182046055,12.28873769,-13.30995824,-12.95197375,11.71579626,-14.66465559,-4.389930495,10.83230368,-5.098486512,-13.19937418,-4.735800621,10.9380096,-6.845957819,-8.720773628,1.152099365,-7.754168773,0.389204163,-7.910476237,1.152099365,13.67862206,-7.829163479,-9.857474719,-6.77015672,-13.32785049,-11.64936565,-6.642232674,1.152099365,11.19731469,-0.981284043,-10.13540901,0.998383907,-2.752304138,-11.12648999,17.91711025,1.152099365,-0.111528108,8.248981352,1.003428002,-2.673137855,0.154835611,-0.95425518,8.197169299,8.077064149,7.760657126,1.152099365,7.080195758,-3.072605235,6.376310883,13.25860693,-1.636959379,-9.497890723,-1.12993313,-4.598781468,12.2658308,-11.01544198,7.301242388,-13.58517594,11.64790256,0.444881435,5.94425913,9.695648019,6.548425797,9.150373889,1.152099365,7.728703574,-5.016960178,-5.849772813
2,316,-0.594482096,-1.390993073,-2.26248684,-2.648898026,10.616899,5.370440223,8.172779222,7.523318634,8.063444216,9.916086745,4.057527759,7.398331373,16.7301189,10.42709807,-3.996035616,14.81217205,8.228517807,8.186428139,-4.10527555,-6.82775205,-6.064719727,12.51889366,9.625450732,5.800467193,-0.665039375,14.68094813,7.573831295,8.778126456,-1.06626575,-2.888083172,0.969833975,-2.785020568,-0.743600153,4.623246625,14.72960453,-4.424673899,-5.381273112,12.19963962,5.822784713,-1.962408709,-2.912499655,11.96853871,-2.36803154,-0.651822708,7.934733966,1.591823727,16.41325814,13.97384284,11.93700559,6.985931559,11.52316801,-4.857345658,-2.549792064,-4.942113363,7.111546035,-2.629309594,3.694742392,2.50732402,5.444127972,9.94371082,-1.187835441,-7.999998773,-0.032917125,-0.912955496,7.985338408,6.565880502,-9.957455287,13.5584937,5.307990406,1.554930314,7.630252949,11.63115749,-2.750386773,13.33447048,-3.580490031,7.546963115,8.165515784,12.69261289,-10.55585294,8.820882867,-2.016030626,14.72395943,13.19449401,10.37869567,-1.178642055,-4.591337298,7.874175936,9.058318913,9.382107627,13.94874142,5.588445087,9.122665784,5.859833975,13.95228145,2.49177842,1.091222864,-0.908389849,4.739833975,1.162056198,2.403495754,4.654409216,-12.93511812,10.94674228,7.089858926,11.88293961,8.49565077,-3.725163369,4.185667309,-5.155171879,2.242056198,-6.20941223,2.873722864,3.019588113,11.51165654,9.891855676,-0.388662355,5.937611753,-2.818943439,-11.45905052,4.047889531,13.74580309,4.776696573,5.966222864,-4.073192737,-2.106507468,9.669174698,-4.46559591,-0.504852102,6.378250239,4.540073183,6.50057797,0.401978917,8.818022992,8.707194725,-15.69569434,8.686519409,3.562056198,-0.100410388,8.593545485,11.87643073,7.567098803,3.553981113,-0.733090661,2.108167309,-5.983493153,-3.632291636,12.39474304,10.87534764,8.148056873,6.149580155,12.84205586,9.571542612,6.439688552,10.13954652,-1.371550211,6.332778262,6.037827276,-5.03029073,10.04526229,6.632139901,6.562923649,7.274227717,2.392212212,-0.73001778,8.659530369,8.304255462,7.436489635,8.335699445,7.064811779,4.968385336,7.002195556,11.29822814,-1.036587671,-0.032917125,3.720017184,4.613390119,3.583709719,-0.032917125,1.702808016,7.385022478,10.27671124,11.24402924,7.776335464,7.49482031,-2.268046718,-0.032917125,1.121500642,4.062901913,-11.3204255,4.012569864,11.12188182,2.667695963,12.03129621,-0.032917125,-12.5465446,4.313167309,-0.181588488,5.351048102,3.969021567,2.609930777,5.001355256,4.911250105,-7.055156918,-0.032917125,4.244381714,2.031580722,3.310496839,-14.93640956,2.147226577,-10.68290721,7.874252827,-5.783797958,-9.689983243,8.418743979,4.965428344,11.10901001,11.18208852,-0.740135054,1.838445087,0.939833975,2.912611753,-8.465440154,-0.032917125,3.852889531,-6.201976667,8.304413144
1,541,2.336118903,-1.390993073,-2.26248684,-2.648898026,1.868297557,-3.448762223,-2.356423224,-1.685883811,2.944842769,-4.333115701,-1.761674686,12.25972993,-9.169083546,4.718496624,-3.996035616,-6.817030392,-1.520684639,0.417826693,6.365325449,-6.82775205,-6.064719727,-7.850308785,-9.463751714,4.371865746,-0.665039375,-7.768254313,-2.31537115,-4.93107599,-1.06626575,-2.888083172,-1.758767471,-2.785020568,21.36700085,20.48464518,-3.169597918,-4.424673899,-5.381273112,-4.619562829,-1.946417733,-1.962408709,-2.912499655,-5.130663734,-2.36803154,21.62877829,-4.70446848,-1.357378719,-7.075944306,-9.335359605,-13.00219685,5.897330113,-5.756034431,-4.857345658,-2.549792064,-4.942113363,-4.107656411,-2.629309594,5.036140945,-2.891878426,7.765526526,-0.574890626,-1.187835441,7.530602226,-0.032917125,-0.912955496,6.796736961,-10.19332194,-9.957455287,9.559892253,-1.09121204,-0.384272132,-2.108949497,-5.388044958,-2.750386773,-4.31473197,-3.580490031,1.798361669,-3.763686662,10.04401145,9.544748058,-17.56831958,-2.016030626,-9.055243019,-7.044708435,-14.32050678,-1.178642055,-9.860539744,5.96557449,-4.610883533,6.433506181,12.14013997,-1.41015636,-6.696536662,-14.53876747,-12.466921,-1.206823026,0.282621418,2.083008705,-0.268767471,-2.016545249,-4.045706692,-5.93479323,-12.93511812,-7.882460167,-8.68934352,7.674338167,-15.79355168,15.00543763,1.957065862,-10.79437432,-0.546545249,-6.20941223,-3.524878582,1.320986667,6.203055098,-13.49734677,-0.388662355,-1.280989693,-2.818943439,-5.207651966,-10.28071192,4.517201645,3.148095127,0.607621418,-4.073192737,-7.515108914,-7.809426749,-4.174197357,-0.504852102,-2.830351208,-2.989129263,4.511976524,-1.007223528,-10.92117945,-15.94200772,4.715704214,6.517917963,-11.38654525,-0.100410388,-9.305656961,-11.13277171,-5.092103643,-10.86522133,-0.733090661,-2.620434138,8.147905401,-12.38089308,-12.0244594,-7.263253808,10.91945543,-9.609021291,11.92345441,-14.61765983,-13.39891289,6.070945076,7.249848343,3.744176816,-3.32137517,-3.708892176,6.846660845,0.493538455,1.354322202,-14.49497473,7.893610765,-13.67861923,-1.929071078,-5.574946984,-10.78211181,-6.283503001,7.896210333,-5.92081711,-2.406405891,14.83962669,-4.375189117,-0.032917125,-7.098584262,-0.795812326,-8.104891727,-0.032917125,6.49420657,-9.014179968,8.428109791,-7.955173209,-2.882265982,7.286218864,-7.827249164,-0.032917125,-12.7771008,-2.166300533,-3.369824501,7.333968418,-3.937320627,-8.500905484,-12.44790624,-0.032917125,10.6140564,1.174565862,-0.181588488,-17.49815434,4.620420121,-1.488670669,3.322753809,2.402648659,6.776241636,-0.032917125,3.355780268,-1.967020724,4.031895393,6.534191441,-2.821975868,-10.68290721,-12.54494962,-5.783797958,3.391415311,-12.20045847,1.586826898,7.410408566,-13.69711393,-0.740135054,-2.89015636,1.491232529,-0.005989693,5.115958399,-0.032917125,-3.005711915,-6.201976667,3.635811697
2,1167,-0.594482096,-1.390993073,-2.26248684,7.357935969,12.61453055,9.178071772,10.15041077,-0.629049816,0.921075765,12.56371829,4.305159309,6.025962922,11.99775045,10.62472962,-3.996035616,15.1398036,4.996149356,7.454059688,12.10155844,6.329081945,-6.064719727,-7.850308785,-5.386917719,-4.768735253,-0.665039375,-7.768254313,9.081462845,-4.93107599,-1.06626575,-2.888083172,-6.952534475,11.74181343,-0.743600153,-4.775955821,8.347236077,-4.424673899,-5.381273112,15.18727117,6.560416263,-1.962408709,-2.912499655,13.97617026,-2.36803154,-0.651822708,8.452365515,-1.357378719,8.070889689,11.82147439,11.64463714,10.69356311,12.73079956,13.84948834,9.467041931,4.284720632,13.32917758,6.287524401,5.282373941,7.954955569,-3.145074474,-3.345491626,-1.187835441,12.47683522,-0.032917125,8.583878499,13.71296996,12.61351205,-9.957455287,8.186125249,3.515621955,3.232561864,6.737884498,-5.388044958,-2.750386773,-4.31473197,-3.580490031,-14.01223933,7.213147333,10.15024444,10.25098105,5.598514416,0.54080337,12.86159098,11.98212556,-14.32050678,4.518191941,-9.860539744,5.881807486,-4.610883533,6.829739177,12.57637297,1.866076636,-6.696536662,4.727465525,14.259913,-0.960590031,3.308854414,2.659241701,3.657465525,3.209687747,6.171127303,8.822040765,10.62171588,-7.882460167,13.14749048,6.900571163,6.43328232,7.281670626,3.343298858,9.72245967,-0.690312253,11.59742176,-3.828645586,-1.212780337,-13.18071191,10.56948723,-0.388662355,2.775243303,12.71789056,6.47858103,1.05552108,11.06343464,5.594328122,-0.796145586,-4.073192737,-7.558875919,-6.923193753,9.362035639,-0.504852102,6.075881788,-2.989129263,-14.96179048,1.929610467,11.03565454,1.074826275,2.63193721,8.834150959,2.539687747,-0.100410388,10.59117703,11.93406228,7.994730352,-10.86522133,-0.733090661,0.705798858,7.054138397,5.365339913,11.55237459,9.922979187,6.475688423,-6.892788296,-9.107146589,4.159174161,9.917320102,14.13717807,8.536081338,8.640409812,3.295458825,4.747340819,8.502893841,2.289771451,4.500555198,10.05185927,9.599843761,5.837613769,8.727161918,9.611887011,4.014121184,7.163330994,-0.397556671,-5.92081711,4.749827105,12.22585969,5.181043878,-0.032917125,-3.862351267,-0.795812326,-1.508658731,-0.032917125,-13.55956043,10.55265403,12.04434279,13.81166079,8.973967014,-1.84754814,-7.827249164,-0.032917125,-12.58086781,-2.166300533,11.8264085,8.380201413,9.079513368,9.215327512,-9.771072242,-0.032917125,-12.5465446,0.010798858,-0.181588488,6.318679651,5.356653117,1.997562326,5.318986805,4.198881654,1.282474632,-0.032917125,5.102013264,2.209212271,5.188128388,8.170424437,1.104858127,-10.68290721,-12.54494962,-5.783797958,3.147648307,8.026375528,2.133059893,11.29664156,10.19972007,-0.740135054,0.886076636,4.827465525,2.980243303,3.192191395,-0.032917125,1.37052108,14.53485733,6.202044693
