"","K1","K3","Orf70","K4","K5","K7","Orf16","Orf17","Orf18","Orf4","Orf20","Orf21","Orf22","Orf23","Orf24","Orf25","Orf26","Orf27","Orf6","Orf29","Orf30","Orf32","Orf34","Orf36","Orf37","Orf7","Orf39","Orf40","Orf42","Orf43","Orf44","Orf45","Orf46","Orf47","Orf8","Orf48","Orf49","Orf50","Orf52","Orf54","Orf55","Orf56","Orf57","Orf9","vIRF1","vIRF4","vIRF2","Orf58","Orf59","Orf60","Orf61","Orf62","Orf63","Orf10","Orf65","Orf66","Orf67","Orf68","Orf69","LANA","K14","Orf11","K15","K2"
"180",-1.41598733612809,-0.733407612411827,-2.35642322374483,-2.75500562968137,-2.34140245305176,-2.55572353392117,-5.40653300440048,1.12081357672601,-3.36487955116638,-6.61768496637884,-3.79381007532001,3.19049750514258,-4.12340921256733,-5.00041797055391,-1.9544132209047,-3.47039831008607,-2.67814559417238,-4.21666151234608,-8.07369549701792,-4.65295723834312,-3.86652061289879,-2.15774542344289,2.91095331946237,-0.268065883799077,4.96614786263016,-1.23663145561632,-1.24661081444468,-1.20728227107561,-6.84553994525911,1.13854382583364,-3.76692289100975,-0.164116220408409,-0.449627616828867,-6.24575585854503,-5.02277522190138,-1.49678569975583,-4.35804697592093,0.180475712792267,-3.76808218678216,-2.55746684167187,3.50589257682668,-0.583992771921474,3.20816549698637,-8.51017743861891,-1.0707050421335,-4.86286803955644,-3.6135140131031,4.62722043433398,-0.46367138906808,4.87411409047487,-5.17290174027171,-2.69336370431004,-1.25707795664268,-5.98403451087473,-11.8931261279052,-6.74831831608817,-6.74336301641535,-0.159173448522769,2.85557324225152,-1.52870715991394,-5.86710039092145,-7.53211284098729,-0.858643487704293,0.474951551379199
"220",-1.41598733612809,3.68951057289499,-2.35642322374483,-2.96825258086859,7.77797482490845,-14.070593960702,-5.40653300440048,-3.9391216366644,7.33936815357465,-7.36093191756606,0.203889006576412,0.0301687392621717,-4.12340921256733,-5.00041797055391,3.54983448383635,0.88910015974129,-2.67814559417238,-1.80241380760504,-11.2102757815385,-4.65295723834312,3.13297785692857,-2.7901806368333,-4.59391710731845,-0.472936310579904,-9.49359299093147,-6.82312535799076,-1.24661081444468,-3.54947953060386,-6.84553994525911,-4.15682813111984,-6.88562818129654,-5.41106074638439,-0.380873060908428,-6.22856721956492,-8.8360221730886,-9.53203227416612,-5.54244149497741,-3.17035458326077,-7.78370490882195,-1.65496380439158,-4.21625285341389,-4.03079186765688,-3.9059117502539,-8.51017743861891,-3.0287629775637,-10.1856146139667,-3.67988903040184,-11.9828143753871,-8.64066682161515,-9.10137905834572,-7.59883582333139,0.895512043477555,-3.07900326889987,-9.33728146206195,-6.03437157198479,-8.60988778717977,-4.78411531167432,0.436870496104128,-17.9391676113102,-11.4091535082581,-5.60503503914649,-8.96273556302707,-7.29108983604845,-7.03478930218246
"225",-0.230970846883205,-2.86830474102082,-1.17140673449994,-1.7832360916237,-4.4012563905877,-1.22557747145711,-4.22151651515559,-2.75410514741951,-2.1798630619215,1.76408457167882,-2.60879358607513,-2.00764657465364,-2.93839272332244,-3.81540148130903,-0.769396731659814,-2.28538182084119,-1.49312910492749,-3.0316450231012,-10.0252592922936,-3.46794074909823,-2.6815041236539,-1.60516414758842,-3.40890061807357,0.712080178664983,-8.3085765016866,1.48522446458747,-0.0615943251997975,0.235837876744606,-5.66052345601423,-3.88631011170231,0.213223171454322,-1.21884058472518,-12.5443519811456,-5.99067458269055,-7.65100568384371,-1.52163963729177,2.52517683047464,-3.04600170033729,0.0470638756818946,1.66438907853191,2.84106455393458,2.03912737589876,9.59010779933626,-7.32516094937401,-2.33299419305986,-11.0152219770924,12.776632049361,-4.97254712105584,-7.75514880219762,-0.5106102738419,-5.07269089119808,-1.35155097517933,-1.14477052657588,-8.15226497281707,-13.327850492222,-2.68894207071804,-5.55834652717046,4.54263928060797,-1.25915112206525,3.76946481719396,2.90679567154261,-3.14196677852322,3.9125284894036,-5.84977281293757
"316",-1.41598733612809,4.44614706695921,8.17277922209253,8.50094986496878,5.72792956600478,13.5786084851353,5.40806821851819,1.37047958625429,-3.36487955116638,9.31493719493796,5.4157113921824,-0.852928915286071,4.97605908465759,3.40918325236477,1.93018800201398,2.22933583852637,3.6414556287463,9.0025409334913,10.9655933309656,5.53651105888178,-0.126786464286333,2.25422119754472,-4.59391710731845,-0.472936310579904,7.27560945490587,2.96967627256749,4.59259163139268,5.23634285500216,2.07156127765955,6.89134210391727,9.16240912804679,4.4973453718673,4.73983397544684,-1.17878923755742,9.9731802727488,0.950245707841368,2.68752229789965,0.868450107642732,9.26124983227439,-0.0711591134880665,3.12341002135957,4.86547284332375,-1.14903957740458,9.34569167388513,-0.263608847926722,6.94646397950011,9.49581800595343,6.19163883553663,3.88237048772819,6.91857568275058,4.65649506539441,7.68430164807982,1.78821473120591,9.63525431710874,7.77633546437048,3.4453578221834,-3.62876179349667,1.03222401428174,4.66003483452723,-1.10610995996478,1.75493101667574,8.03721917806926,-1.58696653233887,8.3044131436549
"541",-0.43912033628661,-1.40978756375756,-2.35642322374483,-1.02471891436044,5.24902761992965,-2.22529346093977,-5.40653300440048,-0.391321136902171,-3.36487955116638,-4.31406491772458,-3.79381007532001,5.60773760245112,4.2967911206075,-5.00041797055391,-1.9544132209047,-3.47039831008607,8.46215490558986,-4.21666151234608,-5.48007544836365,-3.72942357183497,-3.86652061289879,1.82011986292892,3.17138339244376,-0.472936310579904,-1.69829249116925,-0.496258358149277,-1.24661081444468,-2.84705841259539,3.4522605545031,-9.83799326761386,1.97027401522573,-5.16937627435052,-0.268767470866074,-6.23304082205433,-2.96582183991378,-2.40635562677444,-0.551358859150693,-5.57905102315328,3.83264838596145,-3.66022674436334,-3.66159133559565,-4.69176891344125,-0.05097435705085,-8.51017743861891,-1.51771018254252,-5.18728771669391,1.15721655964053,-2.37882961061776,1.21043570808193,-6.57032626332454,-3.32225663079962,-0.442833464741237,-1.99230073037823,-2.84708112888714,-2.88226598194244,-2.63647227452038,-2.76806251665314,-0.393743375541362,-6.43886711154791,1.09186902761618,-5.37174544288061,4.49861773175633,-0.826127400126616,3.63581169734199
"1167",-1.41598733612809,9.71684609819523,10.1504107713828,4.2852480809257,5.16556111529504,11.3112400344256,5.57188399316334,7.72021235846322,-3.36487955116638,-6.00198725252352,-1.51444327629449,1.34855959951988,-0.28446454752479,4.90299902700992,2.29900377665911,2.89854635495647,3.90027140339143,3.35675548521773,11.3865582135892,7.74493209174196,9.02698004889549,4.09494485951241,5.64449989024537,4.27548068698391,13.1632410041962,0.58143063876099,4.98522318068293,-6.00917861250028,7.0387940498685,1.79656272913788,2.64109601229451,4.79897692115756,3.6574655247371,7.20614292319217,4.0552004903298,6.69517786859097,-1.46300566364264,5.53467680635751,8.32888138156462,-4.14273808062789,1.00414846176626,-0.204421917244042,4.66859197188567,10.1733232231754,-0.959593684740935,8.32909552879035,-7.99996744232012,8.11427038482688,5.18000203701843,7.27620723204085,8.44412661468466,3.63912753151548,-2.08731044717642,12.1362191997323,8.97396701366073,0.626637150842528,4.83005398114844,-3.42062687773979,5.83766638381748,2.18591552405117,1.00230042925248,6.71485072735949,4.40897919626082,6.20204469294516
"1338",-1.41598733612809,-4.05332123026571,-2.35642322374483,-2.96825258086859,5.10980954653493,9.72548846566552,13.189549421967,8.15044018311124,-3.36487955116638,8.34181717546811,2.68183938050049,1.38805855367981,-2.75471507044483,4.70762324262982,4.55666920546281,1.6836566408256,3.11989561901138,2.56137970083767,1.59580664482905,9.05979185469106,4.55086767134624,6.19840178953421,5.83216531904906,1.08510490260385,6.32248943543602,7.76962373504342,2.92143039873907,10.7909038138672,9.78804248110839,9.2897558254203,10.6809557752436,4.85022535239745,1.86671395597699,-5.48917046534357,2.11136611115641,-3.1761149133529,-6.41340668822325,1.02238383239075,-4.00187018719548,-1.28323912646797,-3.00751896476331,-3.26423965752564,2.30784040312556,-2.26278915437389,1.54405113747089,-3.82219725315351,-0.487302013516425,0.348518816066769,-6.96147114932001,2.75045566328072,1.12435443933268,-2.53584584684585,-4.48034666919684,7.85546763097222,7.15321544490063,-2.66135180580542,1.69467819676839,-0.996655591058585,7.29191481505737,5.47092251167982,7.07536160866522,6.55409915859939,0.771161455979219,8.52129312418505
"1347",-1.41598733612809,-4.05332123026571,-2.35642322374483,-2.96825258086859,-1.29358765871006,-5.48790873957947,-0.61384778327796,-3.9391216366644,-3.36487955116638,7.164438524679,-3.79381007532001,-0.347539583150175,2.21504760151437,-5.00041797055391,-1.9544132209047,-3.47039831008607,-2.67814559417238,-4.21666151234608,-4.32515230079012,0.428832909071883,-3.86652061289879,-0.458838026272043,1.53376811380407,-0.472936310579904,7.33677745131356,0.00199812275758345,-1.24661081444468,-2.71103043560225,-1.88169733469785,-0.857746306117159,-3.58577476333471,2.08351336827499,-3.94399802814547,3.08333675974833,10.9693482691565,3.45987170514713,-0.137543304974208,0.212562105247863,-0.9825821713179,5.90474303153209,-0.602729669963283,1.99533315200089,2.8071284190031,7.19519300362615,-0.173982850620953,6.2226319759078,-3.0456992187614,0.910245091570141,1.6718718174692,3.30474367915827,6.5851630618021,1.58790790411334,3.35471037974783,-3.94882464798026,7.66250346077817,4.33921610481855,4.78200742582967,1.35620308619311,6.71620283093491,2.1062076375206,-5.11178559657975,-7.23429804664559,0.0647342655057463,7.69058114006259
"1367",-1.41598733612809,11.3307574252427,6.80765543176358,11.0891594079732,3.73280577567582,9.02848469480642,15.022545651108,8.84745701884401,-3.36487955116638,5.88648007127568,5.41945284908671,0.0167227064404152,10.5373361096077,2.51662135720029,3.63466543460371,7.41565412691953,1.33889373358183,2.65241714316232,7.69046954063662,5.89642853199583,6.40755804260962,2.28787835479801,8.72516154818996,1.7541030171743,10.1454856645769,0.341567527178717,1.32042851330952,2.27126858080477,1.63501904637219,1.25639250272507,5.1249388951331,3.42622158153836,-7.16528981488211,3.74338758357296,8.39805648241982,5.53992252897176,-0.810576734363522,5.47571402334151,-2.54887395805458,1.85011791146209,-3.02032047310695,-0.90625765114277,3.24583663226646,7.1739012168895,5.22606797320367,11.4713401891711,-4.66134511212973,3.43250193595628,3.5139133640659,5.31845189242163,2.39035161118835,5.82751119108421,-2.12888492695882,7.44679719344645,9.50121167404153,5.37668028761571,8.62071563909305,-3.51435099013413,4.37991104419828,2.45511911790663,7.58960783780613,8.17209538774029,-1.49404080653624,5.49928935332596
"1461",5.79365882865251,6.1822839307428,9.28251527059701,9.05735258013992,3.19266561450925,9.54834453363984,-5.40653300440048,0.892847610506528,6.87458969600452,1.35836041199517,3.29955302128508,1.66329593232937,2.80290361887993,4.03405127661702,-1.9544132209047,5.05889401947515,2.53632365299854,8.45227698199576,9.54866271280339,-4.65295723834312,8.28575121477639,1.15428861033762,4.67055213985247,3.93653293659102,8.42534550341036,0.713187473456517,-0.547141567273765,0.0683967852364621,-2.26607069808819,8.80094522672799,7.02714517655127,3.02708142037178,3.45957002395132,5.42074742240639,8.86624965458659,4.36004774421972,4.58309883557159,1.42327413997906,8.60098588077888,-6.49133508115175,0.517198860163163,-0.538526016741045,5.90736313776656,8.44876105572296,1.5284278120371,8.13620002800459,1.73055405445792,7.35804155070777,5.39210653623265,4.67331173125506,7.29623111389889,2.60754794752734,0.319758053182877,10.8616570322799,9.92607151287496,5.78814036456697,8.41557547792648,-0.613084879075692,4.98477088303171,5.32349297285673,5.50210036484683,6.79195522657373,0.972875096763822,9.41414919215939
