"type","Date","Array","Primer","Type","Gene","Concat","Good","Plate","X629","X731","X1314","X1700","X2572","X2741","X2858","X2910","X2969","X3544","X3937","X4428","X4678","X5485","X7121","X8239"
"CT","112511","KSHV dream array","ORF4 (2545)","KSHV","ORF4","KSHV dream arrayORF4 (2545)","good","PP1",55.0654140599072,54.446283145342,55.1473370217718,54.7338304123841,55.9266036739573,55.4409275972284,55.5778976883739,55.4861673642881,54.8578675743192,54.0165753480978,54.440314964857,54.9919548076577,55.3449904513545,54.1216557375155,54.5367226093076,54.7813215381466
"CT","112511","KSHV dream array","Orf40 (60631)","KSHV","ORF40","KSHV dream arrayOrf40 (60631)","good","PP1",55.2234877203591,54.8609564770013,55.5703650666401,55.0011242986657,55.7380452789366,55.8545942776836,55.0757552580908,35.65,54.8994895480573,54.2636906683445,54.7987781009823,54.2692331098951,54.5367332217284,55.632113293279,54.298654301092,32.92
"CT","112511","KSHV dream array","Orf40 (61476)","KSHV","ORF40","KSHV dream arrayOrf40 (61476)","good","PP1",55.1053322167136,55.0828707008623,55.796031630598,54.5118127907626,55.7026825300418,55.4229695051908,54.8075399883091,54.9495651805773,55.3125484953634,54.0709817139432,55.5342206773348,54.5558091504499,54.4057845654897,55.9982614386827,55.2585671325214,34.96
"CT","112511","KSHV dream array","Orf40 (62028)","KSHV","ORF40","KSHV dream arrayOrf40 (62028)","good","PP1",55.2775977235287,54.5136639098637,35.96,54.3455219618045,54.8090110374615,54.8814708278514,35.97,54.3884009723552,54.0953045971692,54.8209634474479,54.5398149606772,55.595476958435,54.2984942928888,55.3455727300607,54.5938469599932,33.56
"CT","112511","KSHV dream array","Orf40 (62161)","KSHV","ORF40","KSHV dream arrayOrf40 (62161)","good","PP1",55.9764035511762,54.0677847201005,55.4267914588563,55.273624710273,55.4680357994512,55.6853242693469,54.6218143710867,55.2615271965042,37.33,54.4829723602161,55.0044425902888,54.2923692394979,55.6305204327218,54.1845533456653,55.8659974066541,36.88
"CT","112511","KSHV dream array","Orf42 or Orf43 (62906)","KSHV","Orf42 or Orf43","KSHV dream arrayOrf42 or Orf43 (62906)","good","PP1",38.11,54.5930707757361,39.45,54.8292860062793,38.11,55.1144834095612,39.78,54.2924054386094,54.1763045368716,55.8186578252353,55.5488472897559,54.0354094929062,37.96,54.08806251036,55.5225199349225,35.62
"CT","112511","KSHV dream array","Orf43 (63567)","KSHV","Orf43","KSHV dream arrayOrf43 (63567)","good","PP2",55.8452973464131,55.9847526531667,36.45,54.5625631292351,54.0467658876441,54.2382611776702,55.3570917495526,54.5964069990441,54.1130363359116,55.6430679759942,54.9864569995552,54.6130497367121,36.69,55.5518893157132,54.0854447302409,33.62
"CT","112511","KSHV dream array","Orf43 (63853)","KSHV","Orf43","KSHV dream arrayOrf43 (63853)","good","PP2",54.0135606322438,55.8599776476622,34.95,55.5552946398966,54.2244252576493,54.9085579738021,54.5628492897376,34.89,54.385130871553,55.438806549646,55.8704539630562,54.7795681273565,54.2749219560064,55.8138451664709,55.0213098553941,33.35
"CT","112511","KSHV dream array","Orf43 (64036)","KSHV","Orf43","KSHV dream arrayOrf43 (64036)","good","PP2",54.7566865524277,55.3462187875994,55.736741900444,55.7581503130496,49.0411240952835,55.0473363674246,55.4767325073481,42.2,54.3640251401812,54.524153675884,55.3520084153861,55.5414671171457,55.239969833754,55.4658782025799,54.6501284260303,35.96
"CT","112511","KSHV dream array","Orf44 (66282)","KSHV","Orf44","KSHV dream arrayOrf44 (66282)","good","PP2",55.1027896692976,54.648285374511,55.9844846879132,36.23,35.36,55.1173972710967,55.7301072631963,54.0655841976404,55.595307290554,55.5284519591369,54.9590108320117,55.6191879957914,35.8,55.4407532936893,54.9059073925018,55.7400294453837
"CT","112511","KSHV dream array","Orf44 (66755)","KSHV","Orf44","KSHV dream arrayOrf44 (66755)","good","PP2",54.2997881690972,54.3686149567366,55.8808553144336,54.0379679361358,54.8561005662195,55.9705200642347,55.9178243251517,54.3052203664556,54.6413850286044,55.4724477687851,55.1675758808851,54.6314179957844,54.4177596373484,54.8834485053085,55.7404669574462,36.89
"CT","112511","KSHV dream array","Orf44 (67024)","KSHV","Orf44","KSHV dream arrayOrf44 (67024)","good","PP2",54.6855256506242,54.9508484923281,55.9476636447944,54.2359064319171,54.1952928435057,54.8578748432919,55.7861750703305,47.6739799907058,46.6716578687169,54.4714646739885,54.2971159117296,54.3230525739491,55.5727902362123,54.1139180236496,54.9148741182871,54.5518768914044
"CT","112511","KSHV dream array","Orf45,46,47,48 (68227)","KSHV","Orf45,46,47,48","KSHV dream arrayOrf45,46,47,48 (68227)","good","PP2",45.6949814748019,40.1,33.37,36.1,37.98,47.4300327278115,35.92,34.7,36.49,54.7888499129564,46.2242386169545,54.3647896293551,36.38,35.12,54.0536905182526,33.78
"CT","112511","KSHV dream array","Orf46,47,48 (69318)","KSHV","Orf46,47,48","KSHV dream arrayOrf46,47,48 (69318)","good","PP2",54.7530606403016,55.8841932555661,55.0991553887725,55.2339672939852,37.51,54.9245992684737,55.3847308196127,37.6,55.033359116409,36.04,55.8049410777166,55.0884912172332,55.6344772404991,38.75,54.7800096021965,34.75
"CT","112511","KSHV dream array","Orf47 or 48 (69635)","KSHV","Orf47 or 48","KSHV dream arrayOrf47 or 48 (69635)","good","PP2",55.7567441756837,54.8260512286797,35.85,55.6069308095612,47.6187667293847,55.980232801754,55.7646350683644,54.6029834058136,34.32,55.4366367775947,54.7851293566637,54.0582054005936,55.4727725693956,54.9099062355235,54.6545872669667,36.16
"CT","112511","KSHV dream array","Orf47 or 48 (69773)","KSHV","Orf47 or 48","KSHV dream arrayOrf47 or 48 (69773)","good","PP2",54.1832940094173,55.1258679335006,54.4420782071538,54.1623858241364,55.2816172251478,36.13,55.2157522412017,35.52,35.63,35.75,54.2584432517178,54.4202508707531,55.6067939470522,55.9283708068542,55.1768007008359,34.67
"CT","112511","KSHV dream array","Orf48 (70402)","KSHV","Orf48","KSHV dream arrayOrf48 (70402)","good","PP2",55.1647329805419,55.5450029843487,54.9753983528353,55.8906069430523,55.2981253964826,54.1592217078432,54.5726761911064,35.64,55.9692528462037,55.3589250091463,55.4697140464559,55.3641786519438,54.3940532933921,54.1837799502537,54.498751996085,55.8710795240477
"CT","112511","KSHV dream array","Orf49 or 50 (71851)","KSHV","Orf49 or 50","KSHV dream arrayOrf49 or 50 (71851)","good","PP2",54.2699129367247,55.172932876274,33.86,54.2496506753378,49.7140206903405,35.82,35.78,33.33,34.9,35.54,54.022024424281,55.6498625548556,55.4662259668112,36.19,54.3161580474116,34.85
"CT","112511","KSHV dream array","Orf49 or 50 (72352)","KSHV","Orf49 or 50","KSHV dream arrayOrf49 or 50 (72352)","good","PP2",55.0382232978009,35.69,36.07,55.5245868815109,54.8811648772098,55.142703670077,55.6243353504688,37.81,55.1669262130745,36.07,55.1076000095345,55.2839489779435,55.1391356750391,54.1723303124309,54.2719790381379,36.34
"CT","112511","KSHV dream array","Orf50 (74850)","KSHV","Orf50","KSHV dream arrayOrf50 (74850)","good","PP2",36.66,55.752827629447,55.7087452681735,54.57589177927,54.9899356556125,54.2646178891882,54.9842478213832,54.5431970688514,55.6253548436798,57.1065764312632,55.8549848850816,55.9163642730564,55.2860913574696,55.4637178634293,54.8227291377261,54.413059883751
"CT","112511","KSHV dream array","Orf50 or K8 (75170)","KSHV","Orf50 or K8","KSHV dream arrayOrf50 or K8 (75170)","good","PP2",55.1353132515214,54.9522911342792,54.0406332770362,54.6061121490784,55.4804118229076,54.4741468098946,54.9930279604159,55.6105761392973,54.9398100157268,54.8324775882065,54.2305155326612,55.1212028325535,55.8103448832408,55.1404719222337,41.51,54.5383641449735
"CT","112511","KSHV dream array","Orf52 (77022)","KSHV","ORF52","KSHV dream arrayOrf52 (77022)","good","PP2",54.2255262909457,54.0844808276743,40.2,54.7729610130191,55.8767259488814,37.85,54.8443761267699,36.77,54.7743557640351,38.97,55.6299890363589,54.5390953798778,37.77,36.2,54.1702216435224,34.04
"CT","112511","KSHV dream array","Orf52 (77128)","KSHV","ORF52","KSHV dream arrayOrf52 (77128)","good","PP2",54.5866223271005,55.2853149943985,55.6429485413246,55.8791307634674,55.7546595060267,54.2102931658737,54.3218294605613,35.33,54.4137039566413,35.52,55.1536425645463,55.7561488938518,34.25,32.88,54.5385269592516,33.02
"CT","112511","KSHV dream array","Orf54 (77844)","KSHV","Orf54","KSHV dream arrayOrf54 (77844)","good","PP2",54.5414606868289,55.9389719846658,55.8436652114615,54.8318910654634,54.648017434869,55.0263713966124,55.086992399767,35.27,54.7611497011967,54.1597755984403,55.2548219836317,54.2668349090964,55.6589651824906,55.0884934654459,54.1525649665855,33.47
"CT","112511","KSHV dream array","Orf54 (78056)","KSHV","Orf54","KSHV dream arrayOrf54 (78056)","good","PP2",54.5875175925903,54.8891855743714,34.97,55.9353540856391,55.3805708824657,54.2028675647452,54.4950899980031,55.2076524794102,55.3784078801982,54.6129205012694,55.8440414732322,55.8149448698387,54.7914209309965,36.11,55.0768359522335,34.88
"CT","112511","KSHV dream array","Orf55 (78956)","KSHV","Orf55","KSHV dream arrayOrf55 (78956)","good","PP2",55.6150871785358,55.337341232691,54.3448732914403,54.153800747823,54.2069339370355,54.2245651450939,55.369829068426,54.3906480171718,55.6623736890033,54.2197652133182,55.5064123137854,55.4267193530686,55.265090261586,55.5192061052658,55.3180231694132,41.58
"CT","112511","KSHV dream array","Orf55 (79193)","KSHV","Orf55","KSHV dream arrayOrf55 (79193)","good","PP2",54.8832510244101,54.3113132514991,54.1161000193097,55.5821374556981,55.7570472420193,55.9585029729642,55.3704278371297,35.44,54.4674133351073,55.2500378773548,54.9059389829636,54.8807257772423,55.5537679097615,36.33,54.4066845304333,36.22
"CT","112511","KSHV dream array","Orf56 (80963)","KSHV","Orf56","KSHV dream arrayOrf56 (80963)","good","PP2",55.7861042618752,55.3959703324363,54.6421552053653,55.2442816644907,55.823341013398,55.3773955637589,55.8439243258908,54.7992930975743,54.9303089291789,54.2827459904365,54.9310995810665,55.4207037617452,54.9679069854319,54.8791260579601,54.3727304921485,55.3596356874332
"CT","112511","KSHV dream array","Orf56 (81267)","KSHV","Orf56","KSHV dream arrayOrf56 (81267)","good","PP2",54.8550621946342,55.0022873603739,55.031120701693,55.8280883696862,54.5992605309002,54.717743025627,54.003647130914,54.6683479957283,54.9289985797368,55.6709971791133,55.8321380736306,55.5242182812653,54.9735001614317,55.6968492688611,55.9023403627798,55.1910938979127
"CT","112511","KSHV dream array","Orf56 (81650)","KSHV","Orf56","KSHV dream arrayOrf56 (81650)","good","PP2",54.6431877212599,55.7579410746694,54.9939240515232,54.7754988716915,55.7484441371635,54.1991991461255,55.9501131284051,54.3463243921287,54.3266150918789,55.7597652869299,54.5753578892909,55.0420888834633,54.0076453234069,55.3795056194067,55.069059681613,54.0745719149709
"CT","112511","KSHV dream array","Orf56 or 57 (83216)","KSHV","Orf56 or 57","KSHV dream arrayOrf56 or 57 (83216)","good","PP2",33.98,54.0680249165744,32.98,31.74,34.12,33,31.92,30.66,55.3793413699605,32.33,55.2617719974369,55.1536805722862,55.5743126324378,32.86,54.1088060783222,30.66
"CT","112511","KSHV dream array","Orf58 or 59,60,61,62 (94692)","KSHV","Orf58 or 59,60,61,62","KSHV dream arrayOrf58 or 59,60,61,62 (94692)","good","PP2",37.04,55.1312662293203,36.86,37,36.87,36.86,36.67,35.95,54.3126230016351,34.23,54.9098601769656,54.6201319387183,55.0749408081174,35.26,54.065049232915,33.03
"CT","112511","KSHV dream array","Orf58 or 59,60,61,62 (94950)","KSHV","Orf58 or 59,60,61,62","KSHV dream arrayOrf58 or 59,60,61,62 (94950)","good","PP2",37.78,54.5867911363021,34.28,37.65,37.64,36.75,34.28,34.23,55.1369639425538,34.22,54.1002864032052,54.0052191419527,36.65,32.28,55.0513502191752,32.47
"CT","112511","KSHV dream array","Orf58 or 59,60,61,62 (95417)","KSHV","Orf58 or 59,60,61,62","KSHV dream arrayOrf58 or 59,60,61,62 (95417)","good","PP2",37.48,54.898143668659,39.87,41.64,38.03,36.89,39.32,39.19,55.6977444454096,35.28,54.7087986273691,54.4506492381915,54.597603878472,36.14,40.88,33.23
"CT","112511","KSHV dream array","Orf59,60,61,62 (95961)","KSHV","Orf59,60,61,62","KSHV dream arrayOrf59,60,61,62 (95961)","good","PP2",34.32,54.6033291467465,36.18,36.42,35.63,34.36,35.16,35.09,34.25,33.75,54.9695801027119,55.1037030178122,36.08,33.4,54.8963750693947,32.01
"CT","112511","KSHV dream array","Orf59,60,61,62 (96407)","KSHV","Orf59,60,61,62","KSHV dream arrayOrf59,60,61,62 (96407)","good","PP2",54.7949179899879,55.2875576624647,34.68,34.61,35.56,36.38,37.87,35.83,35.56,35.59,54.871115591377,54.0200794832781,54.7056439416483,38.61,55.2748519256711,33.81
"CT","112511","KSHV dream array","ORF6 or 4 (5672)","KSHV","ORF6 or 4","KSHV dream arrayORF6 or 4 (5672)","good","PP1",55.2944771815091,54.6529714283533,55.5144960749894,37.29,54.6783245694824,37.55,54.354975538794,36.34,55.7673861226067,41.97,55.0688087884337,55.2188558313064,55.4342807666399,55.132117909845,55.5805699136108,54.0974612329155
"CT","112511","KSHV dream array","ORF6 or 4 (5859)","KSHV","ORF6 or 4","KSHV dream arrayORF6 or 4 (5859)","good","PP1",55.1390131125227,54.9495944590308,54.6310728094541,55.4594455948099,35.65,54.5304316882975,54.6856780466624,55.0969825391658,54.8434461406432,55.8511892193928,54.6794901257381,54.0370692312717,55.6923967245966,55.3531008218415,54.5369309200905,36.79
"CT","112511","KSHV dream array","ORF6 or 4 (5921)","KSHV","ORF6 or 4","KSHV dream arrayORF6 or 4 (5921)","good","PP1",55.3504546689801,55.9989059832878,55.8052213308401,55.6211937949993,36.28,54.3706841464154,35.09,55.5833651022986,54.181304179132,55.2263835254125,55.989626639057,55.8521468085237,54.0970206800848,55.9978089146316,55.3894076482393,54.4714545849711
"CT","112511","KSHV dream array","Orf60,61,62 (97138)","KSHV","Orf60,61,62","KSHV dream arrayOrf60,61,62 (97138)","good","PP2",54.2122201509774,55.7836566581391,43.64,54.8808104596101,55.7179903322831,46.8485414653085,55.6944909361191,54.0059490501881,55.9652932942845,55.8186638108455,54.4517160071991,55.1060922015458,54.2178086219355,55.1071811290458,55.0901633244939,43.1
"CT","112511","KSHV dream array","Orf60,61,62 (97630)","KSHV","Orf60,61,62","KSHV dream arrayOrf60,61,62 (97630)","good","PP2",55.7090550852008,55.7144234054722,54.175417650491,55.5381580363028,54.3722041430883,37,54.0642162864096,54.1532263122499,55.2066800268367,55.8547804551199,55.9412370184436,55.9900842336938,55.886246307753,35.97,55.1289199218154,34.36
"CT","112511","KSHV dream array","Orf61 or 62 (98333)","KSHV","Orf61 or 62","KSHV dream arrayOrf61 or 62 (98333)","good","PP2",54.7833645748906,54.9038267200813,54.8072339259088,37.95,37.82,38.99,55.6337179946713,38.53,54.0007438804023,35.46,55.1731079919264,54.1459754426032,55.7419140301645,55.6068997820839,54.0907016824931,54.5854086112231
"CT","112511","KSHV dream array","Orf61 or 62 (98515)","KSHV","Orf61 or 62","KSHV dream arrayOrf61 or 62 (98515)","good","PP2",35.13,54.3249196233228,55.8897422258742,44.99,33.29,35.42,54.9771829890087,55.4807169456035,55.4197202832438,55.3755112662911,54.4945286298171,55.3568237074651,54.2840333525091,54.8972325944342,34.8,34.97
"CT","112511","KSHV dream array","Orf62 (100787)","KSHV","Orf62","KSHV dream arrayOrf62 (100787)","good","PP2",54.1389926252887,55.3927729767747,54.2918902691454,54.7990676644258,54.537071746774,55.906804853119,55.364804326091,55.0938179474324,54.9329542452469,55.335448873695,54.3553341371007,54.6343255862594,55.5199032109231,54.3555729701184,55.823755771853,54.7990085389465
"CT","112511","KSHV dream array","Orf62 (100977)","KSHV","Orf62","KSHV dream arrayOrf62 (100977)","good","PP2",55.4144000057131,44.18,54.914912391454,42.3,54.4856137065217,54.3402434629388,54.4102675039321,36.13,54.6044645546935,54.4653216437437,55.3276818757877,55.6456538578495,54.5727218994871,54.1957373176701,37.21,54.3761862739921
"CT","112511","KSHV dream array","Orf62 (101132)","KSHV","Orf62","KSHV dream arrayOrf62 (101132)","good","PP2",55.4533422472887,55.2263143882155,55.3785573304631,55.2329072160646,36.58,55.3015328729525,55.5218904996291,54.6395362312905,54.0299537484534,54.2017449815758,54.32268494647,54.289227321744,55.6231821076944,54.6554196267389,56.0830674046092,35.82
"CT","112511","KSHV dream array","Orf63 (103119)","KSHV","Orf63","KSHV dream arrayOrf63 (103119)","good","PP2",55.142238126602,54.3317915042862,55.0657633915544,42.73,54.3680336270481,55.2860103989951,54.2426626016386,54.1558542004786,54.6478763101622,55.67191178957,54.212546300143,54.7410234338604,54.0989001495764,55.2404071800411,54.6236582584679,39.78
"CT","112511","KSHV dream array","Orf63 (103639)","KSHV","Orf63","KSHV dream arrayOrf63 (103639)","good","PP2",54.1458797128871,55.2284986926243,55.733671693597,54.276299267076,40.87,54.2976983343251,54.9256510399282,54.7116859881207,54.8694973001257,54.7559105907567,54.5397229138762,54.0873108198866,54.4725809982046,54.6900543496013,54.3030592668802,37.83
"CT","112511","KSHV dream array","Orf63 or Orf64 (111231)","KSHV","Orf63 or Orf64","KSHV dream arrayOrf63 or Orf64 (111231)","good","PP2",54.8012810060754,54.451853164006,52.8074144963734,54.1058310824446,39.26,55.513704134617,55.5401193653233,54.7823169408366,54.0074278526008,55.1392384483479,54.3796224868856,55.5888850055635,54.735456997063,54.5308505105786,55.0513231242076,54.9185180882923
"CT","112511","KSHV dream array","Orf63 or Orf64 (111599)","KSHV","Orf63 or Orf64","KSHV dream arrayOrf63 or Orf64 (111599)","good","PP2",55.9717721235938,55.0753393792547,55.0436857561581,54.3172265272588,55.2065320699476,55.2883121659979,54.7125555481762,54.3012416069396,54.7364715347067,54.4901195829734,55.6107150693424,54.7812107177451,55.2636527465656,54.4877616725862,54.5188316856511,36.27
"CT","112511","KSHV dream array","Orf65 or 66, 67, 67A (112376)","KSHV","Orf65 or 66, 67, 67A","KSHV dream arrayOrf65 or 66, 67, 67A (112376)","good","PP2",44.85,54.7131910338067,44.5,54.684508156497,54.392282740213,54.3401423883624,54.0232792487368,41.33,50.5359326709434,43.96,54.42770878179,55.839483525604,54.044380526524,40.62,54.6540461252443,40.13
"CT","112511","KSHV dream array","Orf66 or 67, 67A (112774)","KSHV","Orf66 or 67, 67A","KSHV dream arrayOrf66 or 67, 67A (112774)","good","PP2",55.367910857778,54.4585752193816,35.8,49.0689432128891,37.46,37.86,38.1,35.41,54.2910340493545,34.74,55.6287034456618,55.1970179062337,55.6329446933232,34.22,54.1029890696518,32.88
"CT","112511","KSHV dream array","Orf66 or 67, 67A (113453)","KSHV","Orf66 or 67, 67A","KSHV dream arrayOrf66 or 67, 67A (113453)","good","PP2",54.6197201400064,54.1515651289374,34.28,55.6646931949072,55.3494395879097,55.3966146782041,34.97,54.7199218543246,54.3404077873565,36.26,55.6529030324891,54.3016587141901,54.7345324107446,37.05,36.3,33.3
"CT","112511","KSHV dream array","Orf66 or 67, 67A (114218)","KSHV","Orf66 or 67, 67A","KSHV dream arrayOrf66 or 67, 67A (114218)","good","PP2",35.74,55.496910748072,35.76,55.1023462647572,36.02,55.6880213306285,54.4122857516631,35.03,55.2531497050077,58.1708418524452,54.828971717041,54.4123990368098,55.9344350937754,54.3583360589109,54.5083463070914,33.73
"CT","112511","KSHV dream array","Orf66 or 67, 67A (114453)","KSHV","Orf66 or 67, 67A","KSHV dream arrayOrf66 or 67, 67A (114453)","good","PP2",54.9234941499308,54.346817876678,36.36,55.2875630655326,54.7697055549361,52.6149837812968,54.4845604002476,55.9849872449413,54.5174955064431,36.65,55.4360861768946,55.6306549091823,54.3902861005627,37.01,54.9981316686608,33.98
"CT","112511","KSHV dream array","Orf67 or 67A (113980)","KSHV","Orf67 or 67A","KSHV dream arrayOrf67 or 67A (113980)","good","PP2",35.48,55.0552877485752,55.3249880340882,54.0772121548653,54.2774804136716,54.8742275689729,54.1739723170176,54.9722558576614,55.8439535005018,38.29,54.098217906896,54.4367853156291,55.9242923897691,35.77,54.2510255556554,33.17
"CT","112511","KSHV dream array","Orf68 (115939)","KSHV","Orf68","KSHV dream arrayOrf68 (115939)","good","PP2",54.3010478317738,54.3277593683451,54.6735993204638,55.3398022516631,37.68,55.0420208303258,54.0415230835788,54.1015642979182,54.0305437888019,55.508271405939,54.7675008317456,54.0964609384537,54.055577782914,55.5735031911172,54.1502911262214,54.580281841103
"CT","112511","KSHV dream array","Orf68 or Orf69 (116922)","KSHV","Orf68 or Orf69","KSHV dream arrayOrf68 or Orf69 (116922)","good","PP2",54.052294540219,54.4537104764022,36.02,37.95,34.68,35.99,54.9500549007207,55.5754436822608,36.37,36.51,55.0686033493839,55.7507688631304,54.7052514576353,54.5727747664787,54.5617161737755,36.28
"CT","112511","KSHV dream array","Orf68 or Orf69 (117120)","KSHV","Orf68 or Orf69","KSHV dream arrayOrf68 or Orf69 (117120)","good","PP2",55.4756187922321,54.2454786240123,55.0895955064334,55.7758356244303,33.96,36.65,55.4243748881854,34.61,54.0089347613975,54.889888853766,35.01,55.0035706865601,54.8960582562722,54.1831128033809,54.7029370409437,55.0524867069907
"CT","112511","KSHV dream array","Orf7 or 6 or 4 (8189)","KSHV","Orf7 or 6 or 4","KSHV dream arrayOrf7 or 6 or 4 (8189)","good","PP1",54.3296798551455,41.61,54.9115941077471,55.7459741290659,35.51,54.7767743603326,54.323974493891,55.773405328393,51.6239251789264,54.4171606618911,55.7726061395369,55.7052643555216,55.1401444976218,55.0732924127951,55.9296519421041,54.219975028187
"CT","112511","KSHV dream array","Orf7 or 6 or 4 (8314)","KSHV","Orf7 or 6 or 4","KSHV dream arrayOrf7 or 6 or 4 (8314)","good","PP1",54.8827052698471,54.2433434394188,55.4279370587319,55.1071994113736,55.7957931146957,54.3388897944242,54.5934600806795,55.6581105217338,54.0774418781511,54.2222814471461,54.9676383314654,55.2638642219827,55.6645087157376,55.7647969047539,55.3583050714806,55.5765972314402
"CT","112511","KSHV dream array","ORF70 (20979)","KSHV","ORF70","KSHV dream arrayORF70 (20979)","good","PP2",54.6758743957616,55.3011088599451,54.6687724334188,55.9192261067219,54.0373272141442,54.7142212861218,42.47,35.96,55.360725206323,54.4790426334366,55.455897831358,54.0693398402072,36.01,55.3381603090093,54.7736265766434,54.2857833504677
"CT","112511","KSHV dream array","ORF70 (20979)","KSHV","ORF70","KSHV dream arrayORF70 (20979)","good","PP1",54.9258769624867,54.1754066934809,36.94,54.938410889823,55.3955085263588,38.95,54.7032131017186,55.3491447786801,54.8644705484621,36.9,54.4149320828728,54.332496386487,54.8613939005882,54.1211010999978,54.2501153368503,55.4702196358703
"CT","112511","KSHV dream array","ORF71 (vFLIP) (122381,2)","KSHV","ORF71 (vFLIP)","KSHV dream arrayORF71 (vFLIP) (122381,2)","good","PP2",33.41,32.93,30.92,34.85,32.57,32.99,31.82,31,32.24,31.9,32.42,35.9,35.39,32.81,36.13,30.7
"CT","112511","KSHV dream array","ORF71 (vFLIP) (122381)","KSHV","ORF71 (vFLIP)","KSHV dream arrayORF71 (vFLIP) (122381)","good","PP1",34.88,32.73,31.84,38.99,34.9,32.36,32.87,31.6,31.71,31.98,33.35,54.6979102855548,34.31,33.96,35.81,30.48
"CT","112511","KSHV dream array","ORF71 (vFLIP) (122443,2)","KSHV","ORF71 (vFLIP)","KSHV dream arrayORF71 (vFLIP) (122443,2)","good","PP2",33.92,32.91,30.75,36.14,32.52,32.4,32.03,31.09,31.07,31.38,32.17,54.2646261840127,34.63,32.89,34.41,30.6
"CT","112511","KSHV dream array","ORF71 (vFLIP) (122443)","KSHV","ORF71 (vFLIP)","KSHV dream arrayORF71 (vFLIP) (122443)","good","PP1",35.75,32.94,30.68,33.12,32.66,32.01,32.18,31.49,31.4,32.03,32.64,54.6830710838549,33.23,33.52,34.25,30.8
"CT","112511","KSHV dream array","Orf73 (LANA) (124002,2)","KSHV","Orf73 (LANA)","KSHV dream arrayOrf73 (LANA) (124002,2)","good","PP2",54.1660213763826,38.97,37.35,38.77,37.01,32.74,36.21,36.3,36.95,39.02,54.8754938645288,55.1400713529438,54.0536146028899,55.8301409324631,54.5286721703596,38.9
"CT","112511","KSHV dream array","Orf73 (LANA) (124002)","KSHV","Orf73 (LANA)","KSHV dream arrayOrf73 (LANA) (124002)","good","PP1",54.9184271739796,38.61,40.62,39.99,37.04,33.29,39.5,39.26,36.43,38.95,55.400548631791,55.8198829111643,55.2473282883875,38.18,37.27,55.4685177528299
"CT","112511","KSHV dream array","Orf73 (LANA) or 72 (vCyc) (123511,2)","KSHV","Orf73 (LANA) or 72 (vCyc)","KSHV dream arrayOrf73 (LANA) or 72 (vCyc) (123511,2)","good","PP2",34.02,33.87,31.92,38.57,33.42,32.27,33.98,33.03,31.39,32.79,34.22,54.7072449554689,35.47,34.91,35.57,30.78
"CT","112511","KSHV dream array","Orf73 (LANA) or 72 (vCyc) (123511)","KSHV","Orf73 (LANA) or 72 (vCyc)","KSHV dream arrayOrf73 (LANA) or 72 (vCyc) (123511)","good","PP1",33.36,34.91,31.98,41.25,38.13,34.83,36.94,32.93,32.96,34.56,32.86,35.92,37.63,36.79,41.94,32.12
"CT","112511","KSHV dream array","Orf8 or 4,6,7 (10202)","KSHV","Orf8 or 4,6,7","KSHV dream arrayOrf8 or 4,6,7 (10202)","good","PP1",55.780738029629,54.7971277325414,54.3654995090328,55.0995588083751,54.2129086828791,54.027088265866,55.3968759691343,55.6067055989988,55.0826524565928,55.1424113372341,54.7673853188753,54.5193849266507,55.7751371250488,54.8044815324247,55.1023892145604,54.7286105989479
"CT","112511","KSHV dream array","Orf8 or 4,6,7 (10467)","KSHV","Orf8 or 4,6,7","KSHV dream arrayOrf8 or 4,6,7 (10467)","good","PP1",55.7293136743829,55.1086277356371,55.2161327823997,55.0111475787126,55.0054446286522,55.5802262001671,54.5381993316114,55.5171352084726,55.7748586763628,55.8966378769837,54.8869156409055,54.31621643994,54.8445525960997,54.7046454949304,54.6794270430692,55.6503675831482
"CT","112511","KSHV dream array","Orf8 or 4,6,7 (10765)","KSHV","Orf8 or 4,6,7","KSHV dream arrayOrf8 or 4,6,7 (10765)","good","PP1",54.8571040760726,54.1700641643256,55.3232294511981,55.0564511441626,54.0631685387343,54.8173171915114,54.6021084645763,55.1241857688874,54.6244058501907,54.360171424225,55.8853275058791,55.4340115780942,54.1026677093469,55.3679381879047,55.9024774795398,55.7706197854131
"CT","112511","KSHV dream array","Orf9 or 4,6,7,8 (13610)","KSHV","Orf9 or 4,6,7,8","KSHV dream arrayOrf9 or 4,6,7,8 (13610)","good","PP1",55.8417734340765,54.0869087758474,55.2906971499324,54.5592306414619,54.6263371026143,55.8379764622077,54.7500457987189,55.1125077451579,55.3484374335967,54.9967044228688,55.6019748463295,55.4093863838352,48.8871096076444,55.1081295767799,55.6869324855506,55.9477706784382
"CT","112511","KSHV dream array","Orf9 or 4,6,7,8 (13806)","KSHV","Orf9 or 4,6,7,8","KSHV dream arrayOrf9 or 4,6,7,8 (13806)","good","PP1",54.9065551618114,55.1661985381506,55.0786873288453,55.5998776713386,55.5799911548384,54.06510847155,54.9140442865901,55.1647309008986,54.8065144862048,55.0710835568607,55.5434084041044,55.7973192180507,54.9518329878338,35.83,54.3897133753635,34.52
"CT","112511","KSHV dream array","vIRF1 (K9) (84086)","KSHV","vIRF1 (K9)","KSHV dream arrayvIRF1 (K9) (84086)","good","PP2",38.93,55.2179776094854,55.2688452308066,55.7289095944725,54.1548155657947,55.9299207814038,55.6356970341876,55.971303478349,55.1123283668421,55.068388601765,55.0181451053359,54.4550814498216,54.7263449793682,55.4250353504904,54.7756783086807,36.04
