"type","Date","Array","Primer","Type","Gene","Concat","Good","Plate","X629","X731","X1314","X1700","X2572","X2741","X2858","X2910","X2969","X3544","X3937","X4428","X4678","X5485","X7121","X8239"
"CT","112511","KSHV dream array","ORF16 (30403)","KSHV","ORF16","KSHV dream arrayORF16 (30403)","good","PP1",44.4851810345426,44.506835039705,45.9566627899185,44.2809556224383,44.7995662176982,44.7275837971829,36.01,44.1983681512065,44.3533455068246,45.5031709349714,44.3466478041373,45.0234425943345,45.4007729943842,45.929994944483,44.7882735361345,45.9400282436982
"CT","112511","KSHV dream array","ORF17 (31829)","KSHV","ORF17","KSHV dream arrayORF17 (31829)","good","PP1",44.2047322769649,45.5337374750525,44.7090860670432,45.6275762538426,44.5485249967314,44.5996400043368,44.8690268239006,44.186223004479,44.422975555528,44.3124056700617,44.1942758481018,44.0807530595921,39.82,35.49,44.3892565262504,45.9666911512613
"CT","112511","KSHV dream array","ORF17 (32510)","KSHV","ORF17","KSHV dream arrayORF17 (32510)","good","PP1",35.18,45.021065197885,45.3988073370419,44.4457179484889,45.9316072179936,44.75,45.1351369558834,45.9161888645031,44.2728181546554,45.06322436966,48.1103037024476,45.3225891720504,44.0960807641968,44.9461451098323,45.2637645946816,33.93
"CT","112511","KSHV dream array","ORF17 or Orf17.5 (31509)","KSHV","ORF17 or Orf17.5","KSHV dream arrayORF17 or Orf17.5 (31509)","good","PP1",45.8485488048755,45.9109892747365,38.93,44.4612874104641,44.3972261045128,37.46,39.63,45.6337290564552,45.4591833078302,38.57,45.0377945015207,45.128715516068,45.2937768115662,38.81,45.7385832155123,34.93
"CT","112511","KSHV dream array","ORF18 (32935)","KSHV","ORF18 ","KSHV dream arrayORF18 (32935)","good","PP1",45.5769348768517,44.3146865512244,32.95,44.2513556894846,45.5140922260471,45.2470697765239,45.3974602660164,44.0326568046585,44.3426725277677,36.87,44.9844651459716,44.9699555477127,45.4533099546097,38.17,44.2517845355906,33.7
"CT","112511","KSHV dream array","Orf18 or 20 or 19 (33405)","KSHV","Orf18 or 20 or 19","KSHV dream arrayOrf18 or 20 or 19 (33405)","good","PP1",44.6988927163184,45.3123786603101,45.8239162554964,44.4063846948557,44.402186056599,45.4916915385984,45.1379712051712,44.0870824865997,44.7618275224231,44.4665089668706,45.5577133437619,44.2805428113788,45.1794752795249,44.9378191977739,44.7378867696971,45.8728975080885
"CT","112511","KSHV dream array","Orf20 or Orf19 (34089)","KSHV","Orf20 or Orf19","KSHV dream arrayOrf20 or Orf19 (34089)","good","PP1",38.84,38.26,33.96,39.94,48.3129426840134,40.78,38.72,43.83,47.5245543933846,44.75,42.96,37.63,43.71,37.07,38.88,34.98
"CT","112511","KSHV dream array","Orf20 or Orf19 (34848)","KSHV","Orf20 or Orf19","KSHV dream arrayOrf20 or Orf19 (34848)","good","PP1",45.4746440793388,44.170489704702,45.5967201078311,44.2974498933181,44.2385786995292,45.2387691708282,45.6650664033368,45.867990035098,45.1977685787715,45.5206289878115,45.4970677187666,44.0001565604471,45.9078260650858,44.2695954074152,44.9401246788912,35.32
"CT","112511","KSHV dream array","Orf20 or Orf19 (35199)","KSHV","Orf20 or Orf19","KSHV dream arrayOrf20 or Orf19 (35199)","good","PP1",44.2365218074992,44.9314479902387,45.8752052607015,44.9016271191649,44.0888115819544,45.0193577972241,44.2411741763353,44.8807952459902,45.7859044047073,44.6699377680197,44.2663984298706,44.5236298288219,44.225543487817,45.9316467475146,44.2902367371134,44.1631361525506
"CT","112511","KSHV dream array","Orf20 or Orf19 (35440)","KSHV","Orf20 or Orf19","KSHV dream arrayOrf20 or Orf19 (35440)","good","PP1",44.0380226178095,45.2690855003893,45.8205499970354,45.2462030351162,45.203577819746,45.3184962822124,45.8523455262184,44.04694540333,44.9555156477727,44.4249806734733,44.4264172320254,44.0403790534474,44.8071043593809,44.5907410187647,45.584082860034,45.9303581384011
"CT","112511","KSHV dream array","Orf21 (36102,2)","KSHV","Orf21","KSHV dream arrayOrf21 (36102,2)","good","PP2",43.16,44.02,55.6471600363776,42.2,42.21,41.25,39.63,41.89,39.56,42.8,47.5939762383513,44.8938164855354,42.86,44.47,45.794900817275,42.6
"CT","112511","KSHV dream array","Orf21 (36102)","KSHV","Orf21","KSHV dream arrayOrf21 (36102)","good","PP1",41.43,42.84,45.5993776284158,41.85,44.55,47.6510164265335,44.99,42.03,43.68,47.2776939212903,44.89,51.4692632688023,56.72224924393,44.62,45.2664618389867,42.14
"CT","112511","KSHV dream array","Orf21 (36500,2)","KSHV","Orf21","KSHV dream arrayOrf21 (36500,2)","good","PP2",45.8621976235881,45.7885881750844,45.8879515021108,45.7453581574373,44.8556124619208,44.2213705056347,45.8438861179166,45.3393665598705,45.9966577007435,44.7413658918813,45.118007005658,45.5263108061627,44.1590925194323,44.354813025333,44.1141371531412,45.8596300636418
"CT","112511","KSHV dream array","Orf21 (36500)","KSHV","Orf21","KSHV dream arrayOrf21 (36500)","good","PP1",37.88,45.8627118011937,45.8897076020949,44.8726514168084,45.4108250499703,45.3926047584973,44.3834558129311,45.5236613410525,45.3477634601295,44.323538646102,45.61227869289,45.7623018422164,45.6268336507492,44.9895608848892,45.7309224996716,44.7112556728534
"CT","112511","KSHV dream array","Orf23 or 24 (39603)","KSHV","Orf23 or 24","KSHV dream arrayOrf23 or 24 (39603)","good","PP1",45.3586464580148,45.3476448878646,45.616156426724,45.1937801148742,44.5962298079394,44.8500340105966,44.5605820184574,45.4969067592174,45.1854204889387,45.8272664784454,45.6011330536567,44.2442451966926,44.461612442974,44.0057260994799,44.0501346224919,32.91
"CT","112511","KSHV dream array","Orf23 or 24 (39786)","KSHV","Orf23 or 24","KSHV dream arrayOrf23 or 24 (39786)","good","PP1",45.6486347950995,45.9912201226689,44.9470607116818,45.7426217920147,45.1526707587764,35.83,45.8152135312557,44.052505990956,44.8229798469692,44.0547385299578,45.7738841054961,44.5529080075212,45.4132682764903,44.1311998567544,45.7631061533466,33.9
"CT","112511","KSHV dream array","Orf24 (41283)","KSHV","Orf24","KSHV dream arrayOrf24 (41283)","good","PP1",44.4196978523396,44.7799244839698,44.4553941506892,45.9255772647448,38.42,45.815185665153,45.2475436171517,44.9602523599751,44.115229871124,45.1365899471566,44.270497828722,44.6477915081196,45.4709975384176,45.1923912810162,45.3183139418252,36.7
"CT","112511","KSHV dream array","Orf24 (41630)","KSHV","Orf24","KSHV dream arrayOrf24 (41630)","good","PP1",45.1877639330924,44.7444636835717,44.9343350376002,45.3604066618718,44.2799971885979,45.6248927502893,45.8876070138067,41.4,44.7082380801439,45.3011773233302,45.8742540013045,44.1151153254323,45.9984141192399,44.1029854258522,45.8362899743952,44.1773678786121
"CT","112511","KSHV dream array","Orf25 (45767)","KSHV","Orf25","KSHV dream arrayOrf25 (45767)","good","PP1",44.9246930545196,44.4473739117384,44.7271210108884,44.0336821000092,45.162057065405,45.0484343180433,39.94,44.0884058680385,45.6454078326933,45.369250563439,45.7715959697962,44.2504000854678,45.4958396973088,45.9425703897141,45.3104092618451,45.7524409727193
"CT","112511","KSHV dream array","Orf25 (46047)","KSHV","Orf25","KSHV dream arrayOrf25 (46047)","good","PP1",44.3276778785512,44.7736691199243,45.3461369895376,44.7899360428564,45.6210221578367,44.7972547109239,44.5083740036935,45.1873027533293,45.3477580514736,44.1486184261739,45.8842852157541,45.4194892765954,44.1109480974264,45.21230579447,45.309811453335,44.2703433921561
"CT","112511","KSHV dream array","Orf26 or Orf25 (47305)","KSHV","Orf26 or Orf25","KSHV dream arrayOrf26 or Orf25 (47305)","good","PP1",36.11,45.757884892635,44.8253550184891,45.1413787077181,44.9039820688777,44.5956391971558,45.5068449173123,45.2849251651205,45.4747431259602,45.9845259259455,44.4357703682035,44.0491608805023,44.5537098767236,45.2594085591845,44.3029489428736,44.4590006475337
"CT","112511","KSHV dream array","Orf27 or 26 or 25 (48071)","KSHV","Orf27 or 26 or 25","KSHV dream arrayOrf27 or 26 or 25 (48071)","good","PP1",44.0447640940547,44.8827144643292,44.1294419527985,44.71,45.0973998247646,44.580959783867,45.6310573932715,45.9128683949821,45.4694760330021,42.79,44.2581409821287,45.5915050255135,44.9650216647424,45.7260907744057,45.6808045916259,43.18
"CT","112511","KSHV dream array","Orf27 or 26 or 25 (48265)","KSHV","Orf27 or 26 or 25","KSHV dream arrayOrf27 or 26 or 25 (48265)","good","PP1",44.5871527087875,44.8354437523521,44.4948067991063,44.4685390088707,37.67,44.4847815167159,45.4232723042369,45.0189949753694,45.4090926554054,44.0757786282338,45.1540164388716,45.6979079125449,45.3540153549984,45.8884078678675,45.7319280700758,45.6234331727028
"CT","112511","KSHV dream array","Orf29 (49612)","KSHV","Orf29","KSHV dream arrayOrf29 (49612)","good","PP1",44.842961457558,45.6117569804192,44.042980894912,44.4402005206794,45.3494256935082,44.6992345238104,45.8130818260834,44.7841624226421,44.2790074129589,44.219026346691,44.3761844444089,45.7141885561869,45.9634844139218,44.3715918599628,45.425885098055,35.57
